Stock,Gap,B,S
C69,0,25,25
VJC,0,25,25
NAF,0,25,25
HAG,0,25,25
HDA,0,4,4
STH,-1,25,26
AAS,-1,25,26
PXL,-1,25,26
SPI,-1,25,26
APS,-1,25,26
MBG,-2,24,26
APG,-2,24,26
AFX,-2,22,24
QNS,-3,24,27
BCC,-3,24,27
MSR,-3,24,27
SRC,-3,16,19
PVI,-3,8,11
DHM,-4,23,27
CCL,-4,23,27
TAR,-4,23,27
L14,-4,23,27
DHC,-4,23,27
SHI,-4,23,27
LAS,-4,23,27
HVN,-4,23,27
SD6,-5,23,28
DDG,-5,23,28
CRC,-6,22,28
FTS,-6,22,28
HBC,-6,22,28
CTS,-6,22,28
HSG,-6,22,28
VTD,-6,22,28
KMR,-6,22,28
BID,-6,22,28
VCI,-6,22,28
C32,-6,22,28
EIB,-6,22,28
HND,-7,22,29
IDC,-7,22,29
AMV,-7,22,29
TVS,-7,9,16
VRG,-7,1,8
VPG,-8,21,29
DAG,-8,21,29
BVH,-8,21,29
TV2,-8,21,29
VNE,-8,21,29
IJC,-8,21,29
VTR,-8,19,27
CSM,-8,8,16
TCL,-9,21,30
MBB,-10,20,30
CMX,-10,20,30
SMC,-10,20,30
NVL,-10,20,30
API,-11,20,31
MSH,-11,20,31
DS3,-11,20,31
LIX,-11,20,31
MTA,-11,4,15
MHC,-12,19,31
BMC,-12,19,31
TDG,-12,19,31
SSI,-12,19,31
CMG,-12,19,31
GVR,-12,19,31
NLG,-12,19,31
VNH,-13,19,32
VNR,-13,2,15
HNG,-14,18,32
HAH,-14,18,32
PSH,-14,18,32
PVT,-14,18,32
ACB,-14,18,32
SRA,-14,18,32
FPT,-14,18,32
TDH,-14,18,32
DBC,-14,18,32
KDH,-14,18,32
VNA,-15,18,33
SGP,-15,18,33
SIP,-15,6,21
CRE,-16,17,33
TNA,-16,17,33
VND,-16,17,33
TCH,-16,17,33
HVH,-16,17,33
MST,-16,17,33
LIG,-17,17,34
CVN,-17,17,34
MFS,-17,11,28
FMC,-18,16,34
GAS,-18,16,34
TLH,-18,16,34
DXP,-19,16,35
MPC,-19,16,35
SWC,-19,16,35
VEA,-19,16,35
EVF,-19,16,35
NRC,-19,16,35
PVL,-19,16,35
PLC,-19,15,34
BCM,-20,15,35
VIC,-20,15,35
PVC,-20,15,35
HPG,-20,15,35
TCM,-20,15,35
WSS,-20,15,35
HLD,-21,15,36
BMP,-22,14,36
QCG,-22,14,36
SCR,-22,14,36
NKG,-22,14,36
DIG,-22,14,36
PVP,-23,14,37
ACV,-23,14,37
GEX,-24,13,37
DCM,-24,13,37
BFC,-24,13,37
ANV,-24,13,37
PVM,-25,13,38
LCG,-26,12,38
PDR,-26,12,38
ASP,-26,12,38
CSV,-26,12,38
SBV,-26,12,38
GMD,-26,12,38
SDT,-26,12,38
HQC,-28,11,39
ACC,-28,11,39
DXG,-30,10,40
MSN,-30,10,40
ELC,-30,10,40
BCE,-30,10,40
BCG,-30,10,40
SGR,-31,10,41
HTI,-32,9,41
PC1,-32,9,41
LPB,-32,9,41
PNJ,-34,8,42
APC,-34,8,42
NCT,-35,8,43
QTP,-35,8,43
PET,-36,7,43
PXS,-38,6,44
CTI,-40,5,45
ITA,-40,5,45
VTP,-43,4,47
BIC,-46,2,48
IDI,-46,2,48
HAX,-50,0,50
HHG,-50,0,50
STB,-50,0,50
NT2,-50,0,50
ITQ,-51,0,51
