Stock,Count,Buy,Sell,2T,2TB,2TS,3T,3TB,3TS,5T,5TB,5TS
EIB,2,0,1,1,0,0,1,0,0,1,0,0
PSD,2,1,1,0,0,0,0,0,0,0,0,0
DRC,2,1,0,1,0,0,1,0,0,0,0,0
SDT,2,0,2,0,0,0,0,0,0,0,0,0
SAB,2,0,0,1,0,0,1,0,0,1,0,0
VPG,2,0,1,0,0,0,0,0,0,0,0,0
HCM,2,0,1,1,0,0,1,0,0,1,0,0
KSB,2,0,1,1,0,0,1,0,0,1,0,0
HDB,2,0,0,2,0,0,2,0,0,2,0,0
CTD,2,0,0,2,0,0,2,0,0,2,0,0
KDH,2,0,0,2,0,0,1,0,0,0,0,0
SD6,2,0,2,1,0,1,0,0,0,0,0,0
DGC,2,1,0,1,0,0,0,0,0,0,0,0
NBC,2,0,2,1,0,1,1,0,1,0,0,0
HHP,2,2,0,0,0,0,0,0,0,0,0,0
PGN,2,1,1,0,0,0,0,0,0,0,0,0
DRI,2,1,1,1,1,0,0,0,0,0,0,0
SHI,2,2,0,2,2,0,1,1,0,0,0,0
REE,2,0,0,1,0,0,1,0,0,0,0,0
TDP,2,2,0,0,0,0,0,0,0,0,0,0
DLG,2,0,0,0,0,0,0,0,0,0,0,0
BSI,2,1,1,0,0,0,0,0,0,0,0,0
SWC,2,1,1,0,0,0,0,0,0,0,0,0
TDH,1,0,0,0,0,0,0,0,0,0,0,0
AMS,1,1,0,1,1,0,0,0,0,0,0,0
VND,1,0,0,1,0,0,1,0,0,1,0,0
HDC,1,0,0,1,0,0,1,0,0,1,0,0
HAR,1,0,0,0,0,0,0,0,0,0,0,0
D2D,1,0,0,0,0,0,0,0,0,0,0,0
CTS,1,0,0,0,0,0,0,0,0,0,0,0
IDI,1,0,0,1,0,0,1,0,0,0,0,0
ITQ,1,0,1,0,0,0,0,0,0,0,0,0
AMD,1,0,0,0,0,0,0,0,0,0,0,0
APG,1,0,0,0,0,0,0,0,0,0,0,0
DHT,1,0,1,1,0,1,0,0,0,0,0,0
GTN,1,0,0,1,0,0,0,0,0,0,0,0
TTF,1,0,0,1,0,0,0,0,0,0,0,0
HQC,1,0,0,1,0,0,1,0,0,0,0,0
SPI,1,1,0,0,0,0,0,0,0,0,0,0
PAN,1,0,0,0,0,0,0,0,0,0,0,0
LDG,1,0,0,1,0,0,1,0,0,1,0,0
TDN,1,0,1,0,0,0,0,0,0,0,0,0
FRT,1,0,0,1,0,0,1,0,0,0,0,0
TTB,1,0,0,0,0,0,0,0,0,0,0,0
ABI,1,1,0,0,0,0,0,0,0,0,0,0
HAT,1,0,1,0,0,0,0,0,0,0,0,0
DS3,1,0,0,0,0,0,0,0,0,0,0,0
BMI,1,0,0,0,0,0,0,0,0,0,0,0
VIX,1,0,0,1,0,0,0,0,0,0,0,0
RAL,1,0,0,0,0,0,0,0,0,0,0,0
MTA,1,1,0,0,0,0,0,0,0,0,0,0
VPI,1,0,0,1,0,0,0,0,0,0,0,0
LAS,1,1,0,1,1,0,0,0,0,0,0,0
GEG,1,0,0,0,0,0,0,0,0,0,0,0
IJC,1,1,0,1,1,0,0,0,0,0,0,0
VMC,1,0,0,1,0,0,1,0,0,1,0,0
BCG,1,0,0,1,0,0,1,0,0,0,0,0
ROS,1,0,0,1,0,0,0,0,0,0,0,0
DDG,1,1,0,0,0,0,0,0,0,0,0,0
DGW,1,0,0,0,0,0,0,0,0,0,0,0
PDR,1,0,0,1,0,0,1,0,0,0,0,0
HAH,1,0,0,1,0,0,1,0,0,0,0,0
NSH,1,0,0,0,0,0,0,0,0,0,0,0
DCM,1,0,0,1,0,0,1,0,0,0,0,0
FTS,1,0,0,1,0,0,1,0,0,0,0,0
HAI,1,0,0,0,0,0,0,0,0,0,0,0
MML,1,1,0,1,1,0,0,0,0,0,0,0
BCM,1,0,0,1,0,0,0,0,0,0,0,0
WCS,1,0,0,0,0,0,0,0,0,0,0,0
GIL,1,0,0,1,0,0,0,0,0,0,0,0
DZM,1,0,1,0,0,0,0,0,0,0,0,0
SZC,1,0,0,1,0,0,1,0,0,1,0,0
TDC,1,0,0,1,0,0,1,0,0,0,0,0
AAA,1,0,0,1,0,0,1,0,0,0,0,0
DPM,1,0,0,1,0,0,1,0,0,1,0,0
PET,1,0,0,1,0,0,1,0,0,0,0,0
TLH,1,0,0,0,0,0,0,0,0,0,0,0
TIP,1,0,1,0,0,0,0,0,0,0,0,0
CII,1,0,0,1,0,0,1,0,0,1,0,0
FCN,1,0,0,1,0,0,1,0,0,1,0,0
KDC,1,0,0,1,0,0,1,0,0,0,0,0
VIP,1,0,0,1,0,0,0,0,0,0,0,0
PVV,1,0,1,0,0,0,0,0,0,0,0,0
NTL,1,0,0,1,0,0,1,0,0,0,0,0
SCR,1,0,0,1,0,0,1,0,0,0,0,0
CKG,1,0,0,0,0,0,0,0,0,0,0,0
ATB,1,1,0,0,0,0,0,0,0,0,0,0
VHC,1,0,0,1,0,0,1,0,0,1,0,0
HHS,1,0,0,1,0,0,1,0,0,1,0,0
SAM,1,0,0,0,0,0,0,0,0,0,0,0
LCG,1,0,0,1,0,0,1,0,0,1,0,0
SCS,1,0,1,0,0,0,0,0,0,0,0,0
CIA,0,0,0,0,0,0,0,0,0,0,0,0
VPD,0,0,0,0,0,0,0,0,0,0,0,0
TEG,0,0,0,0,0,0,0,0,0,0,0,0
DVP,0,0,0,0,0,0,0,0,0,0,0,0
SMB,0,0,0,0,0,0,0,0,0,0,0,0
CSM,0,0,0,0,0,0,0,0,0,0,0,0
DCL,0,0,0,0,0,0,0,0,0,0,0,0
NAG,0,0,0,0,0,0,0,0,0,0,0,0
LCM,0,0,0,0,0,0,0,0,0,0,0,0
BWE,0,0,0,0,0,0,0,0,0,0,0,0
APC,0,0,0,0,0,0,0,0,0,0,0,0
CHP,0,0,0,0,0,0,0,0,0,0,0,0
FTM,0,0,0,0,0,0,0,0,0,0,0,0
JVC,0,0,0,0,0,0,0,0,0,0,0,0
STH,0,0,0,0,0,0,0,0,0,0,0,0
PGC,0,0,0,0,0,0,0,0,0,0,0,0
CRC,0,0,0,0,0,0,0,0,0,0,0,0
NT2,0,0,0,0,0,0,0,0,0,0,0,0
KSQ,0,0,0,0,0,0,0,0,0,0,0,0
SZB,0,0,0,0,0,0,0,0,0,0,0,0
VPS,0,0,0,0,0,0,0,0,0,0,0,0
TN1,0,0,0,0,0,0,0,0,0,0,0,0
VSH,0,0,0,0,0,0,0,0,0,0,0,0
PXS,0,0,0,0,0,0,0,0,0,0,0,0
SPM,0,0,0,0,0,0,0,0,0,0,0,0
DRH,0,0,0,0,0,0,0,0,0,0,0,0
SBA,0,0,0,0,0,0,0,0,0,0,0,0
CLH,0,0,0,0,0,0,0,0,0,0,0,0
SKG,0,0,0,0,0,0,0,0,0,0,0,0
TDG,0,0,0,0,0,0,0,0,0,0,0,0
CEN,0,0,0,0,0,0,0,0,0,0,0,0
LM8,0,0,0,0,0,0,0,0,0,0,0,0
KMR,0,0,0,0,0,0,0,0,0,0,0,0
IMP,0,0,0,0,0,0,0,0,0,0,0,0
POM,0,0,0,0,0,0,0,0,0,0,0,0
YEG,0,0,0,0,0,0,0,0,0,0,0,0
SBV,0,0,0,0,0,0,0,0,0,0,0,0
PME,0,0,0,0,0,0,0,0,0,0,0,0
HTL,0,0,0,0,0,0,0,0,0,0,0,0
DMC,0,0,0,0,0,0,0,0,0,0,0,0
BTP,0,0,0,0,0,0,0,0,0,0,0,0
SGR,0,0,0,0,0,0,0,0,0,0,0,0
TAC,0,0,0,0,0,0,0,0,0,0,0,0
IDV,0,0,0,0,0,0,0,0,0,0,0,0
DHG,0,0,0,0,0,0,0,0,0,0,0,0
TLD,0,0,0,0,0,0,0,0,0,0,0,0
ITD,0,0,0,0,0,0,0,0,0,0,0,0
ITS,0,0,0,0,0,0,0,0,0,0,0,0
ILB,0,0,0,0,0,0,0,0,0,0,0,0
LSS,0,0,0,0,0,0,0,0,0,0,0,0
NCT,0,0,0,0,0,0,0,0,0,0,0,0
EID,0,0,0,0,0,0,0,0,0,0,0,0
SAV,0,0,0,0,0,0,0,0,0,0,0,0
BTT,0,0,0,0,0,0,0,0,0,0,0,0
DBT,0,0,0,0,0,0,0,0,0,0,0,0
VSC,0,0,0,0,0,0,0,0,0,0,0,0
CDO,0,0,0,0,0,0,0,0,0,0,0,0
TGG,0,0,0,0,0,0,0,0,0,0,0,0
HCC,0,0,0,0,0,0,0,0,0,0,0,0
LBM,0,0,0,0,0,0,0,0,0,0,0,0
BVG,0,0,0,0,0,0,0,0,0,0,0,0
QBS,0,0,0,0,0,0,0,0,0,0,0,0
CIG,0,0,0,0,0,0,0,0,0,0,0,0
FCM,0,0,0,0,0,0,0,0,0,0,0,0
FOX,0,0,0,0,0,0,0,0,0,0,0,0
HUB,0,0,0,0,0,0,0,0,0,0,0,0
DC4,0,0,0,0,0,0,0,0,0,0,0,0
TDM,0,0,0,0,0,0,0,0,0,0,0,0
HAP,0,0,0,0,0,0,0,0,0,0,0,0
FOC,0,0,0,0,0,0,0,0,0,0,0,0
VIS,0,0,0,0,0,0,0,0,0,0,0,0
SVN,0,0,0,0,0,0,0,0,0,0,0,0
MQN,0,0,0,0,0,0,0,0,0,0,0,0
SZL,0,0,0,0,0,0,0,0,0,0,0,0
M10,0,0,0,0,0,0,0,0,0,0,0,0
HOM,0,0,0,0,0,0,0,0,0,0,0,0
ASG,0,0,0,0,0,0,0,0,0,0,0,0
STP,0,0,0,0,0,0,0,0,0,0,0,0
STG,0,0,0,0,0,0,0,0,0,0,0,0
TRA,0,0,0,0,0,0,0,0,0,0,0,0
HT1,0,0,0,0,0,0,0,0,0,0,0,0
CEE,0,0,0,0,0,0,0,0,0,0,0,0
ASP,0,0,0,0,0,0,0,0,0,0,0,0
TKC,0,0,0,0,0,0,0,0,0,0,0,0
VRC,0,0,0,0,0,0,0,0,0,0,0,0
BCE,0,0,0,0,0,0,0,0,0,0,0,0
RDP,0,0,0,0,0,0,0,0,0,0,0,0
BMC,0,0,0,0,0,0,0,0,0,0,0,0
PGD,0,0,0,0,0,0,0,0,0,0,0,0
VPH,0,0,0,0,0,0,0,0,0,0,0,0
DBD,0,0,0,0,0,0,0,0,0,0,0,0
HVH,0,0,0,0,0,0,0,0,0,0,0,0
GDT,0,0,0,0,0,0,0,0,0,0,0,0
TS4,0,0,0,0,0,0,0,0,0,0,0,0
ADS,0,0,0,0,0,0,0,0,0,0,0,0
HTI,0,0,0,0,0,0,0,0,0,0,0,0
MIG,0,0,0,0,0,0,0,0,0,0,0,0
ILA,0,0,0,0,0,0,0,0,0,0,0,0
TSC,0,0,0,0,0,0,0,0,0,0,0,0
C32,0,0,0,0,0,0,0,0,0,0,0,0
CET,0,0,0,0,0,0,0,0,0,0,0,0
MHC,0,0,0,0,0,0,0,0,0,0,0,0
SMC,0,0,0,0,0,0,0,0,0,0,0,0
APH,0,0,0,0,0,0,0,0,0,0,0,0
VSI,0,0,0,0,0,0,0,0,0,0,0,0
RIC,0,0,0,0,0,0,0,0,0,0,0,0
PPC,0,0,0,0,0,0,0,0,0,0,0,0
NAF,0,0,0,0,0,0,0,0,0,0,0,0
DAH,0,0,0,0,0,0,0,0,0,0,0,0
NBB,0,0,0,0,0,0,0,0,0,0,0,0
BAX,0,0,0,0,0,0,0,0,0,0,0,0
PHP,0,0,0,0,0,0,0,0,0,0,0,0
YBM,0,0,0,0,0,0,0,0,0,0,0,0
NNC,0,0,0,0,0,0,0,0,0,0,0,0
KHP,0,0,0,0,0,0,0,0,0,0,0,0
THT,0,0,0,0,0,0,0,0,0,0,0,0
CDC,0,0,0,0,0,0,0,0,0,0,0,0
VKC,0,0,0,0,0,0,0,0,0,0,0,0
HAD,0,0,0,0,0,0,0,0,0,0,0,0
AGM,0,0,0,0,0,0,0,0,0,0,0,0
OGC,0,0,0,0,0,0,0,0,0,0,0,0
DAG,0,0,0,0,0,0,0,0,0,0,0,0
STK,0,0,0,0,0,0,0,0,0,0,0,0
PMG,0,0,0,0,0,0,0,0,0,0,0,0
HPX,0,0,0,0,0,0,0,0,0,0,0,0
DTA,0,0,0,0,0,0,0,0,0,0,0,0
TLG,0,0,0,0,0,0,0,0,0,0,0,0
TXM,0,0,0,0,0,0,0,0,0,0,0,0
VNG,0,0,0,0,0,0,0,0,0,0,0,0
HSL,0,0,0,0,0,0,0,0,0,0,0,0
CTF,0,0,0,0,0,0,0,0,0,0,0,0
TBC,0,0,0,0,0,0,0,0,0,0,0,0
TVT,0,0,0,0,0,0,0,0,0,0,0,0
CVN,0,0,0,0,0,0,0,0,0,0,0,0
TA9,0,0,0,0,0,0,0,0,0,0,0,0
PGI,0,0,0,0,0,0,0,0,0,0,0,0
ACL,0,0,0,0,0,0,0,0,0,0,0,0
VC7,0,0,0,0,0,0,0,0,0,0,0,0
CTP,0,0,0,0,0,0,0,0,0,0,0,0
HDA,0,0,0,0,0,0,0,0,0,0,0,0
UDC,0,0,0,0,0,0,0,0,0,0,0,0
PXI,0,0,0,0,0,0,0,0,0,0,0,0
CMS,0,0,0,0,0,0,0,0,0,0,0,0
SD2,0,0,0,0,0,0,0,0,0,0,0,0
TNA,0,0,0,0,0,0,0,0,0,0,0,0
NHH,0,0,0,0,0,0,0,0,0,0,0,0
TMS,0,0,0,0,0,0,0,0,0,0,0,0
PSH,0,0,0,0,0,0,0,0,0,0,0,0
SHN,0,0,0,0,0,0,0,0,0,0,0,0
PTB,0,0,0,0,0,0,0,0,0,0,0,0
BMP,0,0,0,0,0,0,0,0,0,0,0,0
INN,0,0,0,0,0,0,0,0,0,0,0,0
PAC,0,0,0,0,0,0,0,0,0,0,0,0
SHP,0,0,0,0,0,0,0,0,0,0,0,0
EVE,0,0,0,0,0,0,0,0,0,0,0,0
NHA,0,0,0,0,0,0,0,0,0,0,0,0
PVG,0,0,0,0,0,0,0,0,0,0,0,0
LGL,0,0,0,0,0,0,0,0,0,0,0,0
BFC,0,0,0,0,0,0,0,0,0,0,0,0
LHG,0,0,0,0,0,0,0,0,0,0,0,0
TVB,0,0,0,0,0,0,0,0,0,0,0,0
SFI,0,0,0,0,0,0,0,0,0,0,0,0
TCT,0,0,0,0,0,0,0,0,0,0,0,0
HID,0,0,0,0,0,0,0,0,0,0,0,0
TVD,0,0,0,0,0,0,0,0,0,0,0,0
SD5,0,0,0,0,0,0,0,0,0,0,0,0
VCF,0,0,0,0,0,0,0,0,0,0,0,0
TTZ,0,0,0,0,0,0,0,0,0,0,0,0
TCD,0,0,0,0,0,0,0,0,0,0,0,0
CAV,0,0,0,0,0,0,0,0,0,0,0,0
SHE,0,0,0,0,0,0,0,0,0,0,0,0
CCL,0,0,0,0,0,0,0,0,0,0,0,0
TNT,0,0,0,0,0,0,0,0,0,0,0,0
VTO,0,0,0,0,0,0,0,0,0,0,0,0
BHN,0,0,0,0,0,0,0,0,0,0,0,0
VNE,0,0,0,0,0,0,0,0,0,0,0,0
UIC,0,0,0,0,0,0,0,0,0,0,0,0
SGN,0,0,0,0,0,0,0,0,0,0,0,0
DDN,0,0,0,0,0,0,0,0,0,0,0,0
DHM,0,0,0,0,0,0,0,0,0,0,0,0
ELC,0,0,0,0,0,0,0,0,0,0,0,0
IBC,0,0,0,0,0,0,0,0,0,0,0,0
ICT,0,0,0,0,0,0,0,0,0,0,0,0
KOS,0,0,0,0,0,0,0,0,0,0,0,0
MCG,0,0,0,0,0,0,0,0,0,0,0,0
TCR,0,0,0,0,0,0,0,0,0,0,0,0
GAB,0,0,0,0,0,0,0,0,0,0,0,0
GMC,0,0,0,0,0,0,0,0,0,0,0,0
LEC,0,0,0,0,0,0,0,0,0,0,0,0
SSN,0,0,0,0,0,0,0,0,0,0,0,0
VOS,0,0,0,0,0,0,0,0,0,0,0,0
PTL,0,0,0,0,0,0,0,0,0,0,0,0
TVS,0,0,0,0,0,0,0,0,0,0,0,0
TV2,0,0,0,0,0,0,0,0,0,0,0,0
CLC,0,0,0,0,0,0,0,0,0,0,0,0
CMG,0,0,0,0,0,0,0,0,0,0,0,0
SJF,0,0,0,0,0,0,0,0,0,0,0,0
DHC,0,0,0,0,0,0,0,0,0,0,0,0
C47,0,0,0,0,0,0,0,0,0,0,0,0
SJS,0,0,0,0,0,0,0,0,0,0,0,0
BTD,0,0,0,0,0,0,0,0,0,0,0,0
PHC,0,0,0,0,0,0,0,0,0,0,0,0
EVG,0,0,0,0,0,0,0,0,0,0,0,0
BTS,0,0,0,0,0,0,0,0,0,0,0,0
BIC,0,0,0,0,0,0,0,0,0,0,0,0
PXT,0,0,0,0,0,0,0,0,0,0,0,0
DHA,0,0,0,0,0,0,0,0,0,0,0,0
NVT,0,0,0,0,0,0,0,0,0,0,0,0
CNG,0,0,0,0,0,0,0,0,0,0,0,0
CLX,0,0,0,0,0,0,0,0,0,0,0,0
SJD,0,0,0,0,0,0,0,0,0,0,0,0
THG,0,0,0,0,0,0,0,0,0,0,0,0
TCM,0,0,0,0,0,0,0,0,0,0,0,0
SD9,0,0,0,0,0,0,0,0,0,0,0,0
PTS,0,0,0,0,0,0,0,0,0,0,0,0
SCD,0,0,0,0,0,0,0,0,0,0,0,0
CTI,0,0,0,0,0,0,0,0,0,0,0,0
VDS,0,0,0,0,0,0,0,0,0,0,0,0
TMT,0,0,0,0,0,0,0,0,0,0,0,0
CSC,0,0,0,0,0,0,0,0,0,0,0,0
QCG,0,0,0,0,0,0,0,0,0,0,0,0
SHA,0,0,0,0,0,0,0,0,0,0,0,0
AGR,0,0,0,0,0,0,0,0,0,0,0,0
DSN,0,0,0,0,0,0,0,0,0,0,0,0
ABC,0,0,0,0,0,0,0,0,0,0,0,0
HTM,0,0,0,0,0,0,0,0,0,0,0,0
FIT,0,0,0,0,0,0,0,0,0,0,0,0
ANV,0,0,0,0,0,0,0,0,0,0,0,0
HCD,0,0,0,0,0,0,0,0,0,0,0,0
VIT,0,0,0,0,0,0,0,0,0,0,0,0
VTB,0,0,0,0,0,0,0,0,0,0,0,0
CMX,0,0,0,0,0,0,0,0,0,0,0,0
SFG,0,0,0,0,0,0,0,0,0,0,0,0
DPG,0,0,0,0,0,0,0,0,0,0,0,0
FIR,0,0,0,0,0,0,0,0,0,0,0,0
CSV,0,0,0,0,0,0,0,0,0,0,0,0
BDG,0,0,0,0,0,0,0,0,0,0,0,0
CLL,0,0,0,0,0,0,0,0,0,0,0,0
TNI,0,0,0,0,0,0,0,0,0,0,0,0
HPI,0,0,0,0,0,0,0,0,0,0,0,0
DRL,0,0,0,0,0,0,0,0,0,0,0,0
HAX,0,0,0,0,0,0,0,0,0,0,0,0
FMC,0,0,0,0,0,0,0,0,0,0,0,0
LIX,0,0,0,0,0,0,0,0,0,0,0,0
HTN,0,0,0,0,0,0,0,0,0,0,0,0
TYA,0,0,0,0,0,0,0,0,0,0,0,0
ABS,0,0,0,0,0,0,0,0,0,0,0,0
AST,0,0,0,0,0,0,0,0,0,0,0,0
DPR,0,0,0,0,0,0,0,0,0,0,0,0
CVT,0,0,0,0,0,0,0,0,0,0,0,0
NSC,0,0,0,0,0,0,0,0,0,0,0,0
MPC,0,0,0,0,0,0,0,0,0,0,0,0
DQC,0,0,0,0,0,0,0,0,0,0,0,0
HRC,0,0,0,0,0,0,0,0,0,0,0,0
VC9,0,0,0,0,0,0,0,0,0,0,0,0
ACC,0,0,0,0,0,0,0,0,0,0,0,0
HII,0,0,0,0,0,0,0,0,0,0,0,0
SRC,0,0,0,0,0,0,0,0,0,0,0,0
TCL,0,0,0,0,0,0,0,0,0,0,0,0
TDS,0,0,0,0,0,0,0,0,0,0,0,0
DAT,0,0,0,0,0,0,0,0,0,0,0,0
AGP,0,0,0,0,0,0,0,0,0,0,0,0
SJE,0,0,0,0,0,0,0,0,0,0,0,0
ITC,0,0,0,0,0,0,0,0,0,0,0,0
QNC,0,0,0,0,0,0,0,0,0,0,0,0
VHE,0,0,0,0,0,0,0,0,0,0,0,0
