Stock,Gap,B,S
DGW,0,0,0
TCT,0,0,0
SFI,0,0,0
TVB,0,0,0
DS3,0,0,0
HDA,0,0,0
CTP,0,0,0
VC7,0,0,0
ACL,0,0,0
ACM,0,0,0
TVT,0,0,0
CTF,0,0,0
VNG,0,0,0
CMS,0,0,0
RAL,0,0,0
LHG,0,0,0
BFC,0,0,0
PVG,0,0,0
PAN,0,0,0
EVE,0,0,0
PAC,0,0,0
NHH,0,0,0
INN,0,0,0
PTB,0,0,0
SHN,0,0,0
TMS,0,0,0
SJF,0,0,0
DHC,0,0,0
C47,0,0,0
FIR,0,0,0
CVT,0,0,0
DPR,0,0,0
TTF,0,0,0
ABS,0,0,0
TYA,0,0,0
DRL,0,0,0
HPI,0,0,0
TNI,0,0,0
CLL,0,0,0
BDG,0,0,0
NSC,0,0,0
LIX,0,0,0
PLP,0,0,0
ITC,0,0,0
SJE,0,0,0
D2D,0,0,0
HRC,0,0,0
TCL,0,0,0
SRC,0,0,0
HII,0,0,0
ACC,0,0,0
VC9,0,0,0
DQC,0,0,0
DPG,0,0,0
CTI,0,0,0
SFG,0,0,0
SD9,0,0,0
TCM,0,0,0
SJD,0,0,0
CLX,0,0,0
CNG,0,0,0
DHA,0,0,0
SJS,0,0,0
PXT,0,0,0
BIC,0,0,0
EVG,0,0,0
PTS,0,0,0
CMX,0,0,0
VTB,0,0,0
ANV,0,0,0
FIT,0,0,0
ABC,0,0,0
DSN,0,0,0
HPX,0,0,0
TMT,0,0,0
TLG,0,0,0
ILA,0,0,0
PMG,0,0,0
PME,0,0,0
YEG,0,0,0
POM,0,0,0
IMP,0,0,0
KMR,0,0,0
PXS,0,0,0
SKG,0,0,0
CLH,0,0,0
VMC,0,0,0
DRH,0,0,0
SPM,0,0,0
TTB,0,0,0
SGR,0,0,0
TAC,0,0,0
DHG,0,0,0
TLD,0,0,0
ITD,0,0,0
ITS,0,0,0
ILB,0,0,0
LSS,0,0,0
EID,0,0,0
VSC,0,0,0
TDH,0,0,0
DBT,0,0,0
SAB,0,0,0
DVP,0,0,0
CSM,0,0,0
APC,0,0,0
CHP,0,0,0
FTM,0,0,0
NT2,0,0,0
BWE,0,0,0
NAG,0,0,0
KSQ,0,0,0
PGC,0,0,0
BMI,0,0,0
LCM,0,0,0
SMB,0,0,0
CIA,0,0,0
SAV,0,0,0
TGG,0,0,0
HVH,0,0,0
TS4,0,0,0
ADS,0,0,0
VIX,0,0,0
VJC,0,0,0
TSC,0,0,0
C32,0,0,0
CET,0,0,0
SMC,0,0,0
GEG,0,0,0
GDT,0,0,0
NAF,0,0,0
BCG,0,0,0
BAX,0,0,0
VPI,0,0,0
CDC,0,0,0
VKC,0,0,0
HAD,0,0,0
AGM,0,0,0
OGC,0,0,0
HAR,0,0,0
DAH,0,0,0
DBD,0,0,0
M10,0,0,0
VPH,0,0,0
LBM,0,0,0
BVG,0,0,0
IDI,0,0,0
CIG,0,0,0
APG,0,0,0
HUB,0,0,0
DC4,0,0,0
TDM,0,0,0
HAP,0,0,0
SVN,0,0,0
MQN,0,0,0
SZL,0,0,0
HOM,0,0,0
STP,0,0,0
STG,0,0,0
TRA,0,0,0
HT1,0,0,0
CEE,0,0,0
TKC,0,0,0
VRC,0,0,0
BCE,0,0,0
KDH,0,0,0
PGD,0,0,0
TCB,-1,32,33
NTC,-1,28,29
AAV,-1,13,14
TAR,-1,9,10
VIC,-1,7,8
CTG,-1,7,8
PXL,-1,3,4
TPB,-1,2,3
PWA,-1,2,3
C69,-1,2,3
SBT,-1,1,2
CAP,-1,1,2
FID,-1,1,2
MST,-1,1,2
DZM,-1,0,1
VPG,-1,0,1
TIP,-1,0,1
CII,-1,0,1
SCS,-1,0,1
PLX,-1,0,1
CVN,-1,0,1
DHT,-1,0,1
ITQ,-1,0,1
HAT,-1,0,1
EIB,-1,0,1
TDN,-1,0,1
HCM,-1,0,1
KSB,-1,0,1
SSI,-2,8,10
L14,-2,8,10
TDT,-2,4,6
ADG,-2,4,6
HND,-2,1,3
HNG,-2,1,3
NBC,-2,0,2
SDT,-2,0,2
SD6,-2,0,2
STB,-3,11,14
TCW,-3,1,4
POW,-3,0,3
EVF,-3,0,3
BID,-3,0,3
BOT,-3,0,3
DST,-5,8,13
CTR,-6,99,105
BVS,-6,25,31
DVN,-6,8,14
GKM,-6,6,12
HSG,-7,16,23
DIG,-8,7,15
LIG,-8,4,12
API,-8,1,9
DNM,-8,0,8
OIL,-11,7,18
FLC,-13,12,25
IDC,-24,96,120
