Stock,Count,Buy,Sell,2T,2TB,2TS,3T,3TB,3TS,5T,5TB,5TS
LAS,8,3,5,4,2,2,1,0,1,0,0,0
SJD,8,8,0,3,3,0,0,0,0,0,0,0
DNM,8,6,2,4,3,1,3,2,1,0,0,0
VHC,8,7,0,2,1,0,1,0,0,0,0,0
QNS,8,3,5,6,2,4,4,0,4,2,0,2
HCM,7,4,2,3,2,0,2,1,0,2,1,0
HNG,7,4,2,1,0,0,1,0,0,1,0,0
TCM,7,0,6,7,0,6,1,0,0,1,0,0
TVN,7,4,3,4,2,2,2,1,1,0,0,0
PXL,7,1,6,2,0,2,1,0,1,1,0,1
CNG,7,7,0,0,0,0,0,0,0,0,0,0
ACV,7,4,3,7,4,3,5,3,2,2,1,1
EVF,7,2,5,1,0,1,0,0,0,0,0,0
FRT,7,6,0,5,4,0,4,3,0,1,0,0
BVH,7,6,0,3,2,0,3,2,0,1,0,0
SHI,7,1,5,4,1,2,2,1,0,1,1,0
ORS,7,4,3,0,0,0,0,0,0,0,0,0
CEO,7,4,3,2,2,0,2,2,0,2,2,0
TIP,7,6,0,1,0,0,1,0,0,1,0,0
TDM,7,3,4,4,0,4,0,0,0,0,0,0
KLB,6,6,0,1,1,0,0,0,0,0,0,0
DPG,6,0,5,1,0,0,1,0,0,1,0,0
NKG,6,1,4,5,0,4,2,0,1,1,0,0
GMD,6,1,4,1,0,0,1,0,0,1,0,0
VCR,6,0,6,2,0,2,1,0,1,0,0,0
DTD,6,3,3,0,0,0,0,0,0,0,0,0
LIG,6,3,3,3,0,3,3,0,3,1,0,1
DXG,6,0,5,1,0,0,1,0,0,1,0,0
VGS,6,3,3,2,0,2,1,0,1,0,0,0
GTN,6,6,0,0,0,0,0,0,0,0,0,0
LTG,6,5,1,1,0,1,1,0,1,0,0,0
MPC,6,1,5,4,1,3,3,1,2,1,1,0
SBS,6,2,4,4,0,4,4,0,4,2,0,2
NLG,6,5,0,2,1,0,1,0,0,1,0,0
POM,6,5,0,0,0,0,0,0,0,0,0,0
HLD,6,1,5,2,0,2,1,0,1,0,0,0
DGW,6,0,5,1,0,0,0,0,0,0,0,0
BVS,6,3,3,3,1,2,1,0,1,1,0,1
BCC,6,1,5,3,1,2,2,1,1,0,0,0
HAG,5,4,0,1,0,0,1,0,0,1,0,0
D2D,5,4,0,3,2,0,1,0,0,1,0,0
BWE,5,2,2,0,0,0,0,0,0,0,0,0
REE,5,4,0,2,1,0,2,1,0,1,0,0
CTG,5,0,4,1,0,0,1,0,0,1,0,0
C32,5,2,3,1,1,0,0,0,0,0,0,0
STB,5,0,4,3,0,2,3,0,2,3,0,2
MBS,5,5,0,2,2,0,1,1,0,1,1,0
AAA,5,3,1,1,0,0,1,0,0,1,0,0
HQC,5,1,3,4,1,2,1,0,0,1,0,0
DBC,5,3,1,1,0,0,1,0,0,1,0,0
ROS,5,1,3,1,0,0,1,0,0,1,0,0
LIX,5,4,1,0,0,0,0,0,0,0,0,0
IDJ,5,4,1,2,2,0,2,2,0,1,1,0
CII,5,0,4,5,0,4,1,0,0,1,0,0
SWC,5,0,5,0,0,0,0,0,0,0,0,0
PVL,5,1,4,1,0,1,0,0,0,0,0,0
IDI,4,0,3,1,0,0,0,0,0,0,0,0
VTP,4,0,4,2,0,2,1,0,1,0,0,0
DRC,4,2,1,2,0,1,1,0,0,1,0,0
HID,4,0,3,2,0,2,0,0,0,0,0,0
APS,4,3,1,3,3,0,1,1,0,1,1,0
HAR,4,3,0,1,0,0,1,0,0,0,0,0
IBC,4,4,0,4,4,0,1,1,0,0,0,0
SSI,4,0,3,1,0,0,1,0,0,1,0,0
HAX,4,0,3,1,0,1,0,0,0,0,0,0
ACM,4,3,1,3,2,1,2,1,1,1,0,1
PVI,4,3,1,3,2,1,1,0,1,0,0,0
PVD,4,1,2,1,0,0,1,0,0,1,0,0
PAS,4,1,3,0,0,0,0,0,0,0,0,0
CSV,4,0,3,1,0,1,1,0,1,0,0,0
DVN,4,0,4,1,0,1,0,0,0,0,0,0
NRC,4,0,4,4,0,4,2,0,2,2,0,2
VPG,4,1,2,3,0,2,3,0,2,1,0,0
TDC,4,1,2,2,1,0,1,0,0,0,0,0
TCH,4,0,3,2,0,1,2,0,1,2,0,1
SSN,4,1,3,3,1,2,1,0,1,0,0,0
DDG,4,3,1,0,0,0,0,0,0,0,0,0
FCN,4,1,2,3,0,2,3,0,2,1,0,0
DRI,4,3,1,3,2,1,0,0,0,0,0,0
ILB,4,4,0,0,0,0,0,0,0,0,0,0
NSH,4,0,3,1,0,1,0,0,0,0,0,0
TAR,4,1,2,2,1,1,0,0,0,0,0,0
BSR,4,0,4,2,0,2,2,0,2,0,0,0
OIL,4,2,2,0,0,0,0,0,0,0,0,0
HT1,4,3,0,1,0,0,0,0,0,0,0,0
AFX,3,1,2,2,1,1,1,0,1,1,0,1
DRH,3,2,0,1,0,0,1,0,0,0,0,0
ITQ,3,0,3,0,0,0,0,0,0,0,0,0
SRA,3,0,2,0,0,0,0,0,0,0,0,0
SGP,3,0,3,0,0,0,0,0,0,0,0,0
DAH,3,1,2,2,0,2,0,0,0,0,0,0
TLG,3,3,0,0,0,0,0,0,0,0,0,0
DHC,3,2,0,1,0,0,0,0,0,0,0,0
DIG,3,0,2,1,0,0,1,0,0,1,0,0
SVN,3,1,2,0,0,0,0,0,0,0,0,0
IJC,3,2,0,2,1,0,1,0,0,1,0,0
EVG,3,2,0,0,0,0,0,0,0,0,0,0
HII,3,2,1,0,0,0,0,0,0,0,0,0
ACB,3,1,1,1,0,0,1,0,0,1,0,0
CTI,3,0,2,1,0,0,1,0,0,1,0,0
BMI,3,1,1,1,0,0,1,0,0,1,0,0
ANV,3,1,2,0,0,0,0,0,0,0,0,0
PPC,3,0,2,1,0,0,0,0,0,0,0,0
VSH,3,3,0,0,0,0,0,0,0,0,0,0
PVT,3,0,2,1,0,0,1,0,0,1,0,0
CKG,3,2,0,1,0,0,1,0,0,0,0,0
TDT,3,1,2,0,0,0,0,0,0,0,0,0
HTN,3,3,0,0,0,0,0,0,0,0,0,0
PC1,3,1,1,1,0,0,0,0,0,0,0,0
API,3,1,2,1,1,0,0,0,0,0,0,0
ELC,3,0,2,0,0,0,0,0,0,0,0,0
FMC,3,0,3,0,0,0,0,0,0,0,0,0
TV2,3,1,1,1,0,0,0,0,0,0,0,0
AAV,3,0,3,1,0,1,0,0,0,0,0,0
MSH,3,0,3,0,0,0,0,0,0,0,0,0
KSH,3,0,3,3,0,3,2,0,2,0,0,0
HHS,3,2,0,1,0,0,1,0,0,1,0,0
PFL,3,2,1,1,1,0,0,0,0,0,0,0
VEA,3,1,2,0,0,0,0,0,0,0,0,0
DXP,3,1,2,0,0,0,0,0,0,0,0,0
PHR,3,2,0,3,2,0,1,0,0,1,0,0
NTL,3,2,0,1,0,0,0,0,0,0,0,0
VHG,3,1,2,2,0,2,1,0,1,0,0,0
HND,2,0,2,0,0,0,0,0,0,0,0,0
FID,2,2,0,0,0,0,0,0,0,0,0,0
HHG,2,0,2,0,0,0,0,0,0,0,0,0
KSB,2,1,0,1,0,0,1,0,0,0,0,0
G36,2,1,1,0,0,0,0,0,0,0,0,0
SBT,2,0,1,2,0,1,1,0,0,1,0,0
TNT,2,0,1,0,0,0,0,0,0,0,0,0
VGT,2,0,2,0,0,0,0,0,0,0,0,0
DST,2,0,1,0,0,0,0,0,0,0,0,0
SKG,2,1,0,1,0,0,1,0,0,0,0,0
SGR,2,0,2,0,0,0,0,0,0,0,0,0
BMP,2,0,1,1,0,0,1,0,0,0,0,0
VDS,2,2,0,2,2,0,0,0,0,0,0,0
VGI,2,1,1,1,0,1,1,0,1,0,0,0
ABS,2,1,1,1,0,1,0,0,0,0,0,0
FLC,2,1,0,1,0,0,1,0,0,1,0,0
AAS,2,0,2,0,0,0,0,0,0,0,0,0
VNR,2,0,2,1,0,1,0,0,0,0,0,0
MFS,2,0,2,0,0,0,0,0,0,0,0,0
KLF,2,1,1,1,0,1,1,0,1,0,0,0
VIG,2,0,2,0,0,0,0,0,0,0,0,0
TCL,2,0,2,0,0,0,0,0,0,0,0,0
SD6,2,1,1,0,0,0,0,0,0,0,0,0
BFC,2,0,1,2,0,1,1,0,0,1,0,0
PVB,2,0,2,0,0,0,0,0,0,0,0,0
DCM,2,0,1,1,0,0,1,0,0,1,0,0
POW,2,1,0,1,0,0,1,0,0,1,0,0
SDT,2,0,2,1,0,1,0,0,0,0,0,0
HVN,2,1,0,1,0,0,1,0,0,1,0,0
CMG,2,1,0,1,0,0,1,0,0,1,0,0
VC3,2,1,1,1,1,0,0,0,0,0,0,0
GKM,1,0,1,0,0,0,0,0,0,0,0,0
CMX,1,0,0,0,0,0,0,0,0,0,0,0
ASM,1,0,0,0,0,0,0,0,0,0,0,0
TGG,1,0,0,0,0,0,0,0,0,0,0,0
HAH,1,0,0,0,0,0,0,0,0,0,0,0
SCR,1,0,0,1,0,0,1,0,0,1,0,0
VPH,1,0,1,1,0,1,1,0,1,0,0,0
TPB,1,0,0,1,0,0,1,0,0,1,0,0
PSH,1,0,0,0,0,0,0,0,0,0,0,0
OGC,1,0,0,1,0,0,0,0,0,0,0,0
QCG,1,0,0,1,0,0,1,0,0,0,0,0
ABC,1,1,0,0,0,0,0,0,0,0,0,0
JVC,1,0,0,1,0,0,1,0,0,0,0,0
LCG,1,0,0,1,0,0,1,0,0,1,0,0
HBC,1,0,0,1,0,0,1,0,0,1,0,0
SMC,1,0,0,1,0,0,1,0,0,1,0,0
HTI,1,1,0,0,0,0,0,0,0,0,0,0
VGC,1,0,1,0,0,0,0,0,0,0,0,0
NT2,1,0,0,0,0,0,0,0,0,0,0,0
SBV,1,0,0,1,0,0,0,0,0,0,0,0
QBS,1,1,0,1,1,0,0,0,0,0,0,0
VSC,1,0,0,0,0,0,0,0,0,0,0,0
VRC,1,0,0,0,0,0,0,0,0,0,0,0
PHC,1,0,0,1,0,0,1,0,0,0,0,0
AST,1,0,1,0,0,0,0,0,0,0,0,0
PET,1,0,0,1,0,0,1,0,0,1,0,0
HOM,1,0,1,0,0,0,0,0,0,0,0,0
GEG,1,0,0,1,0,0,1,0,0,1,0,0
NAF,1,0,0,1,0,0,0,0,0,0,0,0
TSC,1,0,0,1,0,0,1,0,0,1,0,0
HAI,1,0,0,1,0,0,1,0,0,1,0,0
TEG,1,0,0,0,0,0,0,0,0,0,0,0
C69,1,0,0,0,0,0,0,0,0,0,0,0
TTH,1,0,1,0,0,0,0,0,0,0,0,0
CCL,1,0,0,0,0,0,0,0,0,0,0,0
ITA,1,0,0,1,0,0,1,0,0,1,0,0
VTR,1,0,1,1,0,1,1,0,1,0,0,0
TNI,1,1,0,0,0,0,0,0,0,0,0,0
SJF,1,0,0,1,0,0,1,0,0,1,0,0
VTD,1,0,1,0,0,0,0,0,0,0,0,0
DLG,1,0,0,1,0,0,0,0,0,0,0,0
TTF,1,0,0,1,0,0,1,0,0,1,0,0
FIR,1,0,1,0,0,0,0,0,0,0,0,0
TLH,1,0,0,1,0,0,1,0,0,1,0,0
DPM,1,0,0,1,0,0,1,0,0,1,0,0
GVR,1,0,0,1,0,0,1,0,0,1,0,0
BIC,1,0,0,1,0,0,0,0,0,0,0,0
HDA,1,1,0,0,0,0,0,0,0,0,0,0
VNG,1,0,0,1,0,0,1,0,0,0,0,0
PVP,1,0,1,0,0,0,0,0,0,0,0,0
PWA,1,0,1,0,0,0,0,0,0,0,0,0
CTD,1,0,0,1,0,0,1,0,0,1,0,0
AMD,1,0,0,1,0,0,1,0,0,1,0,0
LDG,1,0,0,1,0,0,1,0,0,1,0,0
CTS,1,0,0,0,0,0,0,0,0,0,0,0
VTO,1,0,0,1,0,0,0,0,0,0,0,0
C4G,1,1,0,0,0,0,0,0,0,0,0,0
KMR,1,0,0,0,0,0,0,0,0,0,0,0
AGR,1,0,0,1,0,0,1,0,0,0,0,0
PXS,1,0,0,1,0,0,0,0,0,0,0,0
VCP,1,1,0,0,0,0,0,0,0,0,0,0
WSS,1,0,1,0,0,0,0,0,0,0,0,0
TTB,1,0,0,1,0,0,1,0,0,1,0,0
HDG,1,0,0,1,0,0,1,0,0,0,0,0
ICT,1,0,0,0,0,0,0,0,0,0,0,0
VOS,1,0,0,0,0,0,0,0,0,0,0,0
ITD,1,1,0,0,0,0,0,0,0,0,0,0
LHG,0,0,0,0,0,0,0,0,0,0,0,0
PLP,0,0,0,0,0,0,0,0,0,0,0,0
DS3,0,0,0,0,0,0,0,0,0,0,0,0
DHM,0,0,0,0,0,0,0,0,0,0,0,0
SAM,0,0,0,0,0,0,0,0,0,0,0,0
STH,0,0,0,0,0,0,0,0,0,0,0,0
VNE,0,0,0,0,0,0,0,0,0,0,0,0
CVN,0,0,0,0,0,0,0,0,0,0,0,0
HCD,0,0,0,0,0,0,0,0,0,0,0,0
VIP,0,0,0,0,0,0,0,0,0,0,0,0
CRC,0,0,0,0,0,0,0,0,0,0,0,0
VNP,0,0,0,0,0,0,0,0,0,0,0,0
SRC,0,0,0,0,0,0,0,0,0,0,0,0
BCE,0,0,0,0,0,0,0,0,0,0,0,0
BCG,0,0,0,0,0,0,0,0,0,0,0,0
ACC,0,0,0,0,0,0,0,0,0,0,0,0
VNH,0,0,0,0,0,0,0,0,0,0,0,0
TDG,0,0,0,0,0,0,0,0,0,0,0,0
CDO,0,0,0,0,0,0,0,0,0,0,0,0
BSI,0,0,0,0,0,0,0,0,0,0,0,0
TDN,0,0,0,0,0,0,0,0,0,0,0,0
ACL,0,0,0,0,0,0,0,0,0,0,0,0
LSS,0,0,0,0,0,0,0,0,0,0,0,0
APG,0,0,0,0,0,0,0,0,0,0,0,0
NCT,0,0,0,0,0,0,0,0,0,0,0,0
VNA,0,0,0,0,0,0,0,0,0,0,0,0
PVV,0,0,0,0,0,0,0,0,0,0,0,0
KVC,0,0,0,0,0,0,0,0,0,0,0,0
TVD,0,0,0,0,0,0,0,0,0,0,0,0
VHE,0,0,0,0,0,0,0,0,0,0,0,0
MPT,0,0,0,0,0,0,0,0,0,0,0,0
TVS,0,0,0,0,0,0,0,0,0,0,0,0
TDH,0,0,0,0,0,0,0,0,0,0,0,0
KHP,0,0,0,0,0,0,0,0,0,0,0,0
MTA,0,0,0,0,0,0,0,0,0,0,0,0
VRG,0,0,0,0,0,0,0,0,0,0,0,0
APC,0,0,0,0,0,0,0,0,0,0,0,0
FTM,0,0,0,0,0,0,0,0,0,0,0,0
C47,0,0,0,0,0,0,0,0,0,0,0,0
DAG,0,0,0,0,0,0,0,0,0,0,0,0
HVH,0,0,0,0,0,0,0,0,0,0,0,0
CSM,0,0,0,0,0,0,0,0,0,0,0,0
ASP,0,0,0,0,0,0,0,0,0,0,0,0
TLD,0,0,0,0,0,0,0,0,0,0,0,0
TNA,0,0,0,0,0,0,0,0,0,0,0,0
HSL,0,0,0,0,0,0,0,0,0,0,0,0
HAP,0,0,0,0,0,0,0,0,0,0,0,0
BMC,0,0,0,0,0,0,0,0,0,0,0,0
FTS,0,0,0,0,0,0,0,0,0,0,0,0
