Date,Time,Price,Volume,Type
2021-04-21,14:45:02,8.4,5200,B
2021-04-21,14:10:28,8.4,100,B
2021-04-21,14:05:04,8.2,1000,S
2021-04-21,13:44:28,8.4,100,B
2021-04-21,13:12:05,8.2,2300,B
2021-04-21,13:10:54,8.2,3100,S
2021-04-21,13:00:01,8.2,1000,S
2021-04-21,11:09:05,8.2,1900,B
2021-04-21,11:08:59,8.2,2000,B
2021-04-21,11:08:42,8.2,900,B
2021-04-21,11:07:47,8.2,5200,S
2021-04-21,11:07:33,8.2,10000,S
2021-04-21,11:06:30,8.4,4600,S
2021-04-21,11:05:24,8.5,100,B
2021-04-21,11:04:59,8.4,5400,B
2021-04-21,10:08:47,8.4,100,B
2021-04-21,10:08:07,8.3,100,B
2021-04-21,10:02:46,8.3,1900,S
2021-04-21,10:01:47,8.5,100,B
2021-04-21,09:55:23,8.5,2000,B
2021-04-21,09:21:41,8.5,100,B
2021-04-21,09:21:00,8.3,100,S
2021-04-21,09:18:54,8.5,200,B
2021-04-21,09:07:15,8.5,100,B
2021-04-21,09:06:55,8.2,500,B
2021-04-21,09:06:15,8.2,1500,S
2021-04-21,09:01:25,8.5,1800,B
2021-04-21,09:00:58,8.2,1900,B
2021-04-21,09:00:14,8.3,600,S
2021-04-21,09:00:08,8.5,7900,S
