Date,Time,Price,Volume,Type
2021-04-21,14:45:47,5.01,66200, 
2021-04-21,14:29:14,5.0,1100,B
2021-04-21,14:29:12,5.0,400,B
2021-04-21,14:29:05,4.99,3000,S
2021-04-21,14:29:05,4.99,3000,S
2021-04-21,14:28:55,5.0,3200,B
2021-04-21,14:24:29,5.0,2000,B
2021-04-21,14:23:41,5.0,1000,B
2021-04-21,14:22:51,5.0,2000,B
2021-04-21,14:22:38,5.0,500,B
2021-04-21,14:22:38,5.0,500,B
2021-04-21,14:21:43,5.0,1400,B
2021-04-21,14:21:43,5.0,1400,B
2021-04-21,14:21:08,4.99,500,B
2021-04-21,14:21:08,4.99,1000,B
2021-04-21,14:21:08,5.0,2200,B
2021-04-21,14:21:08,5.0,3000,B
2021-04-21,14:21:08,5.0,9000,B
2021-04-21,14:21:08,5.0,500,B
2021-04-21,14:21:08,5.0,1000,B
2021-04-21,14:21:08,5.0,300,B
2021-04-21,14:21:08,5.0,1000,B
2021-04-21,14:21:08,5.0,300,B
2021-04-21,14:21:08,5.0,200,B
2021-04-21,14:21:08,5.0,1000,B
2021-04-21,14:21:08,4.99,500,B
2021-04-21,14:21:08,4.99,1000,B
2021-04-21,14:21:08,5.0,2200,B
2021-04-21,14:21:08,5.0,3000,B
2021-04-21,14:21:08,5.0,9000,B
2021-04-21,14:21:08,5.0,500,B
2021-04-21,14:21:08,5.0,1000,B
2021-04-21,14:21:08,5.0,300,B
2021-04-21,14:21:08,5.0,1000,B
2021-04-21,14:21:08,5.0,300,B
2021-04-21,14:21:08,5.0,200,B
2021-04-21,14:21:08,5.0,1000,B
2021-04-21,14:21:08,4.99,500,B
2021-04-21,14:21:08,4.99,1000,B
2021-04-21,14:21:08,5.0,2200,B
2021-04-21,14:21:08,5.0,3000,B
2021-04-21,14:21:08,5.0,9000,B
2021-04-21,14:21:08,5.0,500,B
2021-04-21,14:21:08,5.0,1000,B
2021-04-21,14:21:08,5.0,300,B
2021-04-21,14:21:08,5.0,1000,B
2021-04-21,14:21:08,5.0,300,B
2021-04-21,14:21:08,5.0,200,B
2021-04-21,14:21:08,5.0,1000,B
2021-04-21,14:21:08,4.99,500,B
2021-04-21,14:21:08,4.99,1000,B
