Date,Time,Price,Volume,Type
2021-04-21,14:45:22,131.0,30800, 
2021-04-21,14:22:23,131.5,200,B
2021-04-21,14:22:23,131.5,200,B
2021-04-21,14:22:18,131.5,1400,B
2021-04-21,14:22:18,131.5,1400,B
2021-04-21,14:21:02,131.4,5000,B
2021-04-21,14:17:34,131.5,100,B
2021-04-21,14:17:34,131.5,300,B
2021-04-21,14:17:34,131.5,100,B
2021-04-21,14:17:34,131.5,300,B
2021-04-21,14:17:14,131.0,100,S
2021-04-21,14:17:14,131.0,1400,S
2021-04-21,14:16:56,131.4,400,B
2021-04-21,14:16:56,131.5,4100,B
2021-04-21,14:16:56,131.5,100,B
2021-04-21,14:16:56,131.5,400,B
2021-04-21,14:16:56,131.5,100,B
2021-04-21,14:16:56,131.5,4900,B
2021-04-21,14:16:32,131.4,4600,S
2021-04-21,14:13:27,131.4,200,B
2021-04-21,14:12:47,131.4,200,B
2021-04-21,14:12:12,131.4,200,B
2021-04-21,14:12:12,131.4,200,B
2021-04-21,14:11:31,131.0,2300,S
2021-04-21,14:11:31,131.0,1900,S
2021-04-21,14:11:31,131.0,800,S
2021-04-21,14:06:12,131.0,100,S
2021-04-21,14:05:56,131.0,100,S
2021-04-21,14:05:48,131.1,3000,S
2021-04-21,14:05:48,131.0,2000,S
2021-04-21,14:05:42,131.1,100,S
2021-04-21,14:05:10,131.1,100,S
2021-04-21,14:04:44,131.1,100,S
2021-04-21,14:04:44,131.1,100,S
2021-04-21,14:04:07,131.1,100,S
2021-04-21,14:04:07,131.1,100,S
2021-04-21,14:04:00,131.3,200,S
2021-04-21,14:04:00,131.3,200,S
2021-04-21,14:03:53,131.5,200,B
2021-04-21,14:03:53,131.5,200,B
2021-04-21,14:03:36,131.3,100,S
2021-04-21,14:03:24,131.3,400,S
2021-04-21,14:03:24,131.3,400,S
2021-04-21,14:03:01,131.3,100,S
2021-04-21,14:03:01,131.3,100,S
2021-04-21,14:02:37,131.3,100,S
2021-04-21,14:02:07,131.3,100,S
2021-04-21,13:58:25,131.8,100,B
2021-04-21,13:58:25,131.8,100,B
2021-04-21,13:58:25,131.8,100,B
2021-04-21,13:58:25,131.8,100,B
