Stock,Gap,B,S
TCH,1868,3611,1743
VRE,1264,3550,2286
CTD,933,2016,1083
PHR,850,2466,1616
HVN,805,2166,1361
VCB,680,1377,697
NVL,668,888,220
VND,650,1441,791
HCM,597,1906,1309
SSI,525,2209,1684
HDB,481,1275,794
GAS,470,1538,1068
TLD,417,602,185
PVD,386,1836,1450
VCI,362,1177,815
VIC,341,1004,663
BMP,332,580,248
PVS,331,1052,721
TVB,321,493,172
TCB,297,3168,2871
PDR,272,728,456
D2D,264,621,357
CTG,263,1988,1725
SBT,250,772,522
REE,233,390,157
KDC,215,469,254
BID,213,1002,789
NT2,199,268,69
VHM,194,1779,1585
SAB,191,450,259
ACV,186,475,289
SZC,178,935,757
STK,163,214,51
BVH,161,817,656
TIG,161,194,33
GVR,152,1582,1430
HPX,150,191,41
DGW,147,782,635
FTS,130,290,160
VIX,119,293,174
NVB,113,144,31
ABS,104,198,94
DAH,103,253,150
LHG,97,339,242
DRC,94,485,391
NAF,90,144,54
DRI,86,175,89
POW,84,1190,1106
NSC,82,121,39
DAG,77,130,53
APH,76,183,107
HTN,74,180,106
ABC,73,125,52
VPB,72,1149,1077
CRE,70,215,145
CCL,70,156,86
KLF,67,158,91
MWG,66,869,803
CTF,64,83,19
TDG,63,194,131
IMP,62,150,88
ART,54,65,11
CEO,52,152,100
THG,48,73,25
HNG,44,287,243
NHH,39,95,56
TV2,38,99,61
FCN,36,414,378
BWE,35,143,108
ADG,35,59,24
EVG,34,134,100
PAS,33,137,104
NCT,33,57,24
VC3,33,39,6
LSS,32,97,65
VIP,32,64,32
KDF,31,82,51
L14,31,70,39
VRG,30,54,24
SJS,30,43,13
MBS,29,45,16
BCG,27,164,137
TGG,27,46,19
SBA,27,40,13
AMV,25,59,34
TYA,25,44,19
NNC,24,59,35
TTZ,22,26,4
AGR,21,228,207
GKM,21,21,0
DDG,20,66,46
SNZ,20,32,12
NTC,20,27,7
AAV,19,53,34
VTR,18,62,44
NBB,18,35,17
PC1,17,213,196
DTD,17,83,66
SCS,16,87,71
VOC,16,38,22
AGM,16,37,21
NTL,15,410,395
KOS,15,24,9
VNG,14,78,64
PSH,14,23,9
CMS,14,17,3
VTD,13,49,36
BTD,13,49,36
AAS,13,34,21
ITD,13,29,16
PLC,12,180,168
IDC,12,27,15
TAR,11,99,88
PHC,11,51,40
KHP,11,11,0
DHM,10,102,92
VTP,10,54,44
MML,10,19,9
PFL,10,17,7
HII,9,55,46
HND,9,23,14
MLS,9,22,13
DTA,9,13,4
ITQ,9,10,1
TDM,8,69,61
CIA,8,25,17
IDV,8,14,6
VPI,7,60,53
BCM,7,19,12
SHI,7,17,10
STH,7,16,9
DHT,7,13,6
LAS,6,43,37
DHA,6,31,25
CNG,6,29,23
LIG,6,14,8
HLD,5,34,29
SGP,5,14,9
SWC,5,9,4
ADS,5,5,0
YEG,4,20,16
TDT,4,13,9
BII,4,11,7
