Stock,Gap,B,S
TCB,2352,4515,2163
FLC,1579,2446,867
STB,977,1734,757
MBB,938,2479,1541
ASM,744,1181,437
GEX,669,1941,1272
HSG,503,1534,1031
IDI,500,910,410
DXG,490,1043,553
CTG,438,1546,1108
BID,355,817,462
DRC,317,649,332
LCG,286,573,287
TDM,272,460,188
VHM,246,789,543
LDG,239,824,585
TLD,236,519,283
PET,213,607,394
PDR,211,363,152
KSB,208,634,426
EVG,165,322,157
HPG,149,1085,936
NVL,144,340,196
VHC,142,330,188
KDC,138,216,78
ACB,133,423,290
D2D,129,409,280
HHS,123,244,121
DGC,120,333,213
DPM,112,448,336
DPG,110,462,352
GIL,108,207,99
GTN,107,634,527
GEG,107,240,133
FIT,103,177,74
TDH,99,271,172
LHG,94,221,127
BWE,92,210,118
SZL,90,159,69
VPB,88,742,654
PHR,88,562,474
HPX,82,83,1
TDC,77,122,45
SAB,77,119,42
TVC,77,103,26
APH,71,167,96
TIG,70,92,22
SHB,68,170,102
PPC,67,127,60
HVH,62,94,32
ACV,60,153,93
ROS,58,267,209
NHH,57,60,3
PNJ,55,415,360
PWA,53,159,106
DAG,53,74,21
CSV,51,119,68
FMC,49,155,106
TAR,49,126,77
IMP,46,82,36
C32,44,67,23
SHS,41,132,91
HAI,41,118,77
NVB,40,43,3
DHM,38,47,9
PLC,37,104,67
APG,35,122,87
CNG,34,53,19
CTF,34,42,8
ITD,32,39,7
DBC,28,423,395
VTP,27,53,26
PFL,27,35,8
TSC,26,78,52
VCR,26,48,22
PC1,25,68,43
DTD,24,43,19
SRA,24,39,15
SBA,24,24,0
SIP,23,49,26
PVS,21,331,310
DHC,21,130,109
STK,20,61,41
LTG,19,225,206
CTR,19,82,63
SGP,19,48,29
TLG,19,37,18
SCS,18,46,28
NDN,18,39,21
IDJ,18,33,15
HAG,16,264,248
HUT,15,28,13
HDC,14,161,147
G36,14,50,36
HII,14,48,34
AAV,14,27,13
SBV,14,16,2
TAC,14,15,1
CTD,13,324,311
MPC,13,16,3
VIC,12,282,270
AMV,12,22,10
SFG,12,14,2
VSC,11,51,40
VNG,11,37,26
NCT,11,18,7
MHC,11,17,6
VC3,11,15,4
VRG,11,13,2
ACL,11,13,2
NTC,10,17,7
VGT,10,16,6
CKG,9,54,45
VEA,9,51,42
DXP,9,46,37
NHA,9,12,3
HAX,8,265,257
AMD,8,117,109
CRC,8,32,24
KLF,8,29,21
HHP,8,27,19
PHC,8,26,18
VTR,8,9,1
CVT,7,159,152
YEG,7,21,14
PVC,7,21,14
APC,7,12,5
SLS,7,10,3
VLC,7,9,2
SAV,6,23,17
BSI,6,22,16
LAS,6,11,5
PSH,6,10,4
SMB,6,7,1
ADS,6,6,0
TLH,5,82,77
TDG,5,66,61
TTB,5,51,46
NNC,5,32,27
ADG,5,24,19
KSH,5,15,10
KDF,5,15,10
TVN,5,12,7
BVS,5,12,7
MBS,5,11,6
PXT,5,8,3
IBC,5,7,2
PAC,5,6,1
GKM,5,5,0
VHE,5,5,0
FIR,4,25,21
C69,4,18,14
PLP,4,16,12
VGS,4,11,7
CMG,4,11,7
SHA,4,7,3
ITQ,4,5,1
HAD,4,5,1
PVP,4,5,1
DBD,4,4,0
ORS,4,4,0
DDG,3,41,38
VPI,3,30,27
PSD,3,21,18
TYA,3,6,3
QBS,3,4,1
CMS,3,4,1
DHT,3,3,0
PVI,3,3,0
TTN,3,3,0
KBC,2,92,90
SKG,2,71,69
KMR,2,25,23
NRC,2,22,20
HLD,2,11,9
GDT,2,10,8
HSL,2,10,8
VCP,2,6,4
PVL,2,5,3
DCL,2,5,3
CHP,2,4,2
VNE,2,3,1
CTP,2,3,1
KLB,2,2,0
SRC,2,2,0
SWC,2,2,0
BMP,1,93,92
C4G,1,32,31
ABS,1,27,26
TGG,1,25,24
NAF,1,23,22
PXL,1,12,11
QTP,1,8,7
ABI,1,6,5
SEA,1,6,5
SGR,1,4,3
SNZ,1,4,3
KHP,1,3,2
DS3,1,3,2
TVS,1,3,2
MPT,1,2,1
SPI,1,1,0
VNP,1,1,0
TTZ,1,1,0
PLX,0,233,233
ILB,0,72,72
LIX,0,32,32
DSN,0,9,9
BCM,0,8,8
NBB,0,5,5
DPR,0,4,4
BAX,0,4,4
TCW,0,4,4
AGM,0,3,3
BCC,0,3,3
TN1,0,2,2
DQC,0,1,1
DTA,0,1,1
TTH,0,1,1
TA9,0,1,1
TXM,0,1,1
SD9,0,0,0
FOX,0,0,0
TNT,-1,50,51
VRC,-1,23,24
VOC,-1,20,21
L14,-1,19,20
DST,-1,12,13
ART,-1,6,7
MFS,-1,4,5
TBC,-1,4,5
VNA,-1,4,5
BOT,-1,3,4
TDT,-1,3,4
BII,-1,3,4
SD6,-1,2,3
PGN,-1,1,2
BMC,-1,0,1
SDT,-1,0,1
AGR,-2,66,68
MCH,-2,18,20
SHI,-2,14,16
FTM,-2,6,8
CIA,-2,5,7
PVV,-2,4,6
NSC,-2,3,5
SJD,-2,3,5
IDV,-2,3,5
EVE,-2,1,3
SD5,-2,1,3
SFI,-2,1,3
SSN,-2,1,3
PAS,-3,69,72
PAN,-3,35,38
MST,-3,21,24
ELC,-3,19,22
VCG,-3,14,17
DVN,-3,10,13
EVF,-3,9,12
DNM,-3,2,5
VIG,-3,2,5
SBS,-3,0,3
CMX,-4,103,107
NTP,-4,6,10
VPH,-4,2,6
CVN,-4,2,6
HND,-4,1,5
TDN,-4,0,4
HCD,-5,10,15
VSH,-5,4,9
BTD,-5,3,8
LGL,-5,3,8
IDC,-6,10,16
DVP,-6,7,13
OIL,-6,7,13
MML,-6,6,12
ASG,-6,5,11
SAM,-6,3,9
ACM,-6,3,9
ASP,-6,2,8
S99,-6,0,6
DRH,-7,66,73
MLS,-7,42,49
ABC,-7,17,24
AAS,-7,15,22
TCT,-7,13,20
AFX,-7,3,10
CTS,-8,25,33
DHA,-8,22,30
PGS,-8,8,16
PVB,-9,17,26
VTD,-9,7,16
CCL,-10,46,56
MSH,-10,37,47
MSR,-10,13,23
QNS,-10,7,17
STH,-10,7,17
GAB,-10,2,12
THG,-11,6,17
CRE,-12,85,97
TNI,-12,46,58
HAR,-12,40,52
VGI,-12,31,43
CSM,-12,8,20
EIB,-13,35,48
PXS,-13,29,42
LSS,-13,8,21
VCS,-14,35,49
BSR,-15,27,42
POM,-15,26,41
VIP,-15,15,30
IJC,-16,87,103
TCL,-17,51,68
BIC,-17,12,29
DRI,-18,38,56
CTI,-18,34,52
BVH,-19,336,355
DLG,-20,53,73
TNG,-21,52,73
HDA,-21,12,33
TCM,-22,110,132
LIG,-22,26,48
VGC,-22,23,45
ITA,-23,311,334
BMI,-23,143,166
MBG,-23,16,39
VOS,-25,5,30
BFC,-26,37,63
CEO,-27,17,44
DMC,-27,16,43
C47,-27,3,30
VND,-28,263,291
SJS,-28,15,43
TIP,-29,49,78
NT2,-29,41,70
SMC,-29,35,64
QCG,-29,26,55
AGG,-31,98,129
KOS,-32,13,45
TV2,-32,9,41
SJF,-33,52,85
TNA,-33,17,50
VJC,-34,330,364
NTL,-34,125,159
DAH,-37,33,70
HAP,-37,23,60
HID,-37,7,44
TCH,-38,289,327
VIX,-38,94,132
ANV,-42,54,96
POW,-43,472,515
SCR,-44,79,123
SZC,-45,143,188
HAH,-45,29,74
FTS,-46,29,75
JVC,-48,23,71
VIB,-57,78,135
HDG,-58,142,200
AST,-60,66,126
DCM,-63,255,318
NLG,-65,114,179
HCM,-68,347,415
TVB,-68,77,145
FRT,-68,65,133
SBT,-70,187,257
VPG,-70,140,210
BCG,-75,49,124
PTB,-76,39,115
VCB,-82,153,235
TPB,-84,222,306
HT1,-87,140,227
DGW,-88,346,434
AAA,-89,69,158
CII,-95,124,219
VRE,-101,516,617
GMD,-101,195,296
HTN,-104,130,234
GAS,-109,273,382
DIG,-111,186,297
HNG,-116,82,198
VCI,-117,182,299
REE,-118,109,227
HQC,-120,46,166
VNM,-127,463,590
MWG,-140,455,595
FCN,-164,85,249
NKG,-184,461,645
PVT,-189,385,574
KDH,-203,316,519
OGC,-207,66,273
HVN,-229,296,525
HDB,-246,348,594
PVD,-275,204,479
FPT,-289,450,739
HBC,-322,341,663
SSI,-332,249,581
GVR,-411,548,959
MSN,-493,536,1029
TTF,-612,348,960
