Stock,Gap,B,S
TCH,1546,3757,2211
PVD,1240,2829,1589
HSG,810,3150,2340
PVS,703,1255,552
MWG,480,1439,959
PHR,381,1311,930
DHC,355,537,182
TLD,347,403,56
GVR,335,1426,1091
GAS,320,1054,734
PET,315,791,476
APH,256,442,186
SCR,248,635,387
FCN,238,643,405
KDC,237,385,148
NLG,229,580,351
SBT,178,534,356
APG,167,294,127
VIX,142,265,123
BWE,128,172,44
NVL,122,546,424
TCL,120,164,44
STK,108,167,59
DGC,100,577,477
IMP,90,225,135
TVC,87,134,47
NHH,84,94,10
DHM,76,160,84
HDB,75,1075,1000
HTN,75,124,49
LHG,73,194,121
CEO,73,100,27
TIG,73,91,18
DAG,72,135,63
SZC,70,547,477
TNA,70,364,294
PTB,68,305,237
PPC,67,327,260
HDA,66,86,20
TPB,65,367,302
PDR,64,604,540
NTL,60,405,345
BMI,60,204,144
MML,60,86,26
MST,58,92,34
TCM,55,471,416
CTF,54,72,18
VCI,50,379,329
NNC,50,110,60
SMC,49,148,99
ABC,48,91,43
GKM,46,46,0
KSH,43,48,5
VIP,42,98,56
MLS,42,55,13
SKG,41,109,68
PVB,41,84,43
DNM,40,55,15
TVN,40,46,6
CRE,39,161,122
QNS,39,100,61
SHS,38,119,81
HPX,38,59,21
LDG,37,626,589
FRT,36,154,118
ACV,35,175,140
DRC,33,333,300
NAF,33,61,28
VCS,32,188,156
SAV,29,39,10
PC1,27,135,108
MCH,27,61,34
SBV,27,56,29
GMD,26,435,409
CRC,26,70,44
LAS,26,47,21
PHC,25,44,19
VC3,25,36,11
LIG,24,47,23
TDT,24,24,0
TAR,23,78,55
CIA,22,30,8
TLG,21,134,113
VPI,21,83,62
HII,21,58,37
ITD,21,38,17
HUT,21,33,12
HBC,20,633,613
CVT,18,253,235
DST,18,52,34
DPR,18,37,19
AAV,18,35,17
NBB,18,22,4
BCC,18,21,3
CTI,17,106,89
AAS,17,40,23
DVN,17,34,17
TV2,16,60,44
SMB,16,24,8
AGR,15,149,134
L14,15,37,22
VGS,15,35,20
NHA,15,29,14
FMC,14,230,216
VPG,14,182,168
KLF,14,80,66
ART,14,21,7
TN1,14,14,0
CTR,13,108,95
TYA,13,20,7
PAS,12,142,130
HHP,12,45,33
VTR,12,32,20
PSH,12,23,11
PSD,12,21,9
CTD,11,811,800
ABS,11,114,103
TNT,11,107,96
NRC,11,50,39
SHI,11,22,11
VHE,11,15,4
DVP,10,15,5
IBC,10,10,0
HCD,9,72,63
AGM,9,24,15
ADS,9,14,5
AFX,8,26,18
ASP,8,16,8
HND,8,12,4
TSC,7,100,93
PWA,7,50,43
KDF,7,31,24
MPT,7,12,5
VJC,6,732,726
SIP,6,53,47
POM,6,38,32
VGT,6,22,16
VSH,6,21,15
QBS,6,11,5
PVC,5,67,62
DTD,5,52,47
PVV,5,13,8
TCT,5,10,5
PVI,5,9,4
KLB,5,9,4
PXT,5,5,0
IDJ,4,24,20
SHA,4,18,14
PAC,4,16,12
BII,4,11,7
KHP,4,9,5
ABI,4,4,0
PVT,3,554,551
PXL,3,16,13
NTC,3,6,3
TTH,3,6,3
EVG,2,134,132
VOS,2,46,44
NDN,2,34,32
QTP,2,22,20
MPC,2,20,18
VTD,2,12,10
DSN,2,12,10
STH,2,10,8
SSN,2,7,5
VNP,2,7,5
BMC,2,7,5
PVP,2,5,3
SGP,2,4,2
DS3,2,3,1
ITQ,2,2,0
SKH,2,2,0
DDG,1,63,62
ADG,1,38,37
SFI,1,16,15
HLD,1,14,13
DBD,1,11,10
PGS,1,11,10
TA9,1,4,3
TBC,1,2,1
TXM,1,1,0
DMC,0,79,79
FIR,0,57,57
OIL,0,15,15
SNZ,0,8,8
IDV,0,5,5
SGR,0,4,4
TVS,0,0,0
VCP,0,0,0
VNG,-1,54,55
PFL,-1,30,31
MSH,-1,28,29
C47,-1,26,27
DXP,-1,20,21
MFS,-1,5,6
CHP,-1,3,4
SD9,-1,3,4
FOX,-1,3,4
SWC,-1,2,3
PVL,-1,0,1
SDD,-1,0,1
GIL,-2,283,285
SJS,-2,165,167
SEA,-2,11,13
TTZ,-2,11,13
BVS,-2,9,11
S99,-2,6,8
CVN,-2,6,8
DTA,-2,0,2
SLS,-3,11,14
DQC,-3,7,10
SD5,-3,7,10
YEG,-3,5,8
SDT,-3,5,8
VRG,-3,1,4
BOT,-3,0,3
VHC,-4,258,262
HAP,-4,63,67
BTD,-4,33,37
VCR,-4,14,18
