Stock,Gap,B,S
PDR,275,425,150
ACB,96,454,358
PVS,94,228,134
NVB,71,81,10
STB,70,453,383
TCH,64,182,118
CEO,58,112,54
TPB,46,116,70
SIP,44,78,34
APH,37,114,77
HUT,37,108,71
TCM,37,105,68
VPI,37,40,3
KDC,36,49,13
NHH,33,34,1
VIB,32,96,64
BSR,29,89,60
SCS,28,34,6
HPX,28,29,1
HDB,27,189,162
GTN,24,134,110
HHS,23,46,23
TNG,14,74,60
CRC,14,18,4
ORS,14,16,2
VIX,12,120,108
SHI,11,17,6
DRC,10,42,32
DRH,10,21,11
PSH,10,10,0
ASM,9,83,74
EVF,9,12,3
NTL,8,21,13
MST,8,19,11
CRE,7,60,53
HQC,7,17,10
PVP,7,11,4
GKM,6,6,0
IBC,6,6,0
HAG,5,79,74
PTB,5,31,26
IDI,5,12,7
VGT,4,10,6
EVG,4,9,5
AGR,4,8,4
DCL,4,5,1
ADS,4,4,0
APG,4,4,0
SWC,4,4,0
LDG,3,52,49
LTG,3,40,37
NTC,3,18,15
DLG,3,5,2
BAX,3,4,1
ACM,3,4,1
PFL,3,3,0
SSI,2,428,426
VEA,2,39,37
ELC,2,8,6
SRA,2,7,5
PLP,2,7,5
ADG,2,7,5
HAX,2,7,5
KOS,2,4,2
FOX,2,3,1
SBA,2,3,1
CVT,2,2,0
NRC,2,2,0
DAG,2,2,0
THG,2,2,0
ITA,1,121,120
ANV,1,17,16
BCC,1,9,8
TDC,1,8,7
HND,1,5,4
VCR,1,4,3
PPC,1,3,2
DPR,1,2,1
ITQ,1,2,1
VSH,1,2,1
VNE,1,2,1
TTH,1,2,1
FIR,1,1,0
TNI,1,1,0
PVI,1,1,0
DDG,1,1,0
BOT,1,1,0
GDT,1,1,0
MSH,1,1,0
HTN,1,1,0
SDD,1,1,0
MSN,0,87,87
VPG,0,48,48
SMC,0,11,11
CTS,0,9,9
NCT,0,8,8
SJF,0,7,7
VLC,0,6,6
MCH,0,5,5
VC3,0,5,5
TCT,0,4,4
BIC,0,3,3
BSI,0,3,3
ABI,0,3,3
PVL,0,2,2
SZL,0,2,2
HHP,0,2,2
PAC,0,1,1
PXS,0,1,1
TTB,0,1,1
HAD,0,1,1
DBD,0,1,1
DNM,0,1,1
TCW,0,1,1
SD5,0,1,1
CCL,0,1,1
CMG,0,1,1
PXL,0,1,1
TYA,0,0,0
SRC,0,0,0
HII,0,0,0
SFG,0,0,0
SD9,0,0,0
CNG,0,0,0
PXT,0,0,0
MLS,0,0,0
SGP,0,0,0
ABC,0,0,0
DSN,0,0,0
YEG,0,0,0
KMR,0,0,0
ITD,0,0,0
CSM,0,0,0
DVP,0,0,0
APC,0,0,0
CHP,0,0,0
FTM,0,0,0
PSD,0,0,0
SMB,0,0,0
CIA,0,0,0
SAV,0,0,0
TGG,0,0,0
HVH,0,0,0
AGM,0,0,0
HAR,0,0,0
VPH,0,0,0
VRC,0,0,0
BMC,0,0,0
ASP,0,0,0
QBS,0,0,0
NBB,0,0,0
MHC,0,0,0
JVC,0,0,0
STH,0,0,0
TDT,0,0,0
TDG,0,0,0
SBV,0,0,0
SAM,0,0,0
DTA,0,0,0
HCD,0,0,0
PHC,0,0,0
VHE,0,0,0
MPT,0,0,0
LGL,0,0,0
TXM,0,0,0
TTN,0,0,0
HSL,0,0,0
TBC,0,0,0
SKH,0,0,0
CLG,0,0,0
TVS,0,0,0
VNA,0,0,0
TTZ,0,0,0
TNT,0,0,0
PVV,0,0,0
SHA,0,0,0
TN1,0,0,0
HID,0,0,0
SDT,0,0,0
DHM,0,0,0
GAB,0,0,0
DS3,0,0,0
CTP,0,0,0
HDA,0,0,0
ACL,0,0,0
VNG,0,0,0
SD6,0,0,0
CMS,0,0,0
G36,-1,11,12
VRG,-1,8,9
HLD,-1,8,9
SPI,-1,6,7
EIB,-1,4,5
PVB,-1,4,5
TVN,-1,3,4
AAS,-1,3,4
TCL,-1,2,3
OGC,-1,2,3
DHT,-1,1,2
QCG,-1,1,2
KSH,-1,1,2
VTD,-1,0,1
C47,-1,0,1
DHA,-1,0,1
C69,-1,0,1
POM,-1,0,1
SGR,-1,0,1
TLD,-1,0,1
LSS,-1,0,1
HAP,-1,0,1
STK,-1,0,1
KHP,-1,0,1
VIP,-1,0,1
PGN,-1,0,1
NHA,-1,0,1
TNA,-1,0,1
SSN,-1,0,1
DST,-1,0,1
AMD,-1,0,1
SFI,-1,0,1
VNP,-1,0,1
CTF,-1,0,1
DIG,-2,147,149
PAS,-2,7,9
VCP,-2,4,6
KLB,-2,2,4
SNZ,-2,1,3
TDN,-2,1,3
HAI,-2,1,3
CVN,-2,1,3
EVE,-2,0,2
VTR,-2,0,2
DQC,-2,0,2
SJD,-2,0,2
ILB,-2,0,2
SLS,-2,0,2
NTP,-2,0,2
QTP,-2,0,2
