Stock,Gap,B,S
VGS,7,50,43
VPI,7,44,37
ACM,7,22,15
TTZ,7,9,2
HAP,6,359,353
VIG,6,21,15
NTP,6,15,9
HAD,6,13,7
SSN,6,13,7
TN1,6,7,1
NDN,5,73,68
TDG,5,49,44
DRI,5,39,34
CSM,5,25,20
PVV,5,5,0
MCH,4,40,36
TTN,4,16,12
VNP,4,10,6
KSH,4,10,6
KLB,4,7,3
DS3,4,7,3
ADS,4,4,0
TGG,3,36,33
PVB,3,35,32
ITD,3,17,14
ABI,3,17,14
TCW,3,14,11
CTP,3,6,3
CMS,3,5,2
ITQ,3,4,1
BII,2,12,10
SDD,2,10,8
TBC,2,9,7
SD6,2,5,3
SDT,2,4,2
PAS,1,124,123
PXT,1,15,14
IDV,1,15,14
BOT,1,5,4
TXM,1,2,1
SD9,1,1,0
VGI,0,235,235
MSR,0,72,72
VCG,0,52,52
IDJ,0,29,29
L14,0,20,20
FOX,0,8,8
TDT,0,8,8
CIA,0,4,4
PVL,0,3,3
FTS,-1,75,76
C47,-1,48,49
DNM,-1,12,13
DHT,-1,7,8
QTP,-1,5,6
S99,-1,1,2
DXP,-2,106,108
TVB,-2,64,66
BCC,-2,32,34
STH,-2,21,23
MBS,-2,8,10
SPI,-2,4,6
SGR,-2,3,5
MPT,-2,2,4
SCR,-3,394,397
KLF,-3,53,56
FTM,-3,23,26
MFS,-3,20,23
EVF,-3,10,13
TTH,-3,8,11
SHA,-3,7,10
VHE,-3,4,7
SKH,-3,2,5
EVE,-3,1,4
PET,-4,422,426
VCS,-4,120,124
PVI,-4,37,41
PGS,-4,18,22
NBB,-4,16,20
TDN,-4,8,12
VNA,-4,6,10
BFC,-5,72,77
VEA,-5,69,74
TVS,-5,8,13
VIB,-6,193,199
HLD,-6,87,93
NNC,-6,71,77
PVC,-6,27,33
BSI,-6,19,25
LIG,-6,16,22
VTD,-6,10,16
HND,-6,9,15
CHP,-6,6,12
KDC,-7,145,152
AGM,-7,23,30
ART,-7,21,28
AAS,-7,17,24
ASP,-7,11,18
SWC,-7,6,13
FIT,-8,108,116
VOC,-8,29,37
KHP,-8,11,19
PFL,-8,6,14
CLG,-9,18,27
PGN,-9,9,18
SEA,-9,4,13
LAS,-10,38,48
SLS,-10,16,26
PAC,-10,11,21
TVN,-11,48,59
THG,-11,16,27
MLS,-11,15,26
DHA,-11,14,25
MML,-11,5,16
TCM,-12,270,282
TSC,-12,117,129
HSL,-12,26,38
GAB,-12,19,31
HID,-12,16,28
TYA,-12,4,16
BAX,-12,3,15
VGT,-13,42,55
C69,-13,32,45
VRG,-13,20,33
VLC,-13,19,32
VGC,-14,174,188
HII,-14,59,73
DQC,-14,12,26
GDT,-14,11,25
VNE,-14,10,24
PSD,-14,3,17
DPG,-15,294,309
DRH,-15,237,252
DVP,-15,15,30
HHS,-16,376,392
NAF,-16,63,79
KDF,-16,26,42
PVP,-16,13,29
SBA,-16,9,25
VPH,-16,6,22
TLG,-17,51,68
HVH,-17,46,63
VSH,-17,11,28
ABC,-17,9,26
G36,-18,205,223
ANV,-19,114,133
SAM,-19,6,25
DPR,-20,32,52
YEG,-20,22,42
DMC,-21,80,101
SZL,-22,53,75
SRC,-22,27,49
ASG,-22,3,25
BMI,-23,199,222
LIX,-23,53,76
NCT,-25,30,55
GVR,-26,1095,1121
SJF,-27,69,96
HDA,-27,20,47
CNG,-27,9,36
TNG,-28,130,158
MHC,-28,25,53
BMC,-28,12,40
PXS,-29,88,117
VTP,-29,33,62
SRA,-29,16,45
QBS,-30,13,43
TNT,-30,7,37
CCL,-31,98,129
ACL,-31,19,50
SAV,-32,6,38
NT2,-33,164,197
SCS,-33,28,61
BVS,-34,7,41
CRC,-35,27,62
SMC,-36,107,143
VCP,-37,7,44
C32,-38,41,79
CTS,-41,143,184
TAR,-41,83,124
DBD,-42,20,62
TPB,-46,627,673
TLD,-46,116,162
TNI,-49,75,124
TIP,-50,44,94
CSV,-51,73,124
HCD,-51,38,89
DGC,-52,278,330
POM,-53,107,160
SHI,-54,26,80
SJS,-56,18,74
QCG,-57,66,123
IJC,-58,139,197
TNA,-58,106,164
CVT,-59,0,59
MBB,-60,1966,2026
TDC,-62,98,160
TV2,-62,95,157
TTB,-62,45,107
TDM,-63,169,232
SIP,-63,149,212
VIP,-64,54,118
SJD,-65,57,122
IMP,-68,73,141
VSC,-70,52,122
KSB,-71,278,349
HAR,-71,95,166
TCL,-71,56,127
VCI,-72,258,330
ASM,-75,598,673
CMG,-75,18,93
SKG,-78,62,140
NSC,-78,16,94
TAC,-81,67,148
PDR,-83,278,361
HT1,-89,289,378
AMD,-97,150,247
PTB,-102,127,229
AAA,-103,531,634
HAI,-107,119,226
VHC,-108,275,383
BIC,-108,37,145
CII,-114,201,315
DIG,-123,293,416
HAX,-132,173,305
PVT,-133,871,1004
PVD,-134,1046,1180
SBT,-143,366,509
ROS,-146,366,512
APG,-147,175,322
BMP,-158,107,265
TTF,-161,657,818
GIL,-163,208,371
FCN,-165,178,343
DPM,-166,297,463
PVS,-172,212,384
BWE,-179,432,611
DAH,-198,80,278
TCB,-199,2008,2207
DBC,-209,359,568
VRE,-210,1046,1256
VHM,-214,1285,1499
DXG,-232,888,1120
NTL,-234,305,539
BVH,-236,578,814
HBC,-241,911,1152
FLC,-241,707,948
PC1,-241,185,426
LSS,-249,113,362
IDI,-253,338,591
HCM,-260,609,869
HVN,-266,294,560
HDC,-273,412,685
GEX,-282,1090,1372
LCG,-298,422,720
SSI,-301,1009,1310
BCG,-360,88,448
PHR,-385,437,822
VNM,-400,1304,1704
BCM,-422,101,523
LDG,-432,798,1230
GTN,-870,567,1437
HPG,-2915,7816,10731
