Stock,Gap,B,S
TCH,9807,10496,689
CTG,1856,3491,1635
ITA,1272,3028,1756
BID,1158,2335,1177
HAG,1016,2447,1431
HNG,903,1624,721
VPB,758,1985,1227
STB,617,2375,1758
VJC,575,823,248
FMC,560,1080,520
NKG,533,1638,1105
CMX,495,837,342
D2D,457,1064,607
KBC,441,896,455
SAB,420,713,293
MWG,352,873,521
HDB,350,1156,806
KDH,340,812,472
NVL,337,731,394
VIC,326,701,375
IDC,323,445,122
HSG,322,1726,1404
POW,312,1114,802
ACB,308,803,495
CTI,282,468,186
REE,281,438,157
DHC,271,451,180
PLX,256,1285,1029
CKG,247,694,447
APH,247,547,300
FPT,243,1182,939
GAS,225,987,762
VCB,222,695,473
SHB,211,353,142
MSN,197,728,531
CVN,197,307,110
NVB,191,239,48
TIG,174,211,37
SZC,169,677,508
AGG,168,294,126
DGW,164,582,418
OGC,159,510,351
HDG,156,566,410
GMD,146,521,375
VIX,131,278,147
LHG,129,343,214
SHS,128,248,120
NHH,123,143,20
HUT,121,153,32
VRC,118,273,155
EVG,113,164,51
AFX,112,201,89
EIB,109,180,71
NLG,99,258,159
ABS,97,182,85
FRT,94,343,249
GEG,89,475,386
DAG,88,198,110
CTD,86,531,445
MSH,85,233,148
PNJ,78,718,640
C4G,77,168,91
STK,72,113,41
PPC,66,168,102
ACV,65,214,149
JVC,65,211,146
DCL,62,98,36
HTN,61,157,96
VOS,59,103,44
DRC,58,733,675
HHP,57,93,36
CTF,56,79,23
PLC,54,137,83
CTR,52,305,253
CRE,50,180,130
MBG,50,106,56
MPC,48,88,40
TLH,47,240,193
DST,47,78,31
VND,45,448,403
CEO,40,248,208
ELC,39,124,85
HPX,39,50,11
DLG,38,205,167
SBS,38,49,11
HQC,37,410,373
AGR,35,178,143
HAH,34,142,108
OIL,33,60,27
AAV,32,76,44
PSH,30,44,14
VC3,29,38,9
VCR,27,56,29
GKM,27,28,1
PWA,26,105,79
NHA,25,80,55
LGL,25,48,23
PXL,25,37,12
BSR,24,489,465
LTG,24,164,140
DVN,24,81,57
SGP,24,57,33
MST,24,53,29
DSN,24,51,27
AMV,22,62,40
SD5,22,32,10
TVC,21,132,111
APC,21,60,39
SFG,21,26,5
IBC,21,26,5
VNG,18,55,37
ORS,18,22,4
KOS,16,100,84
NRC,16,67,51
DDG,16,58,42
TDH,15,332,317
PLP,15,107,92
AST,14,99,85
PAN,14,91,77
DTD,14,90,76
KMR,14,30,16
DCM,13,416,403
VPG,13,123,110
ILB,13,99,86
PHC,12,49,37
SNZ,12,35,23
VTR,12,31,19
DHM,12,23,11
FIR,11,47,36
SFI,11,14,3
SBV,10,57,47
QNS,10,44,34
SMB,10,19,9
ADG,9,55,46
NTC,9,35,26
TCT,9,31,22
BTD,9,15,6
DTA,8,11,3
