Stock,Gap,B,S
TCH,299,450,151
GEX,216,554,338
PDR,188,291,103
APH,173,394,221
VJC,166,227,61
KDH,153,287,134
NVB,114,120,6
NVL,89,145,56
VGI,87,149,62
DBC,76,230,154
VCB,59,142,83
SCR,59,77,18
ITA,58,141,83
HBC,49,138,89
HDB,45,131,86
DGC,41,93,52
KDC,41,47,6
TCM,40,54,14
CTR,37,80,43
VPI,37,55,18
LTG,35,77,42
HNG,35,50,15
KBC,31,60,29
HPG,25,690,665
VCG,25,38,13
DIG,22,100,78
SBT,22,85,63
VPB,19,160,141
HCM,19,84,65
TVB,19,29,10
LDG,18,32,14
HQC,18,26,8
G36,17,50,33
NHH,17,23,6
KOS,17,18,1
CRE,16,51,35
HVN,16,35,19
IBC,16,16,0
DST,15,21,6
HPX,15,17,2
PWA,14,24,10
SZC,13,44,31
SAB,13,33,20
SIP,13,29,16
HDG,12,89,77
GKM,12,12,0
BMP,11,33,22
ACV,11,32,21
PTB,11,28,17
LHG,11,16,5
TIG,11,14,3
DGW,10,45,35
NTC,10,20,10
AST,9,10,1
POW,8,55,47
DPG,8,22,14
HDC,8,19,11
SCS,8,13,5
IDV,8,8,0
GIL,7,20,13
VEA,7,18,11
HAG,6,34,28
FMC,6,28,22
CEO,6,13,7
CSV,6,10,4
SHI,6,8,2
MPC,6,7,1
PSH,6,6,0
MSR,6,6,0
PET,5,64,59
PVT,5,37,32
BVH,5,28,23
HT1,5,19,14
TIP,5,7,2
HAR,5,7,2
VLC,5,5,0
GAB,4,15,11
ADG,4,9,5
QNS,4,8,4
C4G,4,8,4
SJD,4,6,2
SAV,4,4,0
PLP,4,4,0
IMP,4,4,0
HUT,3,14,11
CTI,3,14,11
NTL,3,13,10
DRH,3,12,9
HAX,3,10,7
HAH,3,6,3
L14,3,6,3
TCW,3,4,1
SAM,3,4,1
DRI,3,4,1
TBC,3,3,0
NNC,3,3,0
YEG,3,3,0
TDH,2,8,6
AMV,2,7,5
PVP,2,6,4
AAS,2,3,1
FTS,2,3,1
KDF,2,3,1
NTP,2,3,1
VC3,2,2,0
SWC,2,2,0
AFX,2,2,0
CSM,2,2,0
ABS,2,2,0
EVF,2,2,0
BIC,2,2,0
SGP,2,2,0
VHM,1,241,240
TPB,1,42,41
PVB,1,6,5
PAS,1,6,5
TV2,1,5,4
SLS,1,4,3
HVH,1,4,3
CKG,1,2,1
C32,1,2,1
TNA,1,1,0
DHM,1,1,0
VNG,1,1,0
ACM,1,1,0
ABI,1,1,0
HAI,1,1,0
LAS,1,1,0
QTP,1,1,0
PAC,1,1,0
DHT,1,1,0
SJF,1,1,0
TNI,1,1,0
IDI,0,28,28
IDC,0,20,20
HHS,0,19,19
VTP,0,16,16
NDN,0,9,9
GEG,0,7,7
ITD,0,4,4
TCL,0,3,3
SFG,0,3,3
ELC,0,2,2
CMG,0,2,2
DMC,0,2,2
HTN,0,2,2
DPR,0,2,2
PVC,0,1,1
SD5,0,1,1
MHC,0,1,1
DLG,0,1,1
QCG,0,1,1
SMC,0,1,1
SZL,0,1,1
ABC,0,1,1
TLD,0,1,1
NHA,0,0,0
LGL,0,0,0
SDD,0,0,0
TTN,0,0,0
TXM,0,0,0
HSL,0,0,0
BII,0,0,0
SKH,0,0,0
CLG,0,0,0
VOS,0,0,0
TVS,0,0,0
SSN,0,0,0
VNA,0,0,0
TTZ,0,0,0
TNT,0,0,0
PVV,0,0,0
SHA,0,0,0
TN1,0,0,0
VNE,0,0,0
TTH,0,0,0
HID,0,0,0
SDT,0,0,0
CCL,0,0,0
TCT,0,0,0
SFI,0,0,0
ACL,0,0,0
DS3,0,0,0
HDA,0,0,0
CTP,0,0,0
CVN,0,0,0
VNP,0,0,0
CTF,0,0,0
CMS,0,0,0
SD6,0,0,0
PAN,0,0,0
BMC,0,0,0
ASP,0,0,0
ASG,0,0,0
HND,0,0,0
STK,0,0,0
QBS,0,0,0
DAG,0,0,0
KHP,0,0,0
NBB,0,0,0
SBS,0,0,0
VIG,0,0,0
STH,0,0,0
VSH,0,0,0
TDT,0,0,0
DCL,0,0,0
TDG,0,0,0
SBV,0,0,0
DTA,0,0,0
HCD,0,0,0
PGN,0,0,0
BTD,0,0,0
PHC,0,0,0
THG,0,0,0
MPT,0,0,0
VHE,0,0,0
DNM,0,0,0
KSH,0,0,0
VRG,0,0,0
APC,0,0,0
CHP,0,0,0
FTM,0,0,0
S99,0,0,0
ORS,0,0,0
PSD,0,0,0
TGG,0,0,0
CIA,0,0,0
ADS,0,0,0
TSC,0,0,0
NAF,0,0,0
GDT,0,0,0
BAX,0,0,0
EIB,0,0,0
MFS,0,0,0
HAD,0,0,0
VPH,0,0,0
DAH,0,0,0
VRC,0,0,0
EVE,0,0,0
C47,0,0,0
TYA,0,0,0
FIR,0,0,0
SRA,0,0,0
SPI,0,0,0
NSC,0,0,0
