Stock,Gap,B,S
VPB,1741,3539,1798
HNG,1125,1828,703
VNM,1094,2658,1564
DST,940,965,25
HAG,695,1857,1162
VCB,695,1415,720
CTG,653,2582,1929
VIC,653,1829,1176
VJC,585,957,372
SHB,540,718,178
CTD,488,1149,661
SSI,441,2099,1658
SZC,429,1541,1112
CII,410,839,429
TCB,374,2289,1915
APH,366,745,379
VRE,363,2514,2151
GAS,307,1325,1018
NVL,303,877,574
GEG,261,615,354
IMP,251,419,168
GVR,243,855,612
VIX,224,379,155
ASM,208,1211,1003
DHC,194,374,180
KBC,191,510,319
MSN,183,801,618
APG,172,227,55
LHG,166,609,443
ITA,164,1281,1117
SAB,159,659,500
VHM,150,2933,2783
TNA,132,234,102
DTD,126,212,86
STK,117,162,45
KDC,105,275,170
SHS,104,247,143
NVB,96,170,74
AAV,91,138,47
SZL,89,189,100
DGW,85,610,525
TIG,80,97,17
DRC,79,448,369
VRC,75,146,71
DHM,73,146,73
TVC,69,128,59
C69,67,122,55
CTF,66,85,19
PC1,65,211,146
BID,63,1222,1159
TVB,63,187,124
ABS,61,246,185
AFX,59,126,67
DAG,58,150,92
LSS,56,213,157
LAS,56,118,62
TNG,55,293,238
SBT,53,759,706
PLX,53,567,514
C4G,52,160,108
CKG,49,252,203
DXP,49,141,92
APC,49,93,44
VPI,44,85,41
STB,43,1542,1499
DCL,43,81,38
VIB,42,194,152
TIP,42,161,119
DMC,42,145,103
GKM,41,41,0
FMC,36,374,338
ACB,35,462,427
MBG,35,88,53
VNE,34,44,10
HHP,33,87,54
CRC,32,99,67
DDG,32,64,32
IDC,31,79,48
VPH,30,42,12
HTN,28,117,89
LTG,27,189,162
HVH,26,95,69
CVN,26,69,43
VC3,26,33,7
TDH,25,417,392
AGG,25,157,132
TDG,25,130,105
NHH,24,101,77
VNG,24,66,42
KDF,23,80,57
AMV,23,65,42
TCM,22,280,258
DRH,22,269,247
IDV,22,31,9
EIB,21,109,88
SJD,21,55,34
SFG,21,34,13
IBC,21,34,13
NDN,20,72,52
HLD,19,91,72
DVN,19,74,55
STH,19,51,32
SNZ,19,37,18
CHP,17,25,8
PAN,16,103,87
BII,15,33,18
SLS,15,30,15
FPT,14,1055,1041
OIL,14,109,95
ADG,14,42,28
SEA,14,21,7
SMB,14,20,6
LGL,14,18,4
EVG,13,111,98
KOS,13,38,25
HPX,13,25,12
VHE,13,17,4
PSH,12,26,14
TGG,11,25,14
SD6,11,19,8
TVS,11,11,0
PAS,10,96,86
MST,9,35,26
ACM,9,24,15
SFI,9,11,2
TBC,9,10,1
FTS,8,132,124
VCR,8,55,47
SHI,8,50,42
DQC,8,22,14
DNM,8,11,3
KHP,7,45,38
AAS,7,32,25
VTR,7,31,24
KLB,7,9,2
ADS,7,9,2
SBV,6,38,32
PHC,6,34,28
PFL,6,22,16
BWE,5,630,625
TTB,5,96,91
PLP,5,72,67
