Stock,Count,Buy,Sell,2T,2TB,2TS,3T,3TB,3TS,5T,5TB,5TS
HPG,114,28,84,14,2,10,8,2,4,1,0,0
VNM,56,35,19,11,6,3,3,1,0,2,0,0
STB,38,12,24,5,2,2,3,1,1,1,0,0
TCB,35,5,28,8,0,6,3,0,1,3,0,1
CTG,30,16,12,8,5,1,1,0,0,1,0,0
GMD,28,5,22,9,0,8,7,0,6,3,0,2
MBB,28,11,16,5,1,3,2,0,1,2,0,1
SIP,25,1,24,13,1,12,4,0,4,3,0,3
PVS,20,4,16,9,1,8,6,0,6,1,0,1
ACB,17,4,11,3,0,1,2,0,0,1,0,0
HSG,17,3,12,2,0,1,1,0,0,1,0,0
DIG,14,2,10,1,0,0,1,0,0,1,0,0
VRE,13,5,6,1,0,0,1,0,0,1,0,0
VPB,13,3,8,3,0,1,1,0,0,1,0,0
SSI,13,7,4,4,2,0,2,0,0,1,0,0
NVL,12,8,2,3,1,0,2,0,0,2,0,0
CEO,12,8,4,3,3,0,1,1,0,1,1,0
SHB,12,0,11,5,0,4,4,0,3,3,0,2
NKG,11,0,9,1,0,0,1,0,0,1,0,0
MWG,11,3,7,1,0,0,1,0,0,1,0,0
HDB,9,1,6,2,0,1,1,0,0,1,0,0
MSN,9,1,7,4,1,2,1,0,0,1,0,0
SHS,9,2,6,3,0,2,1,0,0,0,0,0
CTD,9,3,4,4,0,3,4,0,3,1,0,0
VHM,8,0,6,3,0,2,1,0,0,1,0,0
GTN,8,2,5,4,1,2,0,0,0,0,0,0
BSR,7,2,5,4,1,3,0,0,0,0,0,0
G36,7,0,7,1,0,1,0,0,0,0,0,0
VIX,7,1,6,0,0,0,0,0,0,0,0,0
VPI,6,6,0,0,0,0,0,0,0,0,0,0
PHR,5,1,3,1,0,0,1,0,0,1,0,0
HNG,5,3,0,2,0,0,2,0,0,2,0,0
GEX,5,0,4,1,0,0,1,0,0,1,0,0
FPT,5,0,3,2,0,0,2,0,0,2,0,0
CII,5,1,3,2,0,1,0,0,0,0,0,0
