Stock,Gap,B,S
CTG,394,675,281
TCH,257,374,117
APH,233,460,227
STB,142,377,235
VJC,137,176,39
BID,135,259,124
HNG,126,194,68
ACB,102,279,177
ITA,94,169,75
IDC,93,168,75
HDB,80,170,90
VIC,75,121,46
NVB,65,96,31
KBC,55,87,32
FMC,54,80,26
VPB,52,282,230
VCB,47,99,52
PLX,46,125,79
KDC,38,44,6
SAB,35,81,46
FPT,34,118,84
NVL,34,113,79
DHC,32,59,27
D2D,31,71,40
AGG,29,55,26
NHH,26,26,0
AFX,25,34,9
HSG,23,150,127
HDG,22,85,63
CRE,22,58,36
CKG,21,31,10
MCH,20,23,3
HPX,19,22,3
NKG,16,101,85
SHS,16,47,31
MWG,15,126,111
PDR,15,123,108
POW,15,20,5
IBC,14,14,0
NLG,13,28,15
GKM,13,14,1
KDH,11,73,62
TVC,10,37,27
VPI,10,32,22
TIG,10,15,5
MSH,9,10,1
HAG,8,73,65
CEO,8,32,24
VCG,8,25,17
SGP,8,10,2
HUT,8,9,1
CMX,8,9,1
SHI,8,8,0
TDH,7,11,4
GEG,6,14,8
SZC,5,36,31
CVN,5,26,21
C4G,5,16,11
DTD,5,12,7
EIB,5,7,2
VGC,5,7,2
TNG,4,22,18
REE,4,17,13
SCR,4,16,12
MPC,4,8,4
CTI,4,6,2
HTN,4,5,1
PLP,4,4,0
PSH,4,4,0
CII,3,13,10
GIL,3,12,9
HHS,3,6,3
PPC,3,6,3
VPG,3,5,2
HAP,3,4,1
NTP,3,4,1
DDG,3,3,0
HAH,3,3,0
SHB,2,58,56
ROS,2,8,6
IDI,2,7,5
NHA,2,5,3
OGC,2,4,2
TVB,2,4,2
VC3,2,4,2
SMC,2,3,1
IMP,2,3,1
YEG,2,3,1
VCR,2,3,1
KLB,2,2,0
CCL,2,2,0
SD5,2,2,0
TLH,2,2,0
DST,2,2,0
FTS,2,2,0
GEX,1,121,120
BMI,1,14,13
NTC,1,7,6
AMV,1,6,5
VOC,1,4,3
KOS,1,4,3
NNC,1,4,3
SLS,1,3,2
ILB,1,3,2
EVG,1,3,2
HAD,1,1,0
PGS,1,1,0
MST,1,1,0
TVN,1,1,0
FIR,1,1,0
VNG,1,1,0
ACM,1,1,0
TCT,1,1,0
BII,1,1,0
TTZ,1,1,0
TVS,1,1,0
PHC,1,1,0
JVC,1,1,0
DRC,0,42,42
LTG,0,21,21
DPM,0,17,17
SNZ,0,2,2
AMD,0,2,2
BFC,0,2,2
GAB,0,2,2
FOX,0,2,2
DAH,0,1,1
VRC,0,1,1
FIT,0,1,1
SKG,0,1,1
SRA,0,1,1
PAC,0,1,1
QCG,0,1,1
SWC,0,1,1
THG,0,1,1
HND,0,1,1
HAI,0,1,1
SBS,0,1,1
VPH,0,0,0
AGM,0,0,0
IDJ,0,0,0
PSD,0,0,0
APC,0,0,0
S99,0,0,0
FTM,0,0,0
CHP,0,0,0
ORS,0,0,0
CSM,0,0,0
NAF,0,0,0
ADS,0,0,0
SAV,0,0,0
HVH,0,0,0
TGG,0,0,0
CIA,0,0,0
SMB,0,0,0
DSN,0,0,0
MLS,0,0,0
C69,0,0,0
PVL,0,0,0
BSI,0,0,0
LSS,0,0,0
ITD,0,0,0
SGR,0,0,0
TTB,0,0,0
KMR,0,0,0
PXS,0,0,0
NRC,0,0,0
SPI,0,0,0
TYA,0,0,0
C47,0,0,0
SJF,0,0,0
VTD,0,0,0
EVE,0,0,0
BIC,0,0,0
PXT,0,0,0
CNG,0,0,0
SD9,0,0,0
SFG,0,0,0
DQC,0,0,0
SRC,0,0,0
TCL,0,0,0
EVF,0,0,0
DHM,0,0,0
TTH,0,0,0
HID,0,0,0
VNE,0,0,0
CTS,0,0,0
SHA,0,0,0
TN1,0,0,0
CMS,0,0,0
SD6,0,0,0
VNP,0,0,0
CTF,0,0,0
ACL,0,0,0
CTP,0,0,0
HDA,0,0,0
DS3,0,0,0
SFI,0,0,0
TBC,0,0,0
SEA,0,0,0
HSL,0,0,0
TTN,0,0,0
TXM,0,0,0
HHP,0,0,0
SDD,0,0,0
LGL,0,0,0
PVV,0,0,0
TNT,0,0,0
VNA,0,0,0
SSN,0,0,0
VOS,0,0,0
MML,0,0,0
SKH,0,0,0
CLG,0,0,0
PGN,0,0,0
HCD,0,0,0
DTA,0,0,0
TDG,0,0,0
SAM,0,0,0
IDV,0,0,0
KSH,0,0,0
MPT,0,0,0
VHE,0,0,0
BTD,0,0,0
PFL,0,0,0
KHP,0,0,0
DAG,0,0,0
STK,0,0,0
QBS,0,0,0
ASP,0,0,0
ASG,0,0,0
BMC,0,0,0
VSH,0,0,0
TDC,0,0,0
DCL,0,0,0
STH,0,0,0
VIG,0,0,0
MHC,0,0,0
NBB,0,0,0
LHG,-1,12,13
FCN,-1,12,13
PAS,-1,7,8
POM,-1,4,5
BOT,-1,3,4
PVI,-1,2,3
