Stock,Gap,B,S
MSR,-2,0,2
HVN,-3,15,18
IDC,-3,7,10
DTD,-3,5,8
PTB,-3,5,8
EIB,-3,3,6
MST,-3,3,6
MLS,-3,3,6
AMD,-3,1,4
NT2,-3,1,4
GAB,-3,0,3
VCR,-3,0,3
PVT,-4,51,55
OIL,-4,4,8
TVB,-4,3,7
HUT,-4,1,5
CTI,-4,0,4
VCS,-5,14,19
LDG,-5,9,14
HAX,-5,1,6
CSV,-5,0,5
CKG,-5,0,5
AAS,-6,0,6
SRA,-6,0,6
PET,-7,13,20
GEG,-7,8,15
TTF,-7,3,10
HVH,-7,1,8
FLC,-8,19,27
LSS,-8,3,11
HT1,-9,10,19
VHC,-9,7,16
ANV,-9,6,15
LAS,-9,1,10
NLG,-10,18,28
HHS,-10,4,14
DCM,-11,40,51
DGC,-11,24,35
HDC,-12,19,31
VRG,-12,0,12
VIC,-13,122,135
VCB,-13,42,55
HNG,-14,18,32
ITA,-14,9,23
AGG,-17,9,26
VND,-18,36,54
TAR,-21,18,39
DPM,-22,45,67
VEA,-22,13,35
DGW,-26,14,40
VPG,-27,8,35
MWG,-29,138,167
MSN,-34,66,100
VRE,-38,87,125
DBC,-39,35,74
VNM,-70,219,289
CTD,-75,37,112
