Stock,Gap,B,S
HPG,398,892,494
HSG,208,342,134
ACB,194,389,195
PVD,187,347,160
MBB,129,263,134
GAS,120,245,125
VJC,104,169,65
NVL,101,146,45
SSI,99,214,115
NKG,97,174,77
PVS,94,181,87
GVR,94,175,81
PHR,85,136,51
PDR,82,128,46
CTG,79,332,253
TCH,79,135,56
GEX,67,188,121
BSR,67,91,24
LCG,64,93,29
VPB,58,255,197
ASM,58,137,79
GMD,53,97,44
TCB,48,521,473
ACV,48,59,11
HBC,47,112,65
APH,47,77,30
TNG,44,85,41
CTR,43,83,40
SHB,41,84,43
CRE,39,79,40
BMP,38,52,14
TPB,37,73,36
CVT,35,50,15
VPI,34,60,26
FPT,33,157,124
DXG,32,111,79
NHH,28,28,0
STB,27,155,128
SIP,25,46,21
HDG,24,89,65
TCM,24,63,39
KDC,23,43,20
LTG,23,36,13
HPX,23,27,4
DIG,22,88,66
KDH,21,71,50
KBC,21,25,4
MCH,19,28,9
TIG,19,27,8
HAG,17,19,2
HCM,16,86,70
PLC,16,43,27
G36,16,31,15
PLX,16,30,14
VCI,14,49,35
BVH,14,44,30
GIL,14,24,10
IDI,14,22,8
KOS,14,17,3
GTN,13,33,20
MBG,13,19,6
DST,13,16,3
REE,11,39,28
IBC,11,11,0
HLD,10,20,10
SMC,10,13,3
PLP,10,11,1
HAH,9,19,10
DRC,9,18,9
MSH,9,11,2
PNJ,8,61,53
AAA,8,13,5
DVN,8,10,2
NVB,7,37,30
FCN,7,24,17
SEA,7,10,3
VGT,7,7,0
SHI,7,7,0
VIX,6,64,58
DPG,6,13,7
PAS,6,8,2
SBT,5,62,57
VIB,5,42,37
IJC,5,18,13
VGI,5,16,11
FMC,5,6,1
SLS,5,6,1
QNS,4,14,10
TVC,4,12,8
BWE,4,8,4
TLH,4,6,2
SJD,4,6,2
CTS,4,5,1
DRH,4,5,1
SZC,3,21,18
HQC,3,13,10
VSC,3,9,6
ILB,3,7,4
NDN,3,7,4
PSH,3,6,3
BVS,3,5,2
VC3,3,3,0
BAX,3,3,0
GKM,3,3,0
DPR,3,3,0
SAB,2,44,42
CII,2,12,10
SJS,2,11,9
TVN,2,5,3
AGR,2,4,2
APG,2,4,2
C32,2,4,2
CRC,2,3,1
OGC,2,3,1
PXL,2,2,0
CTF,2,2,0
SCS,2,2,0
VGC,2,2,0
SNZ,2,2,0
BIC,2,2,0
SRC,2,2,0
EVF,2,2,0
HDB,1,242,241
BID,1,58,57
POW,1,22,21
D2D,1,18,17
BMI,1,14,13
PC1,1,6,5
TTN,1,4,3
DMC,1,3,2
TIP,1,3,2
KDF,1,3,2
IDJ,1,3,2
BFC,1,2,1
SZL,1,2,1
ABS,1,2,1
ACM,1,1,0
VNG,1,1,0
MBS,1,1,0
SKH,1,1,0
SBA,1,1,0
FTS,1,1,0
HND,1,1,0
VSH,1,1,0
PGS,1,1,0
GDT,1,1,0
C4G,1,1,0
SGP,1,1,0
FIT,1,1,0
SKG,1,1,0
VTD,1,1,0
PAC,1,1,0
CNG,1,1,0
VCG,0,35,35
VTP,0,14,14
TDM,0,11,11
DXP,0,8,8
NNC,0,6,6
PVI,0,3,3
PVC,0,2,2
CEO,0,2,2
HTN,0,2,2
TDC,0,2,2
TDH,0,2,2
DDG,0,2,2
L14,0,2,2
DHA,0,2,2
LIG,0,1,1
TV2,0,1,1
PGN,0,1,1
IDV,0,1,1
BCG,0,1,1
BOT,0,1,1
NTP,0,1,1
ITD,0,1,1
HID,0,0,0
SDT,0,0,0
CCL,0,0,0
CMG,0,0,0
DHM,0,0,0
TN1,0,0,0
SHA,0,0,0
TCW,0,0,0
VNE,0,0,0
PWA,0,0,0
PVP,0,0,0
PAN,0,0,0
ABI,0,0,0
VNP,0,0,0
SD6,0,0,0
CMS,0,0,0
SFI,0,0,0
TCT,0,0,0
DS3,0,0,0
CTP,0,0,0
HDA,0,0,0
ACL,0,0,0
BII,0,0,0
ELC,0,0,0
TXM,0,0,0
HSL,0,0,0
TBC,0,0,0
TNA,0,0,0
SDD,0,0,0
AAV,0,0,0
NHA,0,0,0
LGL,0,0,0
PVV,0,0,0
VNA,0,0,0
TTZ,0,0,0
TNT,0,0,0
CLG,0,0,0
VOS,0,0,0
SSN,0,0,0
TVS,0,0,0
HCD,0,0,0
DLG,0,0,0
SAM,0,0,0
SBV,0,0,0
DTA,0,0,0
QCG,0,0,0
KSH,0,0,0
THG,0,0,0
VHE,0,0,0
SWC,0,0,0
MPT,0,0,0
BTD,0,0,0
PHC,0,0,0
BCM,0,0,0
KHP,0,0,0
PFL,0,0,0
QBS,0,0,0
STK,0,0,0
DAG,0,0,0
ASG,0,0,0
ASP,0,0,0
FOX,0,0,0
BMC,0,0,0
STH,0,0,0
TDT,0,0,0
DCL,0,0,0
MHC,0,0,0
SBS,0,0,0
VIG,0,0,0
JVC,0,0,0
NBB,0,0,0
DBD,0,0,0
DAH,0,0,0
VPH,0,0,0
MFS,0,0,0
HAD,0,0,0
AGM,0,0,0
VRC,0,0,0
HAP,0,0,0
PSD,0,0,0
DVP,0,0,0
CHP,0,0,0
S99,0,0,0
FTM,0,0,0
APC,0,0,0
AFX,0,0,0
NAF,0,0,0
TSC,0,0,0
SMB,0,0,0
CIA,0,0,0
TGG,0,0,0
SAV,0,0,0
ADS,0,0,0
DSN,0,0,0
C69,0,0,0
BSI,0,0,0
PVL,0,0,0
KLB,0,0,0
ITQ,0,0,0
TTB,0,0,0
SGR,0,0,0
POM,0,0,0
NRC,0,0,0
KMR,0,0,0
NSC,0,0,0
SPI,0,0,0
VLC,0,0,0
TNI,0,0,0
VTR,0,0,0
SJF,0,0,0
C47,0,0,0
FIR,0,0,0
TYA,0,0,0
EVE,0,0,0
KLF,0,0,0
PXT,0,0,0
DQC,0,0,0
SFG,0,0,0
SD9,0,0,0
HII,0,0,0
SHS,-1,31,32
KSB,-1,24,25
NTL,-1,20,21
NTC,-1,11,12
FRT,-1,6,7
VOC,-1,4,5
DRI,-1,4,5
YEG,-1,4,5
VCP,-1,3,4
AST,-1,3,4
LIX,-1,3,4
CMX,-1,2,3
HHP,-1,1,2
HAI,-1,1,2
HAR,-1,1,2
TDN,-1,1,2
ABC,-1,1,2
TLG,-1,1,2
IMP,-1,1,2
TTH,-1,0,1
SD5,-1,0,1
CVN,-1,0,1
MML,-1,0,1
TDG,-1,0,1
DNM,-1,0,1
MPC,-1,0,1
ART,-1,0,1
QTP,-1,0,1
CSM,-1,0,1
ORS,-1,0,1
BCC,-1,0,1
TAC,-1,0,1
PXS,-1,0,1
DHT,-1,0,1
EVG,-1,0,1
VHM,-2,208,210
DHC,-2,31,33
SCR,-2,10,12
ROS,-2,4,6
LHG,-2,3,5
ADG,-2,3,5
AMV,-2,2,4
TCL,-2,2,4
PVB,-2,1,3
VGS,-2,1,3
TLD,-2,1,3
NCT,-2,0,2
VIP,-2,0,2
PPC,-2,0,2
