Stock,Gap,B,S
DHT,0,11,11
SMB,0,7,7
ACB,-1,1643,1644
APC,-1,49,50
KHP,-1,37,38
ABI,-1,10,11
TXM,-1,5,6
PAC,-1,5,6
NSC,-2,36,38
NTP,-2,28,30
NRC,-2,21,23
FOX,-2,17,19
SDD,-2,5,7
TN1,-2,2,4
NBB,-2,0,2
SGP,-3,14,17
SNZ,-3,14,17
ASP,-3,13,16
DBD,-4,19,23
PGS,-4,17,21
BTD,-4,9,13
PVL,-4,6,10
PGN,-5,16,21
SEA,-5,16,21
DNM,-5,15,20
TBC,-5,15,20
TCW,-5,9,14
EIB,-6,112,118
HII,-6,66,72
LIX,-6,42,48
CVT,-6,27,33
QTP,-6,14,20
SHI,-7,25,32
DTA,-7,12,19
VNP,-7,11,18
SGR,-7,11,18
SFG,-7,2,9
ITD,-8,27,35
TTN,-8,6,14
CKG,-9,275,284
VTP,-9,49,58
SRC,-9,43,52
VNA,-9,25,34
SD6,-9,12,21
ILB,-10,78,88
VNE,-10,52,62
ACM,-10,48,58
CSM,-10,29,39
PVV,-10,1,11
HLD,-11,34,45
PSH,-11,14,25
TNG,-12,154,166
VGS,-12,18,30
STH,-12,12,24
VHE,-12,3,15
PSD,-12,2,14
PWA,-13,97,110
POM,-14,98,112
VSC,-14,96,110
GDT,-14,20,34
EVF,-14,7,21
DMC,-15,45,60
BMC,-15,42,57
AFX,-15,17,32
HAR,-16,131,147
IDJ,-16,120,136
VIP,-16,110,126
DPR,-16,21,37
SJF,-17,515,532
DVP,-17,54,71
QBS,-17,30,47
AAS,-18,93,111
SHA,-18,3,21
MWG,-19,707,726
SJD,-19,64,83
SZL,-19,29,48
DST,-20,26,46
REE,-22,272,294
OIL,-22,103,125
VCS,-22,66,88
MSH,-24,128,152
NNC,-25,65,90
FIR,-25,55,80
ART,-25,44,69
DQC,-25,18,43
BII,-25,0,25
NDN,-27,78,105
MHC,-29,42,71
DPG,-30,365,395
ACL,-30,53,83
VGT,-31,41,72
HSL,-32,104,136
VLC,-33,71,104
VGC,-34,76,110
HVH,-36,47,83
PPC,-37,112,149
DRI,-37,59,96
AST,-37,54,91
DGW,-38,185,223
TSC,-38,151,189
POW,-39,1825,1864
BMI,-39,288,327
TNI,-40,107,147
TDC,-41,417,458
BCM,-41,69,110
NCT,-41,20,61
SBT,-43,318,361
TNA,-44,58,102
TAC,-46,48,94
C32,-47,167,214
G36,-47,106,153
HHS,-50,843,893
MBG,-50,31,81
APH,-51,154,205
NAF,-51,139,190
DHC,-57,111,168
MST,-57,70,127
HAI,-58,196,254
HCD,-58,35,93
DRC,-68,215,283
CMG,-69,65,134
SKG,-70,81,151
CII,-71,311,382
HAP,-75,62,137
DAH,-76,78,154
CTD,-79,570,649
PC1,-79,103,182
TCL,-83,108,191
GTN,-84,1254,1338
NTL,-85,193,278
KSB,-88,714,802
VOS,-92,121,213
BFC,-99,146,245
JVC,-110,90,200
ANV,-113,244,357
OGC,-114,140,254
SCR,-116,927,1043
QCG,-119,254,373
FCN,-128,246,374
AMD,-134,172,306
BMP,-138,106,244
DGC,-148,278,426
KDH,-152,555,707
GIL,-156,255,411
PVT,-166,617,783
LHG,-170,187,357
PLP,-172,392,564
D2D,-175,233,408
DCM,-201,540,741
PTB,-203,214,417
LCG,-207,583,790
CMX,-207,391,598
HQC,-215,201,416
PVS,-223,243,466
ITA,-257,1515,1772
TDM,-287,311,598
PVD,-288,829,1117
DPM,-343,914,1257
FMC,-371,325,696
TCM,-392,514,906
HNG,-417,634,1051
ROS,-437,330,767
DXG,-455,2094,2549
VRE,-486,2901,3387
TTF,-492,475,967
VNM,-503,2166,2669
PET,-537,740,1277
VHC,-680,1812,2492
GEX,-704,1046,1750
TDH,-739,654,1393
NVL,-745,803,1548
FLC,-1199,769,1968
