Stock,Gap,B,S
VPB,1072,2588,1516
ITA,714,2534,1820
VCB,548,1833,1285
TCB,484,2790,2306
BVH,481,1394,913
SAB,464,883,419
DRC,393,973,580
APH,382,667,285
SSI,352,1635,1283
FPT,340,2632,2292
VRE,330,1513,1183
BID,309,1150,841
SBT,284,1521,1237
PVD,231,1864,1633
PLX,230,1498,1268
DAG,220,361,141
PVS,209,662,453
FCN,196,805,609
BWE,193,597,404
HHS,189,675,486
DRH,172,580,408
TCH,171,1242,1071
POW,170,1256,1086
CKG,168,368,200
VCS,167,396,229
KDC,165,274,109
BSR,164,396,232
APG,156,257,101
GAS,151,2054,1903
BMP,151,280,129
KBC,138,640,502
TTF,127,850,723
DST,125,141,16
HTN,124,253,129
HCD,123,215,92
NVL,121,705,584
CTG,112,2058,1946
PAS,111,193,82
PDR,110,321,211
HII,109,179,70
HVH,106,597,491
PLC,106,187,81
FRT,97,317,220
TNG,94,263,169
CEO,94,132,38
TIG,91,105,14
PC1,89,341,252
PTB,88,510,422
VCR,84,230,146
C32,82,198,116
PHC,82,131,49
CII,80,377,297
DBC,76,524,448
SCS,75,119,44
SRC,73,125,52
TDC,72,290,218
LIX,70,97,27
FTM,69,76,7
VIB,67,466,399
CTF,67,95,28
STK,64,88,24
PLP,57,173,116
HUT,54,175,121
PXT,54,66,12
TDM,53,348,295
PVT,52,847,795
MST,52,88,36
SJD,51,150,99
ACL,51,138,87
VPG,47,316,269
TLG,47,165,118
TCL,47,110,63
NHH,46,71,25
CCL,43,121,78
SHB,42,209,167
CTR,41,147,106
ACB,39,441,402
VGT,39,139,100
HPX,39,61,22
DGW,38,367,329
NVB,38,84,46
OIL,36,138,102
VGS,35,79,44
HDG,34,549,515
VOC,34,82,48
HAR,33,186,153
HLD,32,98,66
NTC,32,54,22
CSM,32,37,5
DMC,31,109,78
VIP,31,93,62
VC3,31,36,5
SBV,30,82,52
IDC,30,63,33
VTD,30,50,20
HHP,30,44,14
MHC,29,66,37
NNC,29,42,13
BFC,27,211,184
SIP,27,90,63
ELC,24,148,124
PVB,24,68,44
AAV,24,41,17
SKG,23,194,171
PGS,23,79,56
CRC,23,66,43
VPI,23,64,41
DHM,23,53,30
CNG,23,50,27
NHA,22,56,34
ABS,22,41,19
TSC,20,109,89
TCW,20,41,21
C4G,20,39,19
VNE,20,39,19
TDH,19,319,300
TVN,19,86,67
PVC,19,39,20
AMV,18,59,41
VPH,18,48,30
C47,17,42,25
VNP,17,35,18
SZC,16,895,879
PXS,16,117,101
ABC,16,37,21
CSV,15,140,125
LAS,14,117,103
FIR,14,44,30
ADG,14,39,25
PXL,14,26,12
PSH,14,26,12
TYA,14,23,9
VNA,14,19,5
TNI,13,99,86
MSR,13,95,82
MCH,13,42,29
SD6,13,20,7
NTP,12,43,31
STH,12,31,19
TTN,12,26,14
AFX,12,19,7
THG,12,17,5
GKM,12,12,0
BSI,11,58,47
GDT,11,19,8
PAC,10,25,15
CHP,10,13,3
KHP,10,13,3
LSS,9,119,110
FTS,9,86,77
SWC,9,52,43
ADS,9,10,1
VNG,8,47,39
MLS,8,25,17
PSD,8,20,12
SBS,8,8,0
TNT,7,42,35
AAS,7,33,26
VTR,7,22,15
DSN,7,18,11
KSH,7,9,2
MPT,7,7,0
OGC,6,156,150
VGI,6,75,69
TVC,6,51,45
IMP,6,34,28
SHA,6,24,18
PFL,6,18,12
DPM,5,568,563
S99,5,12,7
TDT,5,11,6
