Stock,Gap,B,S
CMS,5,6,1
TN1,5,5,0
SJF,4,166,162
TGG,4,43,39
DS3,4,10,6
SMB,4,9,5
SDT,4,8,4
MFS,4,7,3
SFI,4,6,2
FOX,4,5,1
VTP,3,36,33
SGP,3,24,21
SSN,3,23,20
VCP,3,16,13
YEG,3,15,12
DPR,3,14,11
PVI,3,10,7
TXM,3,5,2
CVN,2,11,9
ITQ,2,7,5
BTD,2,6,4
DHT,2,5,3
SKH,2,2,0
IDJ,1,37,36
KLF,1,18,17
MBS,1,15,14
IBC,1,9,8
HAD,1,7,6
VHE,1,7,6
VIG,1,6,5
SPI,1,5,4
KLB,1,3,2
SD5,1,2,1
TVS,1,2,1
DTA,1,1,0
HID,0,31,31
QNS,0,29,29
MML,0,19,19
BMC,0,19,19
EVF,0,15,15
SD9,0,3,3
PVV,0,2,2
NSC,-1,34,35
BAX,-1,10,11
PVL,-1,5,6
BOT,-1,4,5
TTH,-1,3,4
BII,-1,3,4
CRE,-2,104,106
TDG,-2,97,99
SNZ,-2,20,22
DNM,-2,20,22
KDF,-2,20,22
SGR,-2,16,18
CTP,-2,3,5
NBB,-2,3,5
TBC,-2,1,3
KSB,-3,592,595
SJS,-3,59,62
QBS,-3,16,19
ASG,-3,14,17
IDV,-3,4,7
TDN,-3,1,4
VIX,-4,269,273
DXP,-4,30,34
AGM,-4,22,26
VLC,-4,15,19
TCT,-4,15,19
TTZ,-4,0,4
VCG,-5,57,62
DVP,-5,25,30
ABI,-5,5,10
ORS,-5,0,5
SHI,-6,24,30
MPC,-6,21,27
LIG,-6,17,23
HND,-6,17,23
EVE,-6,8,14
QTP,-6,6,12
ACM,-6,3,9
HQC,-7,168,175
TV2,-7,55,62
VEA,-7,45,52
SAM,-7,12,19
CIA,-7,0,7
SCR,-8,354,362
PAN,-8,85,93
VSH,-8,74,82
NRC,-8,40,48
SRA,-8,23,31
GIL,-9,179,188
DTD,-9,40,49
SEA,-9,21,30
HDA,-9,18,27
SLS,-9,10,19
PGN,-9,7,16
HT1,-10,646,656
DDG,-10,46,56
PVP,-10,4,14
CLG,-10,1,11
SAV,-11,14,25
VOS,-11,12,23
TVB,-12,151,163
AST,-12,81,93
VRC,-12,44,56
BCC,-13,35,48
BCM,-13,16,29
ASP,-13,8,21
VRG,-13,5,18
DCL,-14,18,32
SBA,-14,9,23
SZL,-15,47,62
JVC,-16,64,80
APC,-16,19,35
ART,-16,8,24
PWA,-17,51,68
DQC,-17,22,39
LGL,-17,15,32
DRI,-18,45,63
KOS,-18,27,45
SFG,-18,5,23
G36,-19,53,72
KMR,-21,161,182
L14,-21,11,32
VGC,-22,30,52
C69,-23,4,27
GAB,-24,16,40
MBG,-26,54,80
DBD,-27,7,34
HSL,-30,35,65
NDN,-30,34,64
FIT,-31,82,113
QCG,-31,70,101
CMG,-31,53,84
TAC,-32,27,59
POM,-32,0,32
DVN,-36,23,59
TTB,-37,103,140
TAR,-38,71,109
GEG,-39,218,257
EIB,-39,77,116
CTI,-40,137,177
ACV,-43,100,143
PPC,-43,79,122
AGG,-44,142,186
ITD,-44,34,78
NCT,-44,5,49
D2D,-46,190,236
DHA,-47,18,65
DHC,-48,146,194
DAH,-54,123,177
TLH,-54,0,54
BVS,-56,13,69
TNA,-58,30,88
BCG,-59,153,212
TPB,-62,338,400
BMI,-66,301,367
MSH,-66,85,151
HAP,-67,0,67
IJC,-69,142,211
BIC,-71,68,139
HAI,-72,105,177
TIP,-72,69,141
SHS,-73,189,262
SMC,-74,62,136
AGR,-78,236,314
PHR,-82,594,676
ILB,-83,72,155
NTL,-84,119,203
NAF,-88,76,164
HAH,-91,250,341
VSC,-93,79,172
CTS,-94,284,378
NT2,-95,56,151
HVN,-105,448,553
DPG,-107,451,558
HNG,-109,187,296
TCM,-110,156,266
LTG,-115,145,260
AMD,-121,174,295
ANV,-121,103,224
REE,-126,189,315
HDC,-128,124,252
CMX,-128,108,236
DGC,-135,281,416
VNM,-147,1386,1533
EVG,-151,48,199
NLG,-162,164,326
DIG,-170,324,494
LHG,-176,172,348
KDH,-185,269,454
DLG,-187,98,285
CVT,-205,0,205
LCG,-208,559,767
AAA,-217,1217,1434
DCM,-221,505,726
LDG,-233,851,1084
VJC,-233,397,630
FMC,-246,98,344
NKG,-261,1657,1918
HCM,-298,815,1113
VHC,-313,280,593
IDI,-317,474,791
TLD,-338,301,639
ROS,-357,312,669
PNJ,-396,636,1032
PET,-417,552,969
HBC,-440,1753,2193
VHM,-459,1551,2010
HAX,-463,199,662
GVR,-489,982,1471
MSN,-505,784,1289
DXG,-521,730,1251
CTD,-526,484,1010
HAG,-556,500,1056
GTN,-586,465,1051
VIC,-621,600,1221
ASM,-625,659,1284
VND,-816,243,1059
GMD,-825,694,1519
GEX,-827,2041,2868
HDB,-843,543,1386
MBB,-855,1451,2306
MWG,-895,487,1382
VCI,-1141,661,1802
STB,-1197,903,2100
HPG,-1254,5135,6389
HSG,-1530,1868,3398
FLC,-2046,782,2828
