Stock,Gap,B,S
MSN,208,402,194
TCB,168,594,426
HCM,123,241,118
NVL,94,135,41
VRE,77,452,375
CTD,76,162,86
KDC,69,95,26
NVB,67,76,9
PHR,63,266,203
PVS,59,230,171
APH,57,75,18
SBT,51,88,37
SSI,39,207,168
PDR,37,134,97
VPI,37,46,9
PVD,36,132,96
VND,36,78,42
VIC,33,141,108
MWG,25,135,110
HVN,23,75,52
HPX,23,24,1
NHH,19,23,4
PLC,17,37,20
CVT,17,33,16
NBB,17,18,1
VCI,16,191,175
SHS,16,82,66
TCH,16,74,58
D2D,15,29,14
TLD,15,17,2
ACV,14,93,79
CEO,14,22,8
BSR,11,26,15
KOS,11,11,0
BMP,10,19,9
TIG,10,11,1
GKM,10,10,0
FCN,9,15,6
TTZ,8,8,0
NNC,8,8,0
LTG,7,24,17
PSH,7,7,0
DVN,7,7,0
FTS,7,7,0
GVR,6,95,89
CRE,6,35,29
AAA,6,13,7
PLP,6,6,0
IBC,6,6,0
L14,5,11,6
NTC,5,9,4
PAS,5,7,2
NT2,5,6,1
QNS,5,6,1
ABC,5,5,0
CTF,5,5,0
VC3,5,5,0
BWE,4,13,9
NTL,4,11,7
IMP,4,9,5
LHG,4,8,4
GEG,4,7,3
SCR,4,7,3
BMI,4,6,2
ADG,4,6,2
MBS,4,5,1
SHI,4,4,0
SBA,4,4,0
HDB,3,119,116
ROS,3,9,6
C4G,3,7,4
EVG,3,4,1
SNZ,3,3,0
ABS,3,3,0
CMG,3,3,0
THG,3,3,0
CRC,3,3,0
STK,3,3,0
KDF,2,16,14
CII,2,12,10
BVS,2,5,3
DHT,2,3,1
NCT,2,3,1
DBD,2,2,0
DQC,2,2,0
TBC,2,2,0
VIB,1,62,61
DRC,1,13,12
REE,1,12,11
HTN,1,3,2
VGC,1,2,1
MSR,1,2,1
TDH,1,2,1
CTI,1,2,1
TVC,1,2,1
BCC,1,1,0
YEG,1,1,0
SGP,1,1,0
VLC,1,1,0
TCT,1,1,0
VNG,1,1,0
VCP,1,1,0
DXP,1,1,0
MSH,1,1,0
TDT,1,1,0
HND,1,1,0
POW,0,41,41
CTR,0,29,29
DTD,0,8,8
SCS,0,5,5
FMC,0,4,4
BFC,0,2,2
OGC,0,1,1
SMB,0,1,1
SLS,0,1,1
ILB,0,1,1
GAB,0,1,1
ABI,0,1,1
AMD,0,1,1
DST,0,1,1
TV2,0,1,1
PVC,0,1,1
TDC,0,1,1
ART,0,1,1
APG,0,0,0
HAP,0,0,0
SZL,0,0,0
VRC,0,0,0
MFS,0,0,0
HAD,0,0,0
AGM,0,0,0
VPH,0,0,0
CIA,0,0,0
SAV,0,0,0
TGG,0,0,0
ADS,0,0,0
TSC,0,0,0
NTP,0,0,0
NAF,0,0,0
CSM,0,0,0
ORS,0,0,0
APC,0,0,0
CHP,0,0,0
S99,0,0,0
FTM,0,0,0
PSD,0,0,0
POM,0,0,0
KMR,0,0,0
PXS,0,0,0
DRH,0,0,0
TTB,0,0,0
SGR,0,0,0
TAC,0,0,0
ITD,0,0,0
LSS,0,0,0
BSI,0,0,0
PVL,0,0,0
ITQ,0,0,0
KLB,0,0,0
C69,0,0,0
FIT,0,0,0
DSN,0,0,0
EVF,0,0,0
SRC,0,0,0
SD9,0,0,0
DHA,0,0,0
CNG,0,0,0
SJS,0,0,0
PXT,0,0,0
BIC,0,0,0
SJF,0,0,0
VTD,0,0,0
C47,0,0,0
FIR,0,0,0
TVN,0,0,0
SPI,0,0,0
TNI,0,0,0
SFI,0,0,0
DS3,0,0,0
CTP,0,0,0
HDA,0,0,0
ACL,0,0,0
ACM,0,0,0
CVN,0,0,0
VNP,0,0,0
CMS,0,0,0
PXL,0,0,0
PVP,0,0,0
SHA,0,0,0
TN1,0,0,0
TCW,0,0,0
VNE,0,0,0
CTS,0,0,0
HID,0,0,0
TTH,0,0,0
SD5,0,0,0
SDT,0,0,0
CCL,0,0,0
DHM,0,0,0
SKH,0,0,0
CLG,0,0,0
MML,0,0,0
VOS,0,0,0
SSN,0,0,0
TVS,0,0,0
HHS,0,0,0
VNA,0,0,0
PVV,0,0,0
NHA,0,0,0
LGL,0,0,0
SDD,0,0,0
TXM,0,0,0
TTN,0,0,0
HSL,0,0,0
TA9,0,0,0
TLH,0,0,0
ELC,0,0,0
BII,0,0,0
PHC,0,0,0
BCM,0,0,0
VHE,0,0,0
