Stock,Gap,B,S
DGC,4,111,107
MST,4,79,75
SJS,4,28,24
VCG,4,27,23
CRC,4,25,21
ITD,4,14,10
TCT,4,13,9
VIP,4,10,6
TXM,4,10,6
SNZ,4,9,5
VNE,4,4,0
SGR,4,4,0
SJF,3,73,70
IMP,3,63,60
ABS,3,28,25
BTD,3,14,11
MPT,3,10,7
QTP,3,10,7
SMB,3,8,5
DNM,3,7,4
THG,3,6,3
BOT,3,5,2
SWC,3,3,0
DS3,3,3,0
MBB,2,478,476
VNG,2,36,34
ACV,2,26,24
BCE,2,16,14
NNC,2,14,12
PGS,2,9,7
PVP,2,4,2
SDT,2,3,1
SDD,2,3,1
DHT,2,3,1
VKC,2,3,1
TVS,2,2,0
MML,2,2,0
VSH,1,39,38
TNI,1,27,26
LIG,1,17,16
MLS,1,9,8
VNP,1,6,5
KSH,1,3,2
TTN,1,3,2
SVN,1,3,2
ASG,1,2,1
TN1,1,2,1
DTA,1,1,0
MFS,1,1,0
KMR,0,106,106
NBB,0,14,14
HDA,0,13,13
NTC,0,12,12
EVE,0,5,5
VIG,0,3,3
TTH,0,3,3
ORS,0,3,3
BCM,0,2,2
KHP,0,2,2
PVL,0,2,2
FID,0,2,2
TCW,0,1,1
SSN,0,1,1
SD9,0,1,1
SPI,0,1,1
DZM,0,0,0
TA9,0,0,0
ITQ,0,0,0
PVI,0,0,0
SHA,-1,11,12
POM,-1,8,9
PGN,-1,2,3
SBA,-1,2,3
FOX,-1,2,3
CVN,-1,2,3
KLB,-1,2,3
TVN,-1,2,3
SBS,-1,1,2
SGP,-1,1,2
PSD,-1,0,1
CTI,-2,37,39
MSH,-2,18,20
QNS,-2,11,13
NSC,-2,11,13
NHA,-2,9,11
PVC,-2,4,6
VRG,-2,4,6
IDV,-2,2,4
DVN,-2,2,4
SKH,-2,0,2
CIA,-2,0,2
EVG,-3,85,88
VOS,-3,14,17
SD6,-3,10,13
SHI,-3,10,13
AAS,-3,9,12
SLS,-3,9,12
DHA,-3,7,10
DCL,-3,6,9
LGL,-3,4,7
BII,-3,3,6
PXT,-3,2,5
SD5,-3,0,3
VTD,-4,13,17
S99,-4,3,7
SFI,-4,2,6
TBC,-4,2,6
VHE,-4,0,4
VLC,-4,0,4
VCB,-5,319,324
TNT,-5,26,31
NDN,-5,20,25
C69,-5,11,16
NTP,-5,9,14
VHG,-5,4,9
TYA,-5,4,9
MIG,-5,2,7
CLG,-5,2,7
HAI,-6,165,171
STK,-6,29,35
VGT,-6,28,34
SFG,-6,18,24
SEA,-6,9,15
HID,-6,5,11
HAD,-6,1,7
LCG,-7,190,197
ABI,-7,3,10
L14,-7,2,9
HCD,-8,33,41
ACM,-8,2,10
SJD,-9,4,13
TDT,-9,1,10
YEG,-9,1,10
PPC,-10,38,48
MSR,-10,25,35
CSM,-10,11,21
ASP,-10,8,18
ART,-10,0,10
AGG,-11,176,187
VPI,-11,48,59
STH,-11,23,34
C4G,-11,22,33
DMC,-11,16,27
SRC,-11,3,14
ILB,-12,11,23
AMV,-13,18,31
VOC,-14,20,34
DPR,-14,13,27
QBS,-14,1,15
DQC,-14,1,15
PWA,-15,18,33
VIC,-18,509,527
TVB,-18,45,63
DBD,-18,1,19
SHS,-19,91,110
CTS,-19,20,39
HSL,-19,13,32
GTN,-20,270,290
TLG,-20,22,42
GAB,-20,17,37
TLH,-20,14,34
EVF,-20,3,23
HTN,-21,220,241
NKG,-22,156,178
SAB,-22,49,71
LAS,-22,8,30
DRI,-23,91,114
C47,-24,11,35
CSV,-25,51,76
DAH,-26,156,182
MBG,-26,8,34
BMP,-28,77,105
HUT,-28,24,52
BIC,-28,21,49
AFX,-30,35,65
TTB,-31,27,58
AMD,-33,89,122
MSN,-35,773,808
TCL,-36,56,92
HAX,-39,74,113
PAS,-45,100,145
HNG,-49,91,140
FPT,-59,632,691
DHM,-70,54,124
DCM,-75,269,344
MWG,-81,361,442
VHM,-82,1451,1533
CTD,-87,204,291
DPM,-118,125,243
TTF,-126,898,1024
ROS,-136,236,372
HDC,-136,200,336
TDC,-157,50,207
GVR,-166,798,964
HPG,-217,2227,2444
APG,-275,25,300
VPG,-282,190,472
