Stock,Gap,B,S
ACB,339,527,188
MWG,176,308,132
VJC,91,129,38
APH,77,103,26
KDC,75,77,2
PDR,67,140,73
VIC,61,133,72
DXG,59,153,94
NVL,58,109,51
MBB,55,202,147
CTG,48,256,208
PVS,47,114,67
CRE,47,70,23
NHH,45,45,0
VPI,43,58,15
VNM,42,188,146
VRE,42,151,109
VCB,41,52,11
SBT,40,145,105
GEX,40,121,81
HPG,36,362,326
BID,35,68,33
GMD,34,66,32
GVR,29,128,99
STB,26,135,109
HPX,23,25,2
VEA,22,30,8
PNJ,21,84,63
PVT,21,73,52
PET,21,47,26
TCH,18,48,30
ACV,18,33,15
HDB,17,58,41
REE,17,47,30
TVC,17,21,4
VHC,16,78,62
D2D,16,21,5
DPM,15,52,37
KOS,15,16,1
GEG,14,19,5
DHC,13,37,24
QNS,13,23,10
VHM,12,131,119
FRT,11,14,3
PLP,10,12,2
G36,9,21,12
IBC,9,9,0
VCI,8,36,28
SHS,8,26,18
TLD,8,25,17
PLX,8,25,17
BSR,8,18,10
L14,8,13,5
DXP,8,11,3
HLD,8,10,2
HBC,6,101,95
MSN,6,30,24
VIB,6,30,24
IMP,6,21,15
LDG,6,15,9
NTC,6,14,8
SCR,6,9,3
EVG,6,7,1
PSH,6,7,1
TCL,6,6,0
GIL,5,21,16
HAG,5,15,10
HT1,5,15,10
FIT,5,6,1
SHI,5,6,1
NBB,5,5,0
BMI,4,26,22
DPG,4,20,16
IDI,4,11,7
HAH,4,6,2
MSH,4,6,2
ANV,4,5,1
HII,4,4,0
LTG,3,50,47
PC1,3,13,10
HTN,3,10,7
DRI,3,6,3
HUT,3,5,2
BFC,3,5,2
ABC,3,3,0
VCP,3,3,0
NHA,3,3,0
VC3,3,3,0
CTF,3,3,0
VPB,2,93,91
TPB,2,40,38
DGW,2,27,25
DRC,2,9,7
PAS,2,5,3
SMC,2,4,2
DTD,2,4,2
DHM,2,4,2
CNG,2,3,1
GKM,2,3,1
ORS,2,3,1
CTI,2,2,0
BOT,2,2,0
EIB,2,2,0
PPC,2,2,0
SCS,2,2,0
TLH,2,2,0
TBC,2,2,0
CVT,1,32,31
PTB,1,15,14
ITA,1,13,12
LAS,1,10,9
ROS,1,6,5
TDH,1,3,2
CRC,1,3,2
VTR,1,2,1
TDM,1,2,1
EVF,1,1,0
PAC,1,1,0
ITD,1,1,0
DDG,1,1,0
SAV,1,1,0
PGS,1,1,0
PFL,1,1,0
KSH,1,1,0
HAX,1,1,0
DLG,1,1,0
NCT,1,1,0
TV2,1,1,0
KLF,0,5,5
MSR,0,5,5
KDF,0,4,4
PVB,0,3,3
NTP,0,1,1
BAX,0,1,1
BCG,0,1,1
DAG,0,1,1
BTD,0,1,1
VCR,0,1,1
LHG,0,1,1
MBS,0,1,1
SRC,0,0,0
PVI,0,0,0
BIC,0,0,0
PXT,0,0,0
DQC,0,0,0
SJD,0,0,0
SD9,0,0,0
SFG,0,0,0
C47,0,0,0
SJF,0,0,0
DHT,0,0,0
TYA,0,0,0
ABS,0,0,0
DPR,0,0,0
TVN,0,0,0
FIR,0,0,0
EVE,0,0,0
NSC,0,0,0
SPI,0,0,0
VLC,0,0,0
TNI,0,0,0
SKG,0,0,0
DRH,0,0,0
POM,0,0,0
YEG,0,0,0
NRC,0,0,0
KMR,0,0,0
LSS,0,0,0
TTB,0,0,0
TAC,0,0,0
SGR,0,0,0
C69,0,0,0
SGP,0,0,0
KLB,0,0,0
ITQ,0,0,0
PVL,0,0,0
DSN,0,0,0
HVH,0,0,0
TGG,0,0,0
CIA,0,0,0
ADS,0,0,0
BCC,0,0,0
NAF,0,0,0
GDT,0,0,0
TSC,0,0,0
VGS,0,0,0
SNZ,0,0,0
VRG,0,0,0
CSM,0,0,0
DVP,0,0,0
S99,0,0,0
SLS,0,0,0
FTM,0,0,0
CHP,0,0,0
APC,0,0,0
VGC,0,0,0
BVS,0,0,0
SZL,0,0,0
TDN,0,0,0
MFS,0,0,0
