Stock,Gap,B,S
TCB,288,1020,732
POW,228,477,249
APH,207,405,198
VHM,203,535,332
MBB,159,521,362
VJC,136,184,48
SHB,117,195,78
TNG,99,182,83
NVB,83,86,3
DGC,73,135,62
SSI,51,160,109
NVL,44,101,57
PDR,42,167,125
VPI,40,53,13
VCB,39,76,37
GEX,35,186,151
SAB,35,54,19
KDC,32,40,8
AGG,29,87,58
ITA,28,92,64
HDC,28,69,41
AAA,28,66,38
VCI,26,107,81
NTC,26,47,21
VNM,25,235,210
SBT,25,141,116
NHH,24,24,0
DXG,23,110,87
SHS,23,107,84
IDC,20,84,64
DVN,19,37,18
TLG,19,25,6
VIC,16,70,54
DCM,16,36,20
DHM,16,16,0
HCM,15,160,145
MPC,15,18,3
SHI,15,15,0
HAH,14,30,16
HPX,14,19,5
SMB,13,16,3
VIB,12,64,52
TV2,12,13,1
VGI,11,63,52
G36,11,28,17
HUT,11,24,13
MBS,11,14,3
TLD,11,12,1
SIP,10,47,37
PLC,9,23,14
VTP,9,23,14
IBC,9,9,0
PAS,9,9,0
PVD,8,125,117
DXP,8,29,21
BMI,8,18,10
NT2,8,10,2
VCP,8,9,1
EVG,8,8,0
VEA,7,39,32
VPG,7,9,2
DBD,7,8,1
PSH,7,7,0
DRC,6,30,24
CSV,6,23,17
PPC,6,17,11
IMP,6,13,7
C4G,6,13,7
VGT,6,7,1
EIB,6,6,0
MSN,5,72,67
TAR,5,18,13
HQC,5,17,12
CTI,5,10,5
KDF,5,7,2
EVF,5,6,1
CSM,5,5,0
SZC,4,53,49
BVS,4,19,15
ILB,4,16,12
ART,4,6,2
ABC,4,4,0
CNG,4,4,0
PVT,3,54,51
VCS,3,28,25
MSH,3,7,4
TDC,3,5,2
NCT,3,4,1
APG,3,4,1
VNG,3,3,0
HND,3,3,0
BCC,3,3,0
GKM,3,3,0
SLS,3,3,0
SJS,3,3,0
GAS,2,95,93
TCM,2,47,45
DPM,2,41,39
PLX,2,30,28
VGC,2,9,7
CKG,2,5,3
FOX,2,5,3
DRI,2,5,3
HTN,2,3,1
C32,2,3,1
VC3,2,2,0
THG,2,2,0
GDT,2,2,0
KLB,2,2,0
FIT,2,2,0
PLP,2,2,0
KDH,1,108,107
FCN,1,34,33
QNS,1,10,9
CMX,1,7,6
DHT,1,5,4
DMC,1,4,3
TAC,1,4,3
HAX,1,3,2
PVC,1,2,1
ACM,1,1,0
ABI,1,1,0
SD6,1,1,0
SDT,1,1,0
TVS,1,1,0
SEA,1,1,0
IDV,1,1,0
NNC,1,1,0
VRC,1,1,0
BAX,1,1,0
SAV,1,1,0
BOT,1,1,0
SGR,1,1,0
BSI,1,1,0
PVI,1,1,0
TYA,1,1,0
TVN,1,1,0
BVH,0,43,43
PTB,0,9,9
TCW,0,3,3
PVB,0,2,2
HAI,0,2,2
KLF,0,2,2
VNP,0,1,1
BII,0,1,1
PHC,0,1,1
DCL,0,1,1
VIP,0,1,1
STK,0,1,1
TIP,0,1,1
DAG,0,1,1
HAP,0,1,1
HAR,0,1,1
DRH,0,1,1
HII,0,1,1
