Stock,Gap,B,S
TCH,8751,10063,1312
KDH,1356,2546,1190
ITA,1184,2895,1711
DBC,1101,2511,1410
GEX,1077,4087,3010
VJC,1017,1598,581
DGW,728,1410,682
HPG,637,4202,3565
SCR,621,1150,529
HHS,575,1173,598
LDG,556,2255,1699
VCB,545,1410,865
HNG,498,756,258
PDR,486,874,388
NVL,439,693,254
HQC,426,1241,815
DST,376,403,27
KBC,374,681,307
SZC,366,945,579
HBC,350,1562,1212
TCM,329,636,307
BID,282,1461,1179
HUT,280,395,115
FMC,276,669,393
HDG,275,794,519
DGC,254,822,568
VGI,254,662,408
AST,241,406,165
HAG,237,900,663
HVN,223,678,455
FIT,210,509,299
TIG,210,230,20
SBT,205,791,586
NVB,204,229,25
BMP,203,503,300
TDH,195,698,503
DLG,187,465,278
PET,181,812,631
KDC,176,255,79
G36,170,309,139
APH,168,452,284
LHG,166,365,199
TVB,162,337,175
PWA,159,252,93
PVS,139,511,372
SJF,126,279,153
PAS,126,194,68
DHM,122,141,19
BSR,114,255,141
ACV,113,207,94
CTR,108,269,161
DRH,105,530,425
SCS,103,159,56
VPB,94,1223,1129
GIL,93,343,250
DIG,91,710,619
BCG,86,298,212
HVH,83,250,167
PLC,83,198,115
ELC,82,249,167
DAG,82,230,148
CTF,82,92,10
VEA,72,201,129
CRE,71,181,110
TNG,66,282,216
STK,65,97,32
CEO,64,138,74
SHS,63,235,172
OIL,57,76,19
DHC,55,212,157
AMV,55,87,32
SHB,54,213,159
VCG,54,95,41
SIP,54,92,38
PHC,53,89,36
SAM,51,71,20
SAV,50,66,16
HHP,48,79,31
PFL,45,67,22
C4G,42,105,63
GKM,40,40,0
JVC,39,282,243
ITD,39,80,41
IDC,38,76,38
QNS,35,63,28
NTC,35,61,26
QCG,34,161,127
NNC,33,53,20
HAR,32,194,162
NHH,31,53,22
FTM,31,46,15
VC3,31,36,5
LTG,30,357,327
TSC,29,149,120
TLG,28,215,187
CCL,27,88,61
VLC,27,38,11
DXP,26,70,44
HDC,25,304,279
MPC,25,65,40
BCC,24,44,20
ADG,24,43,19
DMC,23,73,50
MST,22,63,41
ABS,22,48,26
NTL,21,269,248
PXL,21,34,13
TCW,21,32,11
DCL,20,61,41
TVC,19,82,63
DRI,18,85,67
NRC,18,55,37
VTR,18,32,14
SHI,17,42,25
AAV,17,39,22
HDB,16,912,896
KOS,16,56,40
IDV,16,49,33
HLD,15,90,75
PSH,15,30,15
IBC,15,20,5
SGR,15,20,5
PVP,14,47,33
DXG,13,1286,1273
ASM,13,1215,1202
VPI,13,77,64
VNG,13,59,46
SRC,12,37,25
DQC,12,29,17
THG,12,22,10
PVC,11,52,41
ABI,11,21,10
KDF,11,18,7
TCL,10,74,64
SGP,10,36,26
AGG,9,174,165
PAN,9,58,49
VPH,9,30,21
SLS,9,26,17
SFG,9,25,16
VCP,9,22,13
CVN,9,20,11
VIG,9,16,7
BAX,9,12,3
TN1,9,9,0
ORS,8,14,6
ADS,8,10,2
LIX,7,71,64
GDT,7,15,8
SFI,7,11,4
MPT,7,11,4
SMB,7,9,2
DRC,6,319,313
PGS,6,27,21
KSH,6,21,15
SBS,6,12,6
DVN,5,50,45
HPX,5,37,32
ACM,5,16,11
S99,5,8,3
KHP,5,5,0
CIA,5,5,0
HID,4,50,46
NHA,4,46,42
STH,4,31,27
NTP,4,27,23
NBB,4,26,22
TBC,4,19,15
QTP,4,9,5
ITQ,4,6,2
PXS,3,95,92
VGS,3,57,54
MLS,3,26,23
C69,3,22,19
VHE,3,8,5
PTB,2,213,211
VGT,2,63,61
VRC,2,38,36
DS3,2,11,9
BTD,2,11,9
BOT,2,4,2
SPI,2,2,0
LAS,1,42,41
VOS,1,17,16
DSN,1,17,16
PSD,1,15,14
MBS,1,13,12
PVI,1,8,7
BII,1,4,3
PVV,1,4,3
SDT,1,3,2
CTP,1,3,2
DTA,1,1,0
HSL,0,60,60
AFX,0,45,45
TDT,0,13,13
SD6,0,7,7
PAC,0,5,5
SHA,0,4,4
HAD,0,4,4
PVL,0,3,3
SD9,0,1,1
SKH,0,0,0
VTP,-1,51,52
CRC,-1,46,47
EVE,-1,21,22
SNZ,-1,20,21
TVN,-2,72,74
DTD,-2,41,43
IDJ,-2,34,36
VTD,-2,22,24
SSN,-2,15,17
TYA,-2,13,15
SD5,-2,9,11
MFS,-2,5,7
CMS,-2,4,6
FOX,-2,2,4
SDD,-2,1,3
TXM,-2,0,2
TDG,-3,85,88
VOC,-3,55,58
HII,-3,46,49
NDN,-3,40,43
BMC,-3,21,24
APC,-3,20,23
SWC,-3,15,18
VRG,-3,4,7
KLB,-3,3,6
TVS,-3,0,3
HCD,-4,92,96
FIR,-4,51,55
AAS,-4,31,35
YEG,-4,26,30
HDA,-4,24,28
CHP,-4,10,14
TTZ,-4,3,7
PXT,-5,24,29
NSC,-5,23,28
LIG,-5,14,19
PGN,-5,10,15
DHT,-5,6,11
TDN,-5,4,9
VCS,-6,136,142
VNP,-6,16,22
KLF,-7,33,40
SBV,-7,24,31
TNT,-7,16,23
HND,-7,5,12
LGL,-8,18,26
EVF,-8,13,21
VNA,-8,2,10
TTH,-8,1,9
TLD,-9,236,245
TNI,-9,105,114
SRA,-9,24,33
ASP,-9,7,16
ASG,-9,7,16
CLG,-9,4,13
HAX,-10,330,340
BWE,-11,263,274
PVB,-11,87,98
ACL,-11,26,37
CSM,-11,18,29
L14,-11,17,28
DNM,-12,15,27
QBS,-12,13,25
TGG,-13,33,46
SZL,-13,25,38
CTI,-14,451,465
AGM,-14,26,40
VSH,-14,23,37
DBD,-14,8,22
MML,-14,6,20
SEA,-15,33,48
DDG,-16,56,72
TTN,-16,32,48
VNE,-16,5,21
GAB,-17,33,50
MCH,-17,25,42
DVP,-18,16,34
CMG,-19,52,71
BSI,-19,28,47
BCM,-19,23,42
DPR,-19,16,35
CNG,-19,4,23
HAH,-20,154,174
FTS,-20,72,92
LSS,-22,127,149
TCT,-23,29,52
MSR,-24,41,65
DHA,-24,30,54
PC1,-25,122,147
EIB,-26,70,96
TTB,-27,86,113
ART,-27,9,36
SBA,-28,8,36
PHR,-29,730,759
REE,-29,178,207
NT2,-30,59,89
ABC,-30,19,49
VCR,-32,81,113
NCT,-32,13,45
C47,-33,48,81
HCM,-35,694,729
VSC,-35,115,150
SJD,-35,73,108
TV2,-35,30,65
TAR,-36,110,146
TIP,-37,102,139
BIC,-39,55,94
C32,-39,42,81
IMP,-39,40,79
TAC,-40,24,64
VIX,-41,259,300
MHC,-41,70,111
SJS,-41,62,103
MBG,-42,30,72
BVS,-43,21,64
HTN,-46,117,163
IJC,-47,224,271
VPG,-49,184,233
PLP,-49,44,93
CKG,-50,163,213
BFC,-50,72,122
DPG,-52,494,546
TDC,-58,91,149
KMR,-58,41,99
TNA,-60,23,83
OGC,-61,114,175
MSH,-65,76,141
VCI,-67,448,515
SKG,-67,114,181
NAF,-67,43,110
POW,-69,878,947
HAI,-72,172,244
PPC,-72,51,123
ILB,-73,81,154
CSV,-74,121,195
ANV,-75,135,210
CVT,-76,0,76
GEG,-82,177,259
IDI,-83,878,961
SMC,-91,99,190
APG,-95,86,181
VIP,-96,123,219
D2D,-98,230,328
FRT,-98,163,261
TPB,-100,356,456
VIB,-100,158,258
POM,-100,141,241
TDM,-102,139,241
SAB,-104,527,631
ROS,-109,398,507
CMX,-109,121,230
PVD,-110,1222,1332
VHC,-112,170,282
ACB,-121,518,639
FCN,-125,287,412
PLX,-127,438,565
AGR,-134,263,397
EVG,-138,124,262
CTS,-146,160,306
AAA,-160,864,1024
PVT,-161,471,632
LCG,-166,519,685
VNM,-174,747,921
KSB,-181,396,577
DAH,-195,104,299
BVH,-196,404,600
TLH,-202,370,572
HT1,-207,438,645
AMD,-214,204,418
NLG,-219,293,512
STB,-229,1238,1467
CII,-241,435,676
VRE,-246,1210,1456
PNJ,-260,493,753
GMD,-266,527,793
CTG,-281,1487,1768
FPT,-285,940,1225
GTN,-286,451,737
HAP,-289,352,641
VIC,-361,518,879
GAS,-368,894,1262
MWG,-380,510,890
BMI,-403,117,520
VGC,-405,173,578
CTD,-415,550,965
GVR,-420,640,1060
TTF,-433,441,874
DCM,-464,565,1029
