Stock,Gap,B,S
TCB,673,1271,598
PDR,223,337,114
AGG,205,268,63
STB,171,486,315
ACB,143,368,225
MBB,142,564,422
NVL,118,238,120
PVD,82,236,154
VJC,80,154,74
ITA,75,174,99
VPB,72,259,187
HNG,69,195,126
KDC,55,71,16
VRE,49,270,221
FRT,49,158,109
PVS,48,173,125
APH,48,123,75
VPI,46,55,9
HAG,43,132,89
BID,42,181,139
NTC,42,58,16
AMV,38,45,7
HVN,34,65,31
PHR,33,70,37
KDH,31,90,59
SBT,30,116,86
VCI,29,66,37
FIT,29,63,34
LCG,28,89,61
TPB,28,81,53
CTG,26,322,296
CKG,25,45,20
HPX,23,27,4
NHH,23,25,2
VIX,22,126,104
TCM,22,68,46
VNM,21,365,344
HDB,21,146,125
DBC,21,137,116
ASM,20,78,58
CTD,19,93,74
CRE,19,72,53
HBC,18,154,136
NVB,18,62,44
MSR,16,36,20
GAS,15,74,59
FCN,15,28,13
CEO,14,33,19
GEX,13,295,282
ORS,13,16,3
CTR,12,68,56
ROS,12,18,6
HUT,11,17,6
GEG,11,16,5
SCR,10,69,59
ACV,10,51,41
HAH,10,49,39
PVT,10,49,39
PTB,9,17,8
NTL,9,13,4
SIP,8,107,99
TCH,8,72,64
TLG,8,14,6
HDC,8,11,3
TCL,8,10,2
KLB,8,8,0
FLC,7,35,28
VSC,7,18,11
DVN,7,17,10
TIG,7,13,6
TV2,7,13,6
VGS,7,8,1
PSH,7,8,1
CRC,7,8,1
EVG,7,7,0
CTS,6,12,6
VIG,6,10,4
SHI,6,6,0
HHP,6,6,0
IMP,5,7,2
GKM,5,7,2
MPC,5,6,1
NDN,4,20,16
SBS,4,11,7
DPR,4,8,4
DXP,4,8,4
MST,4,7,3
LIX,4,6,2
NLG,3,39,36
VIB,3,30,27
DGC,3,30,27
DGW,3,14,11
LAS,3,6,3
TDT,3,6,3
DHT,3,4,1
VCR,3,4,1
BCM,3,3,0
KSH,3,3,0
SBA,3,3,0
IBC,3,3,0
IDC,2,63,61
D2D,2,19,17
NCT,2,12,10
VGT,2,11,9
PAS,2,6,4
VOS,2,6,4
VLC,2,5,3
MCH,2,4,2
PVB,2,4,2
PXS,2,3,1
SKG,2,3,1
C69,2,3,1
BIC,2,3,1
DBD,2,3,1
PC1,2,3,1
DHM,2,3,1
VC3,2,3,1
BSI,2,2,0
NSC,2,2,0
S99,2,2,0
THG,2,2,0
PGN,2,2,0
NBB,2,2,0
ACM,2,2,0
GVR,1,90,89
TAR,1,28,27
SZC,1,28,27
PLP,1,13,12
HHS,1,13,12
FTS,1,6,5
SMC,1,3,2
NAF,1,3,2
DMC,1,3,2
VNE,1,3,2
VTR,1,2,1
HAX,1,2,1
GAB,1,2,1
MML,1,2,1
POM,1,1,0
TAC,1,1,0
MLS,1,1,0
DDG,1,1,0
CVT,1,1,0
VRC,1,1,0
MFS,1,1,0
TDN,1,1,0
DAH,1,1,0
CIA,1,1,0
TSC,1,1,0
ACL,1,1,0
SFI,1,1,0
TN1,1,1,0
TCW,1,1,0
SDT,1,1,0
HID,1,1,0
TBC,1,1,0
BII,1,1,0
VTP,0,18,18
NT2,0,14,14
PVI,0,5,5
VSH,0,5,5
PVC,0,5,5
L14,0,4,4
BCG,0,4,4
HLD,0,4,4
DRH,0,3,3
DRI,0,2,2
SJS,0,2,2
TVN,0,2,2
SZL,0,2,2
BAX,0,2,2
TIP,0,2,2
HII,0,1,1
SPI,0,1,1
APG,0,1,1
HAR,0,1,1
PHC,0,1,1
NNC,0,1,1
DST,0,1,1
KMR,0,0,0
YEG,0,0,0
SGR,0,0,0
TLD,0,0,0
TTB,0,0,0
LSS,0,0,0
ILB,0,0,0
ITD,0,0,0
PVL,0,0,0
ABC,0,0,0
DSN,0,0,0
SRC,0,0,0
SD9,0,0,0
SFG,0,0,0
DHA,0,0,0
SJD,0,0,0
PXT,0,0,0
EVE,0,0,0
TNI,0,0,0
HAD,0,0,0
AGM,0,0,0
VPH,0,0,0
ADS,0,0,0
HVH,0,0,0
TGG,0,0,0
GDT,0,0,0
SLS,0,0,0
FTM,0,0,0
CHP,0,0,0
APC,0,0,0
DVP,0,0,0
BOT,0,0,0
PSD,0,0,0
SWC,0,0,0
VHE,0,0,0
MPT,0,0,0
DNM,0,0,0
IDV,0,0,0
DTA,0,0,0
SAM,0,0,0
SBV,0,0,0
TDG,0,0,0
HCD,0,0,0
JVC,0,0,0
MHC,0,0,0
STH,0,0,0
QBS,0,0,0
PFL,0,0,0
KHP,0,0,0
HDA,0,0,0
CTP,0,0,0
DS3,0,0,0
TVB,0,0,0
SD6,0,0,0
CMS,0,0,0
ABI,0,0,0
VNG,0,0,0
CTF,0,0,0
VNP,0,0,0
PXL,0,0,0
SHA,0,0,0
SD5,0,0,0
TTH,0,0,0
TVS,0,0,0
SSN,0,0,0
CLG,0,0,0
SKH,0,0,0
TNT,0,0,0
TTZ,0,0,0
VNA,0,0,0
PVV,0,0,0
LGL,0,0,0
SDD,0,0,0
HSL,0,0,0
TXM,0,0,0
TTN,0,0,0
TDC,-1,41,42
TTF,-1,11,12
QNS,-1,7,8
CVN,-1,6,7
VRG,-1,4,5
CSV,-1,4,5
DLG,-1,3,4
VCP,-1,3,4
EVF,-1,2,3
ABS,-1,2,3
IDJ,-1,2,3
NTP,-1,2,3
