Stock,Gap,B,S
SWC,0,15,15
SBV,0,14,14
SFG,0,12,12
ACM,0,10,10
SRC,0,8,8
VPH,0,8,8
SBA,0,8,8
PAC,0,6,6
VKC,0,2,2
DS3,0,2,2
SKH,0,1,1
BVG,0,0,0
FOX,0,0,0
EIN,0,0,0
TLH,-1,33,34
VTP,-1,25,26
VGC,-1,21,22
DXP,-1,21,22
ABC,-1,3,4
DZM,-1,3,4
SDT,-1,3,4
TDT,-1,2,3
ATB,-1,1,2
ITQ,-1,0,1
CDO,-1,0,1
PVD,-2,391,393
FMC,-2,138,140
VNG,-2,73,75
MBG,-2,45,47
TVC,-2,39,41
VEA,-2,23,25
VIG,-2,6,8
ASP,-2,5,7
TA9,-2,5,7
SSN,-2,5,7
TTH,-2,3,5
BOT,-2,0,2
CIA,-2,0,2
VND,-3,205,208
TDM,-3,47,50
CRC,-3,28,31
SD6,-3,26,29
HLD,-3,22,25
MCH,-3,16,19
CVN,-3,7,10
ASG,-3,2,5
LHG,-4,214,218
OIL,-4,10,14
PGN,-4,2,6
PSD,-4,1,5
DLG,-5,137,142
ILB,-5,14,19
DCL,-5,13,18
LGL,-5,10,15
QTP,-5,8,13
BCC,-5,3,8
MML,-5,3,8
VGS,-5,2,7
ORS,-5,1,6
VOC,-6,60,66
FIT,-6,50,56
VRC,-6,22,28
IDV,-6,8,14
VHE,-6,0,6
TDG,-7,144,151
VCS,-7,72,79
TLG,-7,36,43
DNM,-7,24,31
MSH,-7,17,24
MLS,-7,13,20
NRC,-7,13,20
STH,-7,7,14
D2D,-8,286,294
L14,-8,14,22
TCW,-8,1,9
YEG,-9,23,32
MIG,-9,0,9
GDT,-10,6,16
TV2,-11,32,43
PWA,-11,14,25
TGG,-12,40,52
PAN,-12,23,35
AGR,-13,87,100
DBD,-13,48,61
SGR,-13,5,18
FTM,-14,29,43
MHC,-14,23,37
IDC,-14,13,27
NSC,-14,8,22
AMV,-15,49,64
ACV,-15,14,29
IMP,-16,79,95
AST,-16,66,82
IDJ,-16,56,72
QBS,-16,7,23
TVB,-17,98,115
HAP,-17,55,72
HUT,-17,43,60
CTI,-17,39,56
HU3,-18,4,22
TBC,-19,2,21
DGC,-20,159,179
LSS,-20,30,50
DST,-20,22,42
HTN,-20,0,20
IJC,-21,58,79
SJD,-21,15,36
CSM,-21,15,36
SAM,-21,14,35
VRG,-21,0,21
NCT,-24,2,26
ACL,-25,11,36
SJS,-26,10,36
TAR,-27,56,83
HSL,-27,12,39
EVF,-27,8,35
TDH,-28,110,138
STK,-29,56,85
NTL,-30,121,151
TCT,-30,4,34
DMC,-33,25,58
VCB,-35,718,753
FRT,-36,317,353
BIC,-37,16,53
KMR,-38,93,131
BCG,-38,78,116
CCL,-38,58,96
C47,-38,41,79
BCE,-44,21,65
TNA,-46,128,174
CKG,-50,33,83
GAB,-50,22,72
HAR,-51,92,143
DHM,-52,61,113
TCL,-53,98,151
PC1,-55,145,200
AMD,-56,217,273
GMD,-56,115,171
BWE,-56,98,154
EIB,-57,87,144
TTB,-60,113,173
HNG,-61,150,211
BID,-63,725,788
BFC,-63,80,143
OGC,-66,178,244
DRC,-71,221,292
NKG,-72,259,331
FTS,-73,62,135
PVT,-76,239,315
CMX,-76,79,155
JVC,-77,84,161
BMP,-80,167,247
DIG,-83,185,268
TIP,-84,65,149
HCM,-86,681,767
FCN,-86,210,296
VCI,-92,272,364
DXG,-93,428,521
GIL,-96,185,281
LCG,-99,199,298
NLG,-102,119,221
VNM,-107,1130,1237
FLC,-110,1412,1522
TPB,-110,246,356
ROS,-117,328,445
HQC,-119,296,415
HAG,-122,459,581
HAI,-127,258,385
CVT,-129,144,273
SAB,-132,255,387
HPG,-136,3019,3155
GAS,-160,734,894
DPM,-164,381,545
MWG,-202,511,713
VHM,-208,1229,1437
CTD,-231,272,503
SHS,-236,80,316
HDB,-250,497,747
APG,-289,31,320
DBC,-342,334,676
SSI,-353,525,878
MSN,-375,1604,1979
STB,-395,1253,1648
DCM,-407,586,993
VRE,-408,984,1392
CTG,-559,1064,1623
ITA,-560,657,1217
PNJ,-570,899,1469
TTF,-1202,1225,2427
