Stock,Gap,B,S
TVB,-4,5,9
HAX,-4,5,9
IJC,-4,4,8
OGC,-4,0,4
KDF,-4,0,4
NDN,-5,2,7
TLD,-5,2,7
VSC,-5,1,6
SJD,-5,1,6
DRI,-5,0,5
VOC,-5,0,5
DXP,-5,0,5
VGC,-6,5,11
LAS,-6,5,11
MST,-6,0,6
SMC,-6,0,6
NKG,-7,59,66
OIL,-7,3,10
VGI,-7,3,10
EIB,-7,2,9
NT2,-7,1,8
LHG,-7,1,8
TVC,-7,1,8
DGC,-8,26,34
HCM,-9,77,86
LDG,-9,4,13
LCG,-10,32,42
HDC,-10,4,14
VCG,-11,27,38
LTG,-11,15,26
HVH,-11,3,14
ANV,-11,0,11
KDH,-12,19,31
DHC,-12,13,25
VIB,-13,31,44
VHC,-13,13,26
FMC,-14,0,14
KBC,-15,35,50
HLD,-15,2,17
HVN,-17,8,25
TCM,-17,8,25
NLG,-18,13,31
DCM,-18,13,31
TPB,-20,44,64
HNG,-21,18,39
SHS,-22,24,46
ACB,-23,99,122
DIG,-24,47,71
DXG,-24,38,62
SHB,-24,32,56
HDG,-25,44,69
VND,-29,5,34
VIC,-30,77,107
VRE,-31,138,169
PNJ,-32,67,99
PET,-32,13,45
HBC,-34,116,150
PHR,-39,77,116
AAA,-40,70,110
GTN,-46,13,59
ASM,-47,23,70
GEX,-50,184,234
CVT,-53,0,53
FLC,-61,20,81
STB,-62,110,172
MBB,-68,164,232
VIX,-76,42,118
GMD,-77,33,110
CTD,-84,25,109
HDB,-91,80,171
VCI,-95,43,138
VNM,-113,273,386
HSG,-113,142,255
HPG,-127,820,947
MWG,-138,74,212
