Stock,Gap,B,S
APH,325,508,183
VPB,138,399,261
FPT,82,300,218
CTG,73,393,320
PDR,70,134,64
VCB,68,189,121
VCS,63,117,54
BVH,59,113,54
ITA,45,101,56
KDC,44,50,6
VPI,41,54,13
SAB,39,49,10
DRC,31,72,41
VJC,31,67,36
VHM,29,163,134
PVT,29,66,37
BSR,26,55,29
PLX,25,136,111
PVS,25,133,108
TCH,23,92,69
NHH,23,24,1
GAS,22,184,162
SIP,21,43,22
HPX,20,24,4
NTC,19,27,8
CTR,18,48,30
SBT,16,127,111
NVL,15,82,67
TNG,14,39,25
VCR,14,35,21
HUT,14,20,6
NVB,12,32,20
DRH,12,16,4
BID,11,82,71
PTB,11,32,21
POW,11,31,20
IDC,11,19,8
LIX,11,16,5
SRC,11,12,1
SCR,10,23,13
HAH,10,19,9
REE,9,25,16
DPM,8,33,25
G36,8,20,12
KOS,8,9,1
BWE,7,18,11
VTD,7,9,2
HTN,7,9,2
CII,6,17,11
CKG,6,16,10
PC1,6,11,5
SHI,6,6,0
DMC,6,6,0
VPG,5,23,18
D2D,5,22,17
TDM,5,16,11
TAR,5,11,6
CSV,5,9,4
AGR,5,6,1
CRC,5,5,0
TCB,4,419,415
SSI,4,86,82
FCN,4,47,43
KSB,4,33,29
IBC,4,5,1
HAI,4,5,1
IMP,4,4,0
HHP,4,4,0
SWC,4,4,0
NNC,4,4,0
HT1,3,20,17
VGT,3,9,6
VCP,3,9,6
TDH,3,8,5
BFC,3,5,2
VSH,3,3,0
TTF,2,9,7
PLP,2,6,4
TIP,2,4,2
NTP,2,3,1
TDC,2,3,1
AFX,2,2,0
PSD,2,2,0
ABS,2,2,0
PAC,2,2,0
TV2,2,2,0
PSH,2,2,0
CRE,1,29,28
CEO,1,11,10
VTP,1,10,9
BMP,1,7,6
PGS,1,6,5
C32,1,5,4
PAS,1,5,4
CTS,1,5,4
ADG,1,4,3
TLG,1,4,3
PVB,1,4,3
MML,1,4,3
MLS,1,3,2
TCL,1,3,2
MPC,1,3,2
HAR,1,2,1
C4G,1,2,1
CNG,1,2,1
PVP,1,2,1
FTS,1,2,1
HAD,1,1,0
SLS,1,1,0
KMR,1,1,0
EVF,1,1,0
KLF,1,1,0
VNE,1,1,0
CMG,1,1,0
VNG,1,1,0
CTF,1,1,0
TDG,1,1,0
PHC,1,1,0
DAG,1,1,0
PVD,0,158,158
SZC,0,38,38
BMI,0,21,21
FRT,0,10,10
MCH,0,9,9
SKG,0,8,8
MSR,0,5,5
QNS,0,5,5
MSH,0,2,2
BCG,0,1,1
BVS,0,1,1
BOT,0,1,1
SAV,0,1,1
SRA,0,1,1
BIC,0,1,1
PAN,0,1,1
PVC,0,1,1
LIG,0,1,1
SCS,0,1,1
HND,0,1,1
PFL,0,1,1
MFS,0,0,0
AGM,0,0,0
BAX,0,0,0
DAH,0,0,0
DBD,0,0,0
VPH,0,0,0
APG,0,0,0
VRC,0,0,0
CSM,0,0,0
DVP,0,0,0
ORS,0,0,0
S99,0,0,0
FTM,0,0,0
CHP,0,0,0
CIA,0,0,0
SMB,0,0,0
TGG,0,0,0
ADS,0,0,0
GKM,0,0,0
GDT,0,0,0
NAF,0,0,0
TSC,0,0,0
C69,0,0,0
FIT,0,0,0
BSI,0,0,0
PVL,0,0,0
ITQ,0,0,0
KLB,0,0,0
ABC,0,0,0
DDG,0,0,0
YEG,0,0,0
NRC,0,0,0
TTB,0,0,0
SGR,0,0,0
TAC,0,0,0
SJF,0,0,0
C47,0,0,0
DPR,0,0,0
FIR,0,0,0
TYA,0,0,0
EVE,0,0,0
NSC,0,0,0
PVI,0,0,0
PXT,0,0,0
EVG,0,0,0
DQC,0,0,0
CTI,0,0,0
SD9,0,0,0
DHA,0,0,0
SHA,0,0,0
TN1,0,0,0
TCW,0,0,0
HID,0,0,0
TTH,0,0,0
CCL,0,0,0
SD5,0,0,0
SDT,0,0,0
DHM,0,0,0
SFI,0,0,0
TCT,0,0,0
CTP,0,0,0
HDA,0,0,0
ACL,0,0,0
PXL,0,0,0
ACM,0,0,0
CVN,0,0,0
VNP,0,0,0
SD6,0,0,0
CMS,0,0,0
LGL,0,0,0
BII,0,0,0
TXM,0,0,0
TTN,0,0,0
TBC,0,0,0
HSL,0,0,0
TLH,0,0,0
SKH,0,0,0
CLG,0,0,0
SSN,0,0,0
TVS,0,0,0
VOS,0,0,0
PVV,0,0,0
TTZ,0,0,0
VNA,0,0,0
TNT,0,0,0
DLG,0,0,0
SBA,0,0,0
SBV,0,0,0
SAM,0,0,0
DTA,0,0,0
IDV,0,0,0
HCD,0,0,0
THG,0,0,0
VHE,0,0,0
MPT,0,0,0
BTD,0,0,0
BCM,0,0,0
KSH,0,0,0
DNM,0,0,0
ART,0,0,0
ASP,0,0,0
ASG,0,0,0
FOX,0,0,0
BMC,0,0,0
KHP,0,0,0
QBS,0,0,0
STK,0,0,0
SBS,0,0,0
MHC,0,0,0
VIG,0,0,0
JVC,0,0,0
NBB,0,0,0
STH,0,0,0
DCL,0,0,0
DBC,-1,33,34
HAG,-1,10,11
DGW,-1,10,11
GIL,-1,10,11
GEG,-1,7,8
VC3,-1,2,3
VIP,-1,2,3
SJS,-1,1,2
PPC,-1,1,2
TDN,-1,0,1
HAP,-1,0,1
APC,-1,0,1
SGP,-1,0,1
DSN,-1,0,1
LSS,-1,0,1
DHT,-1,0,1
VLC,-1,0,1
SPI,-1,0,1
VTR,-1,0,1
TNI,-1,0,1
SFG,-1,0,1
DS3,-1,0,1
AAS,-1,0,1
ABI,-1,0,1
MBS,-1,0,1
TNA,-1,0,1
SEA,-1,0,1
QCG,-1,0,1
NCT,-1,0,1
PGN,-1,0,1
TIG,-1,0,1
TDT,-1,0,1
GVR,-2,70,72
DPG,-2,29,31
ACV,-2,25,27
HHS,-2,10,12
PLC,-2,9,11
ILB,-2,3,5
VGS,-2,1,3
ITD,-2,1,3
L14,-2,1,3
HII,-2,1,3
HQC,-2,1,3
DTD,-2,1,3
QTP,-2,0,2
CMX,-2,0,2
PXS,-2,0,2
AAV,-2,0,2
NHA,-2,0,2
MSN,-3,64,67
NTL,-3,7,10
ELC,-3,5,8
ROS,-3,3,6
AMV,-3,3,6
VEA,-3,2,5
AST,-3,2,5
SNZ,-3,1,4
BCC,-3,1,4
TVN,-3,1,4
IDJ,-3,0,3
SZL,-3,0,3
VRG,-3,0,3
POM,-3,0,3
AMD,-3,0,3
PWA,-3,0,3
MBG,-3,0,3
DST,-3,0,3
DVN,-3,0,3
AGG,-4,22,26
IDI,-4,7,11
GAB,-4,6,10
