Stock,Gap,B,S
HPG,2428,4875,2447
HBC,1983,3515,1532
MBB,1760,2984,1224
DBC,1521,2922,1401
HSG,1466,2817,1351
BID,1383,2927,1544
POW,1109,2170,1061
HVN,1032,1532,500
TCB,855,2872,2017
VJC,806,1084,278
SSI,732,2212,1480
CTG,706,2128,1422
PLX,534,943,409
NVL,518,1258,740
STB,504,1867,1363
TVC,420,507,87
FPT,415,1146,731
VRE,404,1453,1049
GTN,399,1443,1044
DRC,389,803,414
NKG,375,1262,887
GVR,351,1506,1155
ACB,340,1433,1093
VPB,338,971,633
GMD,307,1661,1354
APH,257,455,198
VIC,253,953,700
GIL,250,457,207
PVD,249,1040,791
DGW,249,500,251
VIX,231,381,150
TV2,224,494,270
SBS,221,289,68
SHB,218,606,388
G36,207,338,131
HDB,199,891,692
PHR,194,704,510
TIG,193,222,29
GAS,191,778,587
KSB,185,1044,859
VND,183,1002,819
KDC,169,319,150
CKG,168,422,254
TCH,161,849,688
REE,161,350,189
PDR,156,515,359
DIG,155,828,673
VHM,151,1267,1116
SAB,147,217,70
VNM,133,1714,1581
VCB,131,612,481
HDC,130,350,220
SBT,128,543,415
PNJ,127,1050,923
IMP,117,156,39
NHH,113,157,44
EVG,111,242,131
IDI,105,544,439
HAX,103,299,196
PLP,102,180,78
HT1,92,580,488
APG,91,129,38
SHS,86,297,211
CEO,81,238,157
FTS,80,208,128
TPB,79,467,388
FIT,79,434,355
HCM,77,1481,1404
GEG,76,293,217
ORS,76,107,31
HUT,76,98,22
AMV,75,124,49
HHP,72,90,18
SIP,64,196,132
PPC,63,310,247
DVN,60,158,98
DTA,59,99,40
TSC,55,219,164
TDH,54,617,563
PHC,54,93,39
EIB,53,151,98
TVB,53,141,88
C47,53,124,71
CRE,51,215,164
IDC,51,204,153
CII,49,392,343
VPI,49,84,35
CTD,47,978,931
VNA,45,63,18
AAV,44,79,35
FIR,43,62,19
CVT,41,77,36
AST,40,171,131
SAM,40,73,33
LAS,39,59,20
KMR,39,54,15
HII,38,106,68
PSH,38,52,14
IBC,38,48,10
TIP,36,85,49
KLF,36,50,14
CTF,36,36,0
BMP,34,236,202
TDC,34,202,168
PAS,34,64,30
BSI,31,84,53
SRC,31,84,53
OIL,31,82,51
VSC,30,185,155
CRC,30,125,95
MSH,30,113,83
BSR,29,329,300
BII,28,41,13
TGG,28,41,13
CNG,28,34,6
ACV,27,110,83
BMC,27,57,30
VCI,25,522,497
ADG,25,67,42
DAH,23,118,95
PGS,23,85,62
BCC,23,51,28
DST,23,46,23
NTP,23,34,11
VC3,23,32,9
CSM,22,49,27
ABS,20,144,124
VOC,20,75,55
HPX,20,42,22
NNC,19,208,189
ELC,19,83,64
STK,19,48,29
PVC,19,36,17
ACL,18,46,28
VEA,17,93,76
DXP,17,81,64
NHA,17,36,19
SD6,17,25,8
ASM,16,841,825
PAN,16,480,464
NAF,16,198,182
DPR,16,79,63
TVN,16,41,25
KLB,16,19,3
DTD,15,59,44
VPG,14,105,91
DCL,12,39,27
MLS,12,24,12
VTD,12,21,9
MBS,11,42,31
DHA,11,24,13
DQC,11,23,12
KSH,10,18,8
QTP,10,13,3
DHT,10,11,1
ADS,10,10,0
VTR,9,26,17
SJD,8,40,32
APC,8,38,30
TYA,8,31,23
EVE,8,25,17
VTP,7,60,53
TAC,7,41,34
EVF,7,28,21
NRC,7,24,17
SGR,7,21,14
PXT,7,9,2
SBV,6,51,45
CMG,6,50,44
VGS,6,35,29
SPI,6,11,5
DS3,6,8,2
SMC,5,65,60
LIX,5,47,42
TCT,5,30,25
C69,5,22,17
GAB,5,21,16
ITD,5,14,9
NBB,5,6,1
