Stock,Gap,B,S
GKM,5,5,0
DAG,4,178,174
PWA,4,33,29
PGN,4,24,20
TTH,4,18,14
TVS,4,17,13
CHP,4,17,13
BTD,4,16,12
MPT,4,12,8
PFL,4,10,6
SD5,4,10,6
VRC,3,105,102
CVN,3,63,60
FTM,3,41,38
SNZ,3,12,9
VHE,3,7,4
BOT,3,6,3
HAD,3,5,2
PVV,3,4,1
NLG,2,373,371
MHC,2,48,46
SHI,2,45,43
SWC,2,20,18
GDT,2,12,10
ITQ,2,7,5
TBC,2,3,1
SKH,2,3,1
CMS,2,2,0
PTB,1,128,127
QCG,1,125,124
PXS,1,31,30
VRG,1,31,30
AFX,1,28,27
MFS,1,18,17
DNM,1,17,16
ABI,1,8,7
TXM,1,5,4
PVP,1,4,3
PVL,1,4,3
TTZ,1,2,1
VCP,0,46,46
ASG,0,24,24
VIG,0,18,18
VCR,0,17,17
IDV,0,10,10
SDT,0,6,6
SD9,0,0,0
HAR,-1,138,139
HND,-1,28,29
ASP,-1,19,20
TN1,-1,2,3
SRA,-2,62,64
TTN,-2,17,19
SSN,-2,13,15
SBA,-2,7,9
ACM,-2,4,6
SDD,-2,1,3
SFG,-2,0,2
OGC,-3,198,201
C32,-3,107,110
L14,-3,25,28
CTP,-3,2,5
GEX,-4,1547,1551
IDJ,-4,35,39
VGT,-4,23,27
MPC,-4,19,23
NCT,-4,18,22
STH,-4,9,13
ABC,-4,5,9
S99,-4,5,9
MML,-5,25,30
THG,-5,9,14
DDG,-6,67,73
VCG,-6,38,44
VNP,-6,15,21
CIA,-6,7,13
PSD,-6,6,12
MCH,-6,5,11
TDN,-6,4,10
SEA,-6,2,8
BAX,-6,2,8
TCW,-6,0,6
CTR,-7,299,306
TAR,-7,74,81
VNE,-7,33,40
HLD,-7,25,32
SGP,-7,11,18
SAV,-7,10,17
PVB,-8,62,70
LTG,-8,50,58
HDA,-8,22,30
MST,-8,22,30
VPH,-8,16,24
HID,-8,14,22
PXL,-8,13,21
FOX,-8,12,20
SLS,-8,9,17
SHA,-8,2,10
PVI,-8,2,10
MSR,-9,79,88
SZL,-9,42,51
CLG,-9,14,23
PAC,-9,1,10
AAS,-10,98,108
TLG,-10,73,83
ART,-10,66,76
TDT,-10,24,34
SMB,-10,12,22
TNT,-10,9,19
AGM,-10,9,19
DHC,-11,290,301
VLC,-11,15,26
VCS,-12,87,99
VSH,-12,9,21
NSC,-13,19,32
DSN,-14,22,36
SFI,-15,11,26
HCD,-16,37,53
HNG,-17,393,410
FCN,-18,263,281
LIG,-19,27,46
DHM,-20,105,125
HVH,-20,59,79
NVB,-20,39,59
KOS,-20,19,39
DMC,-21,57,78
QNS,-22,28,50
NTC,-22,24,46
BCG,-23,399,422
SJS,-23,43,66
LGL,-23,13,36
BIC,-24,87,111
KHP,-24,28,52
VHC,-25,372,397
CCL,-26,70,96
C4G,-26,58,84
NDN,-26,47,73
VGI,-28,162,190
SCS,-28,70,98
DRI,-28,64,92
HAP,-30,86,116
VIP,-30,56,86
CTI,-31,196,227
DBD,-31,14,45
MWG,-32,708,740
ILB,-32,82,114
KDH,-33,605,638
NT2,-34,158,192
NTL,-35,236,271
YEG,-35,21,56
VNG,-39,66,105
ANV,-40,173,213
TTB,-40,108,148
TNA,-40,61,101
SKG,-41,140,181
DLG,-44,192,236
DVP,-47,77,124
DPG,-48,326,374
MBG,-48,58,106
SCR,-49,421,470
QBS,-49,29,78
IJC,-51,172,223
VGC,-53,118,171
HDG,-54,522,576
PLC,-55,83,138
CMX,-57,215,272
VOS,-58,240,298
TCL,-59,183,242
POM,-61,241,302
DGC,-62,378,440
JVC,-62,135,197
HQC,-63,222,285
ROS,-64,407,471
PC1,-64,86,150
BCM,-64,41,105
MSN,-65,625,690
LDG,-66,591,657
D2D,-66,251,317
FMC,-67,427,494
TLH,-69,175,244
TNG,-72,193,265
HTN,-73,129,202
BMI,-74,254,328
TNI,-75,74,149
AAA,-76,434,510
VIB,-77,380,457
PVS,-77,353,430
HSL,-78,94,172
HAG,-83,588,671
LSS,-84,123,207
CTS,-85,231,316
AMD,-85,139,224
BVS,-88,103,191
DCM,-91,742,833
HAH,-91,358,449
SZC,-97,584,681
AGG,-98,229,327
TDG,-98,105,203
LHG,-99,94,193
DRH,-104,229,333
CSV,-104,113,217
FLC,-106,936,1042
LCG,-107,518,625
TTF,-114,452,566
TDM,-115,267,382
SJF,-120,219,339
BFC,-120,160,280
AGR,-152,676,828
BVH,-158,732,890
TLD,-160,324,484
PVT,-168,505,673
HHS,-174,297,471
TCM,-174,234,408
DXG,-187,1131,1318
KBC,-216,726,942
FRT,-221,727,948
PET,-228,477,705
HAI,-289,322,611
BWE,-409,392,801
DPM,-412,871,1283
ITA,-512,1287,1799
