Stock,Gap,B,S
MHC,-29,53,82
KMR,-29,37,66
BVS,-29,5,34
DGC,-30,507,537
AGR,-31,74,105
CKG,-31,52,83
TV2,-32,39,71
DCL,-32,20,52
VCS,-33,44,77
HUT,-33,17,50
HSL,-33,14,47
BFC,-34,107,141
TCM,-35,115,150
HAH,-36,21,57
C32,-40,69,109
SFG,-40,24,64
KLF,-40,15,55
ART,-40,4,44
PAN,-42,21,63
VGC,-43,22,65
C47,-44,10,54
TSC,-48,107,155
FCN,-49,175,224
CMX,-49,77,126
TDH,-50,114,164
PNJ,-51,1101,1152
FIT,-51,73,124
LCG,-53,900,953
HCD,-53,55,108
CTD,-56,788,844
TVB,-56,55,111
JVC,-57,70,127
HAP,-57,42,99
TAR,-57,33,90
VRC,-57,27,84
CTS,-61,16,77
DRH,-62,125,187
DXG,-63,888,951
DHC,-63,108,171
PTB,-63,67,130
FMC,-65,123,188
HHS,-68,402,470
GAB,-68,15,83
FRT,-69,245,314
TNI,-69,44,113
BWE,-70,175,245
TNA,-71,134,205
VPG,-71,96,167
PVS,-78,122,200
TIP,-81,48,129
BMP,-86,329,415
HAX,-88,110,198
LIX,-88,22,110
TDC,-92,110,202
DPG,-94,98,192
SJF,-97,76,173
CCL,-99,51,150
FTS,-100,18,118
PET,-110,82,192
IDI,-112,120,232
AAA,-116,141,257
SHS,-116,63,179
AMD,-128,138,266
VSC,-128,64,192
CTG,-137,1516,1653
HVN,-137,84,221
PVT,-144,262,406
DLG,-145,111,256
TPB,-149,226,375
DGW,-153,521,674
HAG,-170,411,581
FPT,-174,864,1038
APG,-183,28,211
ANV,-203,111,314
HT1,-210,201,411
HAI,-218,155,373
KBC,-223,148,371
POW,-245,750,995
NKG,-248,251,499
MBB,-256,1154,1410
LHG,-259,118,377
LDG,-263,359,622
DIG,-264,363,627
GTN,-280,309,589
GEG,-285,170,455
PVD,-297,267,564
PPC,-301,47,348
KSB,-302,286,588
STB,-334,945,1279
TTF,-338,835,1173
ASM,-344,350,694
SSI,-383,660,1043
SZC,-383,461,844
PHR,-411,334,745
ITA,-436,518,954
HBC,-549,384,933
FLC,-593,935,1528
VPB,-670,928,1598
BID,-717,720,1437
HSG,-990,1254,2244
GVR,-1069,1030,2099
GEX,-1112,2178,3290
TCB,-1432,3105,4537
HPG,-1472,1960,3432
