Stock,Count,Buy,Sell,2T,2TB,2TS,3T,3TB,3TS,5T,5TB,5TS
AFX,0,0,0,0,0,0,0,0,0,0,0,0
SAB,0,0,0,0,0,0,0,0,0,0,0,0
TDH,0,0,0,0,0,0,0,0,0,0,0,0
VSC,0,0,0,0,0,0,0,0,0,0,0,0
SNZ,0,0,0,0,0,0,0,0,0,0,0,0
VRG,0,0,0,0,0,0,0,0,0,0,0,0
VRC,0,0,0,0,0,0,0,0,0,0,0,0
HUT,0,0,0,0,0,0,0,0,0,0,0,0
HT1,0,0,0,0,0,0,0,0,0,0,0,0
SZL,0,0,0,0,0,0,0,0,0,0,0,0
IDJ,0,0,0,0,0,0,0,0,0,0,0,0
BVS,0,0,0,0,0,0,0,0,0,0,0,0
PGS,0,0,0,0,0,0,0,0,0,0,0,0
KDH,0,0,0,0,0,0,0,0,0,0,0,0
DSN,0,0,0,0,0,0,0,0,0,0,0,0
TLG,0,0,0,0,0,0,0,0,0,0,0,0
SKG,0,0,0,0,0,0,0,0,0,0,0,0
CNG,0,0,0,0,0,0,0,0,0,0,0,0
SJD,0,0,0,0,0,0,0,0,0,0,0,0
TAR,0,0,0,0,0,0,0,0,0,0,0,0
SD9,0,0,0,0,0,0,0,0,0,0,0,0
SFG,0,0,0,0,0,0,0,0,0,0,0,0
CTI,0,0,0,0,0,0,0,0,0,0,0,0
DPG,0,0,0,0,0,0,0,0,0,0,0,0
DQC,0,0,0,0,0,0,0,0,0,0,0,0
EVG,0,0,0,0,0,0,0,0,0,0,0,0
BIC,0,0,0,0,0,0,0,0,0,0,0,0
PXT,0,0,0,0,0,0,0,0,0,0,0,0
PVI,0,0,0,0,0,0,0,0,0,0,0,0
NKG,0,0,0,0,0,0,0,0,0,0,0,0
EVF,0,0,0,0,0,0,0,0,0,0,0,0
PLP,0,0,0,0,0,0,0,0,0,0,0,0
HII,0,0,0,0,0,0,0,0,0,0,0,0
SRC,0,0,0,0,0,0,0,0,0,0,0,0
TCL,0,0,0,0,0,0,0,0,0,0,0,0
D2D,0,0,0,0,0,0,0,0,0,0,0,0
VTP,0,0,0,0,0,0,0,0,0,0,0,0
DHA,0,0,0,0,0,0,0,0,0,0,0,0
SJS,0,0,0,0,0,0,0,0,0,0,0,0
MCH,0,0,0,0,0,0,0,0,0,0,0,0
SHA,0,0,0,0,0,0,0,0,0,0,0,0
CCL,0,0,0,0,0,0,0,0,0,0,0,0
SDT,0,0,0,0,0,0,0,0,0,0,0,0
SD5,0,0,0,0,0,0,0,0,0,0,0,0
DRC,0,0,0,0,0,0,0,0,0,0,0,0
TTH,0,0,0,0,0,0,0,0,0,0,0,0
HDC,0,0,0,0,0,0,0,0,0,0,0,0
HID,0,0,0,0,0,0,0,0,0,0,0,0
IBC,0,0,0,0,0,0,0,0,0,0,0,0
PVD,0,0,0,0,0,0,0,0,0,0,0,0
LDG,0,0,0,0,0,0,0,0,0,0,0,0
ROS,0,0,0,0,0,0,0,0,0,0,0,0
CTS,0,0,0,0,0,0,0,0,0,0,0,0
AMD,0,0,0,0,0,0,0,0,0,0,0,0
VNE,0,0,0,0,0,0,0,0,0,0,0,0
CTD,0,0,0,0,0,0,0,0,0,0,0,0
HQC,0,0,0,0,0,0,0,0,0,0,0,0
TCW,0,0,0,0,0,0,0,0,0,0,0,0
TN1,0,0,0,0,0,0,0,0,0,0,0,0
TNG,0,0,0,0,0,0,0,0,0,0,0,0
VTR,0,0,0,0,0,0,0,0,0,0,0,0
TNI,0,0,0,0,0,0,0,0,0,0,0,0
SPI,0,0,0,0,0,0,0,0,0,0,0,0
SRA,0,0,0,0,0,0,0,0,0,0,0,0
DHT,0,0,0,0,0,0,0,0,0,0,0,0
TLD,0,0,0,0,0,0,0,0,0,0,0,0
TAC,0,0,0,0,0,0,0,0,0,0,0,0
SGR,0,0,0,0,0,0,0,0,0,0,0,0
TTB,0,0,0,0,0,0,0,0,0,0,0,0
DRI,0,0,0,0,0,0,0,0,0,0,0,0
VCI,0,0,0,0,0,0,0,0,0,0,0,0
LSS,0,0,0,0,0,0,0,0,0,0,0,0
ILB,0,0,0,0,0,0,0,0,0,0,0,0
ITD,0,0,0,0,0,0,0,0,0,0,0,0
PXS,0,0,0,0,0,0,0,0,0,0,0,0
NRC,0,0,0,0,0,0,0,0,0,0,0,0
KMR,0,0,0,0,0,0,0,0,0,0,0,0
BID,0,0,0,0,0,0,0,0,0,0,0,0
IMP,0,0,0,0,0,0,0,0,0,0,0,0
POM,0,0,0,0,0,0,0,0,0,0,0,0
YEG,0,0,0,0,0,0,0,0,0,0,0,0
NDN,0,0,0,0,0,0,0,0,0,0,0,0
DRH,0,0,0,0,0,0,0,0,0,0,0,0
DIG,0,0,0,0,0,0,0,0,0,0,0,0
SJF,0,0,0,0,0,0,0,0,0,0,0,0
VTD,0,0,0,0,0,0,0,0,0,0,0,0
PAC,0,0,0,0,0,0,0,0,0,0,0,0
VLC,0,0,0,0,0,0,0,0,0,0,0,0
ACV,0,0,0,0,0,0,0,0,0,0,0,0
LIX,0,0,0,0,0,0,0,0,0,0,0,0
ITA,0,0,0,0,0,0,0,0,0,0,0,0
NSC,0,0,0,0,0,0,0,0,0,0,0,0
PTB,0,0,0,0,0,0,0,0,0,0,0,0
L14,0,0,0,0,0,0,0,0,0,0,0,0
NHH,0,0,0,0,0,0,0,0,0,0,0,0
EVE,0,0,0,0,0,0,0,0,0,0,0,0
DHC,0,0,0,0,0,0,0,0,0,0,0,0
TYA,0,0,0,0,0,0,0,0,0,0,0,0
ABS,0,0,0,0,0,0,0,0,0,0,0,0
TTF,0,0,0,0,0,0,0,0,0,0,0,0
TVN,0,0,0,0,0,0,0,0,0,0,0,0
CVT,0,0,0,0,0,0,0,0,0,0,0,0
DPR,0,0,0,0,0,0,0,0,0,0,0,0
FIR,0,0,0,0,0,0,0,0,0,0,0,0
C47,0,0,0,0,0,0,0,0,0,0,0,0
PWA,0,0,0,0,0,0,0,0,0,0,0,0
