Stock,Gap,B,S
APH,264,520,256
VHM,194,678,484
TPB,187,300,113
NVB,118,128,10
HBC,109,375,266
HSG,101,366,265
TCH,73,316,243
VPI,72,81,9
PVD,70,328,258
SSI,68,283,215
MBB,63,244,181
PDR,63,172,109
BMI,61,97,36
BWE,46,135,89
TVC,45,77,32
TCM,43,97,54
VPB,42,357,315
KDC,39,46,7
HNG,35,91,56
TV2,34,50,16
VIC,29,154,125
VJC,29,100,71
HPX,28,31,3
VHC,25,88,63
VIX,22,182,160
KOS,22,22,0
PVS,21,193,172
HPG,16,2364,2348
SHI,16,16,0
NVL,15,91,76
DPG,15,33,18
NT2,14,22,8
GMD,13,107,94
DVN,12,29,17
CRC,12,13,1
TCB,10,873,863
IBC,10,10,0
APG,8,8,0
VTP,7,53,46
ACV,7,37,30
VIB,7,19,12
MCH,7,15,8
MBG,7,10,3
GKM,7,7,0
HCM,6,181,175
STK,6,15,9
ROS,6,12,6
VCP,6,9,3
VND,5,30,25
NTC,5,24,19
PLP,5,7,2
EVG,5,5,0
DXP,4,26,22
LHG,4,18,14
C4G,4,11,7
VSC,4,10,6
SCS,4,6,2
PSH,4,4,0
CII,3,24,21
VCG,3,24,21
PC1,3,15,12
BFC,3,11,8
ILB,3,6,3
PVC,3,4,1
DDG,3,3,0
TLD,3,3,0
HAR,3,3,0
G36,2,35,33
HAX,2,17,15
VC3,2,4,2
VIP,2,3,1
ELC,2,3,1
C69,2,2,0
LSS,2,2,0
NRC,2,2,0
TVS,2,2,0
KBC,1,59,58
DRI,1,6,5
PSD,1,4,3
TDC,1,2,1
SWC,1,2,1
HHP,1,2,1
GAB,1,2,1
DPR,1,1,0
ABS,1,1,0
ABC,1,1,0
BSI,1,1,0
FIT,1,1,0
ADG,1,1,0
CIA,1,1,0
HAP,1,1,0
KHP,1,1,0
THG,1,1,0
BII,1,1,0
AAV,1,1,0
ABI,1,1,0
VNP,1,1,0
MSN,0,51,51
DGW,0,36,36
NLG,0,21,21
TIG,0,12,12
VGT,0,11,11
DVP,0,2,2
MLS,0,1,1
FOX,0,1,1
PPC,0,1,1
DNM,0,1,1
LIG,0,1,1
MBS,0,1,1
SPI,0,0,0
EVE,0,0,0
PAC,0,0,0
FIR,0,0,0
TYA,0,0,0
SJF,0,0,0
SFG,0,0,0
SD9,0,0,0
SJD,0,0,0
CNG,0,0,0
DQC,0,0,0
PXT,0,0,0
BIC,0,0,0
EVF,0,0,0
DSN,0,0,0
PVL,0,0,0
ITQ,0,0,0
TAC,0,0,0
SGR,0,0,0
KMR,0,0,0
YEG,0,0,0
POM,0,0,0
CHP,0,0,0
S99,0,0,0
FTM,0,0,0
APC,0,0,0
CSM,0,0,0
TSC,0,0,0
NAF,0,0,0
ADS,0,0,0
TGG,0,0,0
SAV,0,0,0
DAH,0,0,0
VPH,0,0,0
HAD,0,0,0
AGM,0,0,0
TDN,0,0,0
VRC,0,0,0
DAG,0,0,0
QBS,0,0,0
BMC,0,0,0
ASG,0,0,0
ASP,0,0,0
DCL,0,0,0
VSH,0,0,0
STH,0,0,0
NBB,0,0,0
VIG,0,0,0
JVC,0,0,0
MHC,0,0,0
AGR,0,0,0
HCD,0,0,0
PGN,0,0,0
DTA,0,0,0
SAM,0,0,0
SBV,0,0,0
TDG,0,0,0
SBA,0,0,0
KSH,0,0,0
BCM,0,0,0
BTD,0,0,0
PHC,0,0,0
MPT,0,0,0
SEA,0,0,0
TBC,0,0,0
TXM,0,0,0
LGL,0,0,0
SDD,0,0,0
TNT,0,0,0
VNA,0,0,0
TTZ,0,0,0
PVV,0,0,0
VOS,0,0,0
SSN,0,0,0
CLG,0,0,0
SKH,0,0,0
SDT,0,0,0
CCL,0,0,0
HID,0,0,0
TTH,0,0,0
VNE,0,0,0
TN1,0,0,0
SHA,0,0,0
SD6,0,0,0
CMS,0,0,0
ACM,0,0,0
CTF,0,0,0
VNG,0,0,0
DS3,0,0,0
CTP,0,0,0
HDA,0,0,0
ACL,0,0,0
SFI,0,0,0
DPM,-1,82,83
QNS,-1,17,18
TCL,-1,7,8
GIL,-1,7,8
CMX,-1,4,5
EIB,-1,4,5
MFS,-1,3,4
PWA,-1,3,4
CVN,-1,3,4
PAN,-1,3,4
KLB,-1,2,3
BCG,-1,2,3
PFL,-1,2,3
HAI,-1,2,3
CMG,-1,2,3
MST,-1,1,2
BAX,-1,1,2
ART,-1,1,2
TDT,-1,1,2
QCG,-1,1,2
FMC,-1,1,2
