Stock,Gap,B,S
TCH,2396,3184,788
FLC,1321,2392,1071
HSG,1219,3373,2154
DGW,705,1164,459
TCM,536,887,351
GIL,455,777,322
PNJ,426,1645,1219
PDR,406,804,398
DXG,269,1560,1291
CII,259,432,173
VJC,245,590,345
MSN,241,1014,773
PAS,231,304,73
CTG,217,1342,1125
NVL,201,472,271
HDG,195,481,286
VSC,189,288,99
PHC,165,181,16
PET,148,356,208
APH,140,242,102
D2D,133,341,208
SZC,131,516,385
VPG,127,338,211
KDC,122,205,83
NT2,111,145,34
TIG,104,145,41
TVC,103,147,44
OGC,100,301,201
ABS,100,170,70
IMP,96,213,117
DAG,94,126,32
TLD,92,308,216
EVG,84,140,56
HDC,83,474,391
NHH,73,83,10
CTF,68,77,9
KLF,67,105,38
DHM,65,126,61
KDF,62,115,53
ACB,60,318,258
SCR,58,163,105
MSH,58,78,20
DRI,54,112,58
PVS,50,132,82
TAR,48,112,64
GVR,47,778,731
FMC,45,162,117
HAX,45,147,102
TLG,45,112,67
HHP,44,57,13
AAV,43,78,35
VTP,41,89,48
SMC,40,130,90
NHA,40,77,37
PLP,38,112,74
DRC,34,266,232
LTG,34,87,53
NAF,34,78,44
CTR,33,91,58
DDG,33,64,31
VSH,33,52,19
DIG,31,435,404
BSR,30,63,33
NBB,30,35,5
G36,29,133,104
SIP,28,58,30
QNS,28,51,23
KBC,27,216,189
ILB,27,102,75
TAC,26,40,14
HUT,25,47,22
VC3,25,35,10
FIT,24,132,108
TDG,23,84,61
GKM,23,23,0
NNC,22,35,13
SBV,22,32,10
VGI,21,70,49
PFL,21,46,25
AGG,20,186,166
HLD,18,39,21
MLS,18,35,17
ADS,18,18,0
KOS,17,29,12
PSH,17,25,8
HCD,16,57,41
IDJ,16,44,28
SHI,16,18,2
LIX,15,92,77
VNG,15,66,51
C4G,15,52,37
SHA,15,26,11
C69,15,25,10
HDA,14,27,13
CHP,14,21,7
SD6,14,20,6
TTN,14,16,2
BWE,13,140,127
YEG,13,34,21
VPI,13,32,19
PVC,13,20,7
SEA,12,23,11
ASG,12,12,0
VCG,11,48,37
HSL,11,44,33
VTD,11,26,15
BSI,11,17,6
HVH,10,58,48
THG,10,14,4
TCT,10,13,3
DQC,9,19,10
TDT,9,12,3
ADG,8,45,37
VIP,8,43,35
DTD,8,37,29
NTC,8,16,8
MPT,8,14,6
CTD,7,393,386
SRA,7,61,54
DST,7,43,36
DXP,7,24,17
SZL,7,13,6
BII,7,9,2
PLC,6,218,212
TCL,6,87,81
VCS,6,50,44
HII,6,39,33
MPC,6,29,23
SJD,6,13,7
NCT,6,10,4
SCS,5,44,39
ACM,5,16,11
DHA,5,13,8
IBC,5,6,1
SAV,4,19,15
AAS,4,16,12
DNM,4,14,10
HAD,4,6,2
EVE,4,5,1
AMV,3,34,31
VNP,3,18,15
LIG,3,13,10
VTR,3,6,3
MFS,3,5,2
CRE,2,133,131
STK,2,114,112
MST,2,89,87
DMC,2,49,47
PXS,2,27,25
NTP,2,13,11
IDV,2,12,10
DPR,2,11,9
SFI,2,5,3
SMB,2,5,3
ITQ,2,4,2
POM,2,3,1
TVS,2,2,0
ROS,1,316,315
JVC,1,97,96
HPX,1,94,93
ACL,1,25,24
MBG,1,21,20
BTD,1,18,17
ABI,1,11,10
PXL,1,10,9
PVB,1,9,8
MBS,1,9,8
CVN,1,9,8
VGC,1,9,8
CIA,1,7,6
KHP,1,5,4
SDT,1,4,3
APC,1,3,2
VCP,1,2,1
CTP,1,2,1
BOT,1,2,1
VLC,1,2,1
DHT,1,2,1
SGP,1,2,1
DTA,1,1,0
ORS,1,1,0
SRC,1,1,0
TYA,1,1,0
VND,0,145,145
MSR,0,27,27
OIL,0,16,16
CLG,0,5,5
QBS,0,4,4
VHE,0,2,2
PGS,0,1,1
SD9,0,1,1
PVP,0,0,0
PSD,0,0,0
PVI,0,0,0
PPC,-1,100,101
CRC,-1,26,27
GDT,-1,22,23
PGN,-1,11,12
TA9,-1,10,11
VGS,-1,5,6
VNA,-1,4,5
TTZ,-1,3,4
SD5,-1,3,4
KSH,-1,3,4
TN1,-1,2,3
TCW,-1,2,3
SSN,-1,1,2
CMS,-1,1,2
ABC,-1,1,2
FOX,-1,0,1
HBC,-2,511,513
NVB,-2,43,45
AGM,-2,11,13
SNZ,-2,6,8
VNE,-2,5,7
TTH,-2,4,6
QTP,-2,3,5
SBS,-2,2,4
SKH,-2,1,3
SPI,-2,1,3
PVL,-2,0,2
KLB,-2,0,2
AMD,-3,166,169
CCL,-3,113,116
CKG,-3,75,78
SAM,-3,39,42
SLS,-3,10,13
IDC,-3,8,11
TXM,-3,6,9
