Stock,Gap,B,S
PVV,-3,5,8
VRG,-3,5,8
TVN,-3,3,6
BCC,-3,2,5
TDN,-3,2,5
SDD,-3,0,3
ASP,-3,0,3
CSV,-4,134,138
HID,-4,10,14
SBA,-4,7,11
TBC,-4,3,7
CNG,-5,13,18
BCM,-5,11,16
PXT,-5,3,8
LAS,-6,30,36
DCL,-6,17,23
LGL,-6,8,14
BMC,-6,7,13
DBD,-6,7,13
ITD,-7,21,28
VPH,-7,7,14
DSN,-7,4,11
ACV,-8,38,46
PAN,-8,35,43
NRC,-8,24,32
TLH,-8,21,29
NDN,-8,17,25
DVP,-8,12,20
DVN,-8,7,15
MML,-8,2,10
BAX,-8,2,10
VCI,-9,271,280
VEA,-9,18,27
VGT,-9,16,25
DS3,-9,1,10
SWC,-9,0,9
STH,-10,7,17
VIG,-10,3,13
CVT,-11,198,209
TNG,-11,58,69
CEO,-11,29,40
MCH,-12,52,64
ELC,-13,26,39
NSC,-13,9,22
HND,-13,5,18
NTL,-15,103,118
CMG,-15,51,66
FTM,-15,23,38
C47,-15,12,27
VOC,-16,45,61
LSS,-16,18,34
VRC,-16,12,28
ART,-16,5,21
CTI,-17,47,64
AFX,-17,32,49
VCR,-17,16,33
SGR,-17,8,25
S99,-17,4,21
DGC,-18,207,225
PWA,-18,53,71
FIR,-18,41,59
SJS,-18,11,29
L14,-18,10,28
PAC,-19,8,27
TDM,-20,41,61
SKG,-20,21,41
EVF,-20,8,28
TNT,-21,33,54
GMD,-22,123,145
CMX,-22,79,101
KMR,-23,67,90
IJC,-24,65,89
CSM,-24,4,28
HT1,-25,162,187
BCG,-25,57,82
HAP,-25,43,68
SFG,-26,9,35
VHC,-27,189,216
DPM,-28,454,482
VIX,-28,70,98
HNG,-33,76,109
BFC,-34,71,105
TV2,-34,48,82
TPB,-35,207,242
HAH,-35,49,84
VOS,-35,12,47
TNI,-37,55,92
MHC,-37,8,45
AAA,-38,149,187
EIB,-38,96,134
AST,-39,32,71
KSB,-40,321,361
PC1,-41,110,151
DHC,-41,81,122
HQC,-42,199,241
FCN,-42,87,129
TSC,-42,74,116
LHG,-44,131,175
TDH,-44,100,144
TNA,-46,106,152
HTN,-48,131,179
TGG,-48,35,83
QCG,-51,37,88
REE,-53,56,109
NLG,-56,127,183
FTS,-56,40,96
POW,-58,592,650
PHR,-59,334,393
PVT,-60,204,264
ANV,-61,81,142
HVN,-63,167,230
DLG,-66,111,177
AGR,-67,63,130
SAB,-68,80,148
TIP,-70,90,160
DPG,-71,145,216
DRH,-82,116,198
GAB,-82,4,86
FPT,-86,680,766
GEG,-88,178,266
ITA,-90,522,612
HAG,-91,366,457
HAR,-92,82,174
TVB,-92,28,120
PTB,-94,62,156
HHS,-96,335,431
C32,-96,108,204
TTB,-96,68,164
DBC,-100,374,474
HAI,-102,179,281
SHS,-102,81,183
VNM,-105,894,999
IDI,-109,76,185
BMP,-112,154,266
SHB,-119,114,233
BIC,-125,16,141
GTN,-126,209,335
SBT,-127,295,422
BVS,-129,6,135
PVD,-133,273,406
SJF,-137,71,208
LCG,-145,237,382
HCM,-147,401,548
DCM,-148,611,759
VIC,-150,433,583
CTS,-151,33,184
NKG,-154,297,451
PLX,-159,89,248
BMI,-159,29,188
GAS,-166,444,610
HDB,-175,447,622
TDC,-178,67,245
KDH,-184,240,424
FRT,-184,104,288
APG,-188,28,216
BVH,-225,277,502
DAH,-269,196,465
ASM,-284,298,582
VCB,-291,225,516
TTF,-356,550,906
BID,-402,362,764
VPB,-409,955,1364
SSI,-482,306,788
STB,-498,823,1321
MBB,-503,732,1235
HPG,-531,2433,2964
MWG,-623,864,1487
GEX,-625,1791,2416
VHM,-628,562,1190
LDG,-845,640,1485
VRE,-964,1131,2095
TCB,-1261,2818,4079
