Stock,Gap,B,S
VJC,54,96,42
CTD,53,144,91
VIC,45,148,103
KDC,38,39,1
SCR,34,49,15
CVT,33,44,11
DST,29,30,1
PDR,28,84,56
NVB,28,28,0
APH,21,53,32
D2D,20,35,15
DIG,17,121,104
HPX,17,17,0
NHH,15,16,1
IDI,13,21,8
VSC,13,15,2
GMD,12,52,40
VPI,12,24,12
ASM,11,41,30
LCG,9,23,14
HNG,8,22,14
EIB,7,11,4
VEA,6,17,11
SHI,6,6,0
TPB,5,36,31
AAS,5,12,7
SIP,4,14,10
HAH,4,4,0
PSH,4,4,0
PLX,3,14,11
QNS,3,7,4
IDC,3,5,2
VNA,3,3,0
CTF,3,3,0
IBC,3,3,0
PHR,2,63,61
NVL,2,55,53
PC1,2,9,7
NLG,2,8,6
HDC,2,6,4
BCG,2,3,1
TCL,2,3,1
ILB,2,3,1
TLG,2,3,1
TV2,2,2,0
MSH,2,2,0
MPC,2,2,0
SBA,2,2,0
SJD,2,2,0
PLP,2,2,0
NRC,2,2,0
YEG,2,2,0
KDH,1,32,31
FCN,1,18,17
TIG,1,2,1
DMC,1,2,1
VGC,1,2,1
PAC,1,2,1
VC3,1,1,0
TTN,1,1,0
HHP,1,1,0
PXL,1,1,0
ACL,1,1,0
FRT,1,1,0
FOX,1,1,0
NCT,1,1,0
BOT,1,1,0
HAP,1,1,0
APG,1,1,0
DBD,1,1,0
IJC,1,1,0
DHA,1,1,0
SRC,1,1,0
EVF,1,1,0
PET,0,31,31
NKG,0,19,19
CSV,0,8,8
VOC,0,4,4
FMC,0,4,4
VTD,0,3,3
BWE,0,2,2
MST,0,2,2
IDJ,0,2,2
TLH,0,1,1
AAV,0,1,1
MBS,0,1,1
AMD,0,1,1
NNC,0,1,1
CMX,0,1,1
C4G,0,1,1
PVV,0,0,0
TNT,0,0,0
TTZ,0,0,0
TVS,0,0,0
SSN,0,0,0
VOS,0,0,0
VCP,0,0,0
SKH,0,0,0
ELC,0,0,0
BII,0,0,0
TBC,0,0,0
SEA,0,0,0
HSL,0,0,0
VCR,0,0,0
TNA,0,0,0
SDD,0,0,0
LGL,0,0,0
PAN,0,0,0
PVP,0,0,0
SD6,0,0,0
CMS,0,0,0
ACM,0,0,0
CVN,0,0,0
VNP,0,0,0
VNG,0,0,0
HDA,0,0,0
CTP,0,0,0
DS3,0,0,0
SFI,0,0,0
CCL,0,0,0
DHM,0,0,0
HID,0,0,0
TTH,0,0,0
VNE,0,0,0
CTS,0,0,0
