Stock,Gap,B,S
HPG,425,828,403
HBC,219,363,144
DBC,212,388,176
VJC,210,253,43
CTG,196,465,269
MBB,186,323,137
HSG,173,364,191
BID,159,292,133
PDR,135,273,138
TCB,130,500,370
SSI,130,311,181
VPB,92,203,111
SBT,91,139,48
STB,80,280,200
VIX,79,174,95
VRE,77,182,105
HVN,72,103,31
NVL,68,161,93
KDC,55,57,2
POW,50,180,130
GMD,49,379,330
VHM,49,218,169
NHH,48,48,0
ACB,46,177,131
CTR,44,96,52
TV2,41,51,10
GEX,40,168,128
VNM,37,351,314
DRC,37,66,29
PLX,35,77,42
TVC,33,63,30
IBC,33,33,0
CRE,31,74,43
VIC,29,55,26
MWG,28,134,106
CTD,28,122,94
VPI,28,48,20
APH,27,91,64
VCB,26,83,57
GVR,23,136,113
HPX,23,25,2
REE,22,44,22
KSB,21,68,47
GTN,20,80,60
DIG,19,136,117
ORS,17,17,0
FPT,16,129,113
GAS,16,103,87
PNJ,16,83,67
DGW,16,49,33
HNG,15,55,40
GIL,15,20,5
PVD,14,81,67
SAB,13,16,3
SZC,12,37,25
VND,11,74,63
FTS,11,13,2
D2D,11,13,2
NKG,10,87,77
CEO,10,19,9
VPG,10,12,2
SIP,9,83,74
HDB,9,81,72
VGI,9,31,22
VEA,9,18,9
GEG,9,13,4
ADG,9,12,3
VSC,9,11,2
PSH,9,9,0
SBS,8,13,5
C4G,8,12,4
C32,8,8,0
VHC,7,33,26
HT1,7,14,7
DVN,7,12,5
PPC,7,10,3
PGS,7,9,2
MSN,6,56,50
NLG,6,31,25
VCS,6,21,15
HAG,6,13,7
CKG,6,11,5
BMI,6,11,5
CTI,6,9,3
PVB,6,8,2
EVG,6,7,1
HCM,5,217,212
ACV,5,25,20
HDC,5,23,18
PLP,5,10,5
HUT,5,10,5
VC3,5,7,2
HHP,5,6,1
POM,5,6,1
CRC,5,5,0
C47,5,5,0
BSR,4,36,32
LDG,4,20,16
MSR,4,7,3
SHI,4,6,2
NHA,4,5,1
IMP,4,5,1
APG,4,4,0
PHR,3,94,91
VOC,3,19,16
BVS,3,14,11
HAX,3,7,4
DVP,3,6,3
TDC,3,4,1
BFC,3,4,1
CVT,3,3,0
MFS,3,3,0
VGT,3,3,0
NTP,3,3,0
CII,2,24,22
ROS,2,8,6
TAR,2,7,5
NT2,2,7,5
AGR,2,5,3
NCT,2,4,2
LIX,2,4,2
DST,2,3,1
DHT,2,3,1
IDJ,2,3,1
AST,2,2,0
VSH,2,2,0
VIP,2,2,0
VNP,2,2,0
TLH,2,2,0
KLB,2,2,0
BSI,2,2,0
FIT,1,32,31
DRI,1,9,8
PAS,1,7,6
TTF,1,7,6
SKG,1,4,3
VRG,1,4,3
IDV,1,3,2
TIG,1,3,2
BII,1,2,1
TNA,1,2,1
TVN,1,2,1
OGC,1,2,1
DTA,1,1,0
SBV,1,1,0
VHE,1,1,0
VNE,1,1,0
PWA,1,1,0
PVC,1,1,0
TVS,1,1,0
C69,1,1,0
SGR,1,1,0
TTB,1,1,0
SPI,1,1,0
ABS,1,1,0
KLF,1,1,0
BIC,1,1,0
SRC,1,1,0
GKM,1,1,0
FLC,0,21,21
FMC,0,10,10
IDI,0,7,7
TVB,0,3,3
MSH,0,2,2
CTS,0,2,2
VOS,0,2,2
DLG,0,1,1
BCM,0,1,1
BMC,0,1,1
ELC,0,1,1
TAC,0,1,1
PXS,0,1,1
QTP,0,1,1
PGN,0,0,0
HCD,0,0,0
QCG,0,0,0
SAM,0,0,0
KSH,0,0,0
DNM,0,0,0
MPC,0,0,0
THG,0,0,0
BTD,0,0,0
PFL,0,0,0
QBS,0,0,0
STK,0,0,0
FOX,0,0,0
ASP,0,0,0
ASG,0,0,0
DCL,0,0,0
STH,0,0,0
VIG,0,0,0
JVC,0,0,0
MHC,0,0,0
NBB,0,0,0
CCL,0,0,0
SD5,0,0,0
DHM,0,0,0
HID,0,0,0
TTH,0,0,0
SHA,0,0,0
TN1,0,0,0
TCW,0,0,0
PVP,0,0,0
SD6,0,0,0
CMS,0,0,0
ABI,0,0,0
ACM,0,0,0
CTF,0,0,0
HDA,0,0,0
CTP,0,0,0
DS3,0,0,0
ACL,0,0,0
TCT,0,0,0
SFI,0,0,0
GAB,0,0,0
TBC,0,0,0
HSL,0,0,0
TXM,0,0,0
TTN,0,0,0
SDD,0,0,0
LGL,0,0,0
PVV,0,0,0
TNT,0,0,0
TTZ,0,0,0
VNA,0,0,0
SSN,0,0,0
VCP,0,0,0
SKH,0,0,0
CLG,0,0,0
DDG,0,0,0
TLG,0,0,0
ABC,0,0,0
CMX,0,0,0
MLS,0,0,0
PVL,0,0,0
ITQ,0,0,0
ITD,0,0,0
TLD,0,0,0
DRH,0,0,0
KMR,0,0,0
VTR,0,0,0
TNI,0,0,0
FIR,0,0,0
TYA,0,0,0
VTD,0,0,0
EVE,0,0,0
PAC,0,0,0
PXT,0,0,0
SD9,0,0,0
SFG,0,0,0
CNG,0,0,0
SJD,0,0,0
DQC,0,0,0
HII,0,0,0
EVF,0,0,0
DAH,0,0,0
VPH,0,0,0
HAR,0,0,0
AGM,0,0,0
TDN,0,0,0
VRC,0,0,0
HAP,0,0,0
PSD,0,0,0
BOT,0,0,0
SLS,0,0,0
FTM,0,0,0
S99,0,0,0
CHP,0,0,0
CSM,0,0,0
SNZ,0,0,0
GDT,0,0,0
ADS,0,0,0
SMB,0,0,0
SAV,0,0,0
HVH,0,0,0
TGG,0,0,0
PAN,-1,59,60
BMP,-1,13,14
NDN,-1,8,9
MST,-1,3,4
HTN,-1,2,3
ART,-1,2,3
NRC,-1,2,3
EIB,-1,2,3
DMC,-1,1,2
TDT,-1,1,2
BAX,-1,1,2
SZL,-1,1,2
BCC,-1,1,2
SBA,-1,0,1
SWC,-1,0,1
MPT,-1,0,1
PHC,-1,0,1
DAG,-1,0,1
SDT,-1,0,1
AMD,-1,0,1
PXL,-1,0,1
VNG,-1,0,1
SEA,-1,0,1
DSN,-1,0,1
SGP,-1,0,1
LSS,-1,0,1
YEG,-1,0,1
NSC,-1,0,1
DPR,-1,0,1
SJF,-1,0,1
DHA,-1,0,1
SJS,-1,0,1
PVI,-1,0,1
HAD,-1,0,1
APC,-1,0,1
AFX,-1,0,1
NAF,-1,0,1
SMC,-1,0,1
TPB,-2,49,51
SCR,-2,8,10
QNS,-2,6,8
OIL,-2,5,7
MBS,-2,3,5
LAS,-2,2,4
MML,-2,1,3
MCH,-2,1,3
TDG,-2,0,2
HND,-2,0,2
CMG,-2,0,2
VCR,-2,0,2
LIG,-2,0,2
TSC,-2,0,2
CIA,-2,0,2
PVS,-3,92,95
DGC,-3,43,46
HAH,-3,6,9
NVB,-3,5,8
FCN,-3,5,8
VGC,-3,5,8
PTB,-3,3,6
L14,-3,2,5
DTD,-3,1,4
DBD,-3,1,4
CVN,-3,0,3
HLD,-3,0,3
TCH,-4,26,30
TDM,-4,20,24
HAI,-4,6,10
DXP,-4,5,9
BCG,-4,3,7
TDH,-4,3,7
CSV,-4,2,6
HQC,-4,2,6
TIP,-4,1,5
AAV,-4,1,5
VLC,-4,1,5
SRA,-4,0,4
PLC,-5,11,16
IJC,-5,11,16
SCS,-5,7,12
KHP,-5,7,12
AMV,-5,3,8
TCL,-5,1,6
NNC,-5,0,5
PC1,-5,0,5
ILB,-5,0,5
SHS,-6,59,65
VCI,-6,38,44
ANV,-6,3,9
VGS,-6,2,8
MBG,-6,1,7
AAS,-6,1,7
G36,-7,22,29
AAA,-8,22,30
LTG,-8,2,10
VCG,-8,1,9
KOS,-8,0,8
KDH,-9,63,72
LHG,-9,1,10
HHS,-9,1,10
DHC,-10,16,26
DPG,-10,4,14
PVT,-11,43,54
LCG,-11,29,40
DCM,-11,29,40
NTL,-11,12,23
TNG,-12,38,50
BWE,-12,19,31
NTC,-12,0,12
DPM,-13,42,55
BVH,-16,85,101
PET,-16,13,29
HDG,-17,66,83
VTP,-19,7,26
TCM,-22,24,46
FRT,-24,53,77
KBC,-26,59,85
VIB,-26,19,45
SHB,-31,64,95
AGG,-39,38,77
IDC,-45,31,76
ASM,-46,43,89
DXG,-50,77,127
ITA,-56,56,112
