Stock,Gap,B,S
PDR,165,352,187
GMD,126,397,271
NVL,107,271,164
GTN,92,246,154
HAG,92,170,78
DBC,83,239,156
VJC,76,234,158
PET,72,159,87
SBT,60,117,57
MWG,50,245,195
CRE,50,93,43
NDN,46,84,38
CII,43,118,75
KBC,42,104,62
APH,39,110,71
LTG,37,104,67
D2D,37,57,20
KDC,37,54,17
SZC,36,119,83
VPI,35,39,4
GEX,29,287,258
FLC,29,69,40
TAR,29,68,39
MSR,28,66,38
SHS,27,101,74
IDC,27,101,74
NHH,23,25,2
LHG,22,34,12
LDG,21,174,153
VND,21,106,85
STB,20,316,296
CTD,19,132,113
DGC,19,37,18
HUT,18,65,47
HLD,17,33,16
TCM,16,62,46
HPX,15,17,2
PAN,14,99,85
PLP,14,15,1
GKM,14,14,0
CTR,13,70,57
SHI,13,13,0
VRG,12,19,7
PVB,12,19,7
VLC,12,16,4
VHC,11,97,86
BWE,11,37,26
ANV,11,18,7
AAA,10,57,47
APG,10,12,2
SZL,10,10,0
NLG,9,38,29
PC1,9,22,13
CMX,9,21,12
ORS,8,15,7
LIX,8,11,3
HHP,8,8,0
NVB,7,36,29
GIL,7,13,6
EVG,7,8,1
TV2,6,17,11
SNZ,6,8,2
PSH,6,7,1
ITA,5,124,119
HAH,5,14,9
DBD,5,9,4
MPC,5,9,4
VIP,5,9,4
VCP,5,6,1
CVT,5,5,0
ASM,4,71,67
NT2,4,23,19
NTC,4,16,12
IDJ,4,14,10
QNS,4,14,10
DTD,4,9,5
DLG,4,8,4
EIB,4,5,1
PVC,4,5,1
VC3,4,5,1
THG,4,4,0
MCH,3,7,4
DMC,3,5,2
ILB,3,4,1
PVP,3,4,1
EVF,3,3,0
BIC,3,3,0
IBC,3,3,0
CVN,3,3,0
TTN,3,3,0
PHR,2,138,136
FIT,2,40,38
DGW,2,15,13
ROS,2,13,11
ABS,2,6,4
AMD,2,3,1
BTD,2,3,1
S99,2,2,0
DRI,2,2,0
VCR,2,2,0
NCT,2,2,0
JVC,2,2,0
MST,1,14,13
TTF,1,11,10
ADG,1,8,7
BSI,1,6,5
PPC,1,6,5
CRC,1,4,3
NTP,1,3,2
BCG,1,2,1
SLS,1,2,1
SMB,1,2,1
VNP,1,2,1
PGN,1,2,1
TDN,1,1,0
QTP,1,1,0
CHP,1,1,0
ADS,1,1,0
PXS,1,1,0
TLD,1,1,0
VTD,1,1,0
FIR,1,1,0
VNE,1,1,0
SDT,1,1,0
ACM,1,1,0
ELC,1,1,0
VSH,1,1,0
PLC,0,21,21
DRH,0,11,11
BFC,0,10,10
VPG,0,10,10
BMP,0,9,9
VGC,0,4,4
PVI,0,4,4
AAS,0,4,4
VGS,0,3,3
PAC,0,3,3
TCL,0,3,3
IMP,0,2,2
TTB,0,2,2
BII,0,2,2
VNA,0,2,2
HND,0,2,2
STK,0,2,2
SMC,0,1,1
KLB,0,1,1
LSS,0,1,1
DHT,0,1,1
DPR,0,1,1
KOS,0,1,1
HAX,0,1,1
AGM,0,0,0
HAD,0,0,0
VPH,0,0,0
DAH,0,0,0
VRC,0,0,0
BOT,0,0,0
PSD,0,0,0
FTM,0,0,0
APC,0,0,0
TGG,0,0,0
SAV,0,0,0
CIA,0,0,0
GDT,0,0,0
C69,0,0,0
SGP,0,0,0
ITQ,0,0,0
PVL,0,0,0
DSN,0,0,0
ABC,0,0,0
DDG,0,0,0
YEG,0,0,0
KMR,0,0,0
SGR,0,0,0
SJF,0,0,0
EVE,0,0,0
NSC,0,0,0
PXT,0,0,0
CNG,0,0,0
SD9,0,0,0
SFG,0,0,0
TN1,0,0,0
SHA,0,0,0
HID,0,0,0
CCL,0,0,0
SFI,0,0,0
ACL,0,0,0
CTP,0,0,0
HDA,0,0,0
DS3,0,0,0
VNG,0,0,0
CTF,0,0,0
ABI,0,0,0
CMS,0,0,0
SD6,0,0,0
SDD,0,0,0
LIG,0,0,0
LGL,0,0,0
TXM,0,0,0
HSL,0,0,0
CLG,0,0,0
SKH,0,0,0
SSN,0,0,0
PVV,0,0,0
TTZ,0,0,0
TNT,0,0,0
SAM,0,0,0
SBV,0,0,0
TDG,0,0,0
SBA,0,0,0
DTA,0,0,0
HCD,0,0,0
MPT,0,0,0
SWC,0,0,0
VHE,0,0,0
PHC,0,0,0
KSH,0,0,0
ASG,0,0,0
ASP,0,0,0
FOX,0,0,0
PFL,0,0,0
QBS,0,0,0
MHC,0,0,0
NBB,0,0,0
STH,0,0,0
VIX,-1,140,141
DVN,-1,23,24
VTP,-1,18,19
DHC,-1,12,13
SRA,-1,12,13
HQC,-1,9,10
NTL,-1,9,10
NAF,-1,4,5
SCS,-1,4,5
TLG,-1,3,4
HAR,-1,2,3
LAS,-1,2,3
AST,-1,2,3
BAX,-1,1,2
PGS,-1,1,2
BMC,-1,1,2
OGC,-1,0,1
CSM,-1,0,1
HVH,-1,0,1
MLS,-1,0,1
SKG,-1,0,1
NRC,-1,0,1
C47,-1,0,1
TYA,-1,0,1
TVN,-1,0,1
TNI,-1,0,1
HII,-1,0,1
DQC,-1,0,1
DHA,-1,0,1
SJD,-1,0,1
TCW,-1,0,1
TTH,-1,0,1
CMG,-1,0,1
DHM,-1,0,1
SD5,-1,0,1
TCT,-1,0,1
GAB,-1,0,1
TVS,-1,0,1
IDV,-1,0,1
DNM,-1,0,1
DAG,-1,0,1
