Stock,Gap,B,S
MSR,-163,302,465
HBC,-175,1670,1845
VOS,-181,170,351
REE,-187,224,411
CKG,-200,309,509
MSH,-212,99,311
C32,-229,120,349
PPC,-230,155,385
PLX,-237,749,986
HAH,-244,267,511
TTF,-248,539,787
DRC,-264,510,774
TPB,-271,308,579
VIC,-300,915,1215
DCM,-304,774,1078
PVT,-307,464,771
HNG,-335,586,921
TCB,-344,2443,2787
MSN,-349,492,841
GAS,-357,514,871
FRT,-364,1508,1872
CTS,-383,274,657
LCG,-405,445,850
KDH,-428,516,944
DPG,-429,292,721
HT1,-443,297,740
AGR,-466,1028,1494
VCI,-467,520,987
VPB,-514,887,1401
VCB,-543,1142,1685
KSB,-577,861,1438
NKG,-589,766,1355
FPT,-632,1199,1831
HCM,-632,1185,1817
TDH,-653,873,1526
PVD,-655,973,1628
VRE,-662,3328,3990
DIG,-702,897,1599
HDB,-728,1058,1786
MBB,-1026,1790,2816
HSG,-1097,1831,2928
TCH,-1133,1118,2251
POW,-1260,1809,3069
ACB,-1423,1428,2851
CTG,-1537,1964,3501
VNM,-2075,3412,5487
HPG,-2942,3999,6941
