Stock,Gap,B,S
STB,1837,3209,1372
TCB,1510,3055,1545
HPG,1110,3166,2056
GAS,1036,2401,1365
GEX,1002,2218,1216
NKG,976,1953,977
PVD,824,1856,1032
MBB,749,1916,1167
TCH,640,1219,579
VNM,521,1775,1254
VPB,495,1403,908
BVH,364,702,338
HBC,339,2399,2060
KBC,319,560,241
SHS,308,572,264
TPB,279,565,286
SSI,260,1424,1164
GTN,225,942,717
HDG,214,495,281
MSH,201,376,175
DRH,195,424,229
NVL,183,445,262
FIT,181,285,104
PHR,179,637,458
DGC,178,435,257
SZC,170,459,289
APH,168,326,158
KSB,164,685,521
TVN,156,207,51
SKG,155,312,157
ACB,151,469,318
HAP,138,205,67
MST,137,165,28
BSR,130,242,112
PXS,129,285,156
LAS,126,181,55
LSS,125,205,80
VJC,123,380,257
GMD,123,330,207
CTD,122,356,234
TLG,120,185,65
KDC,117,187,70
TIG,101,114,13
CRE,98,164,66
HAR,97,215,118
NVB,95,97,2
CTG,94,934,840
PDR,90,295,205
CMX,84,226,142
TSC,84,126,42
HUT,83,124,41
SHB,81,191,110
DHM,79,114,35
KMR,79,105,26
BCC,75,105,30
SJS,72,149,77
ACV,68,144,76
HLD,65,142,77
DST,65,81,16
BMI,64,177,113
GVR,63,842,779
DAG,63,116,53
LHG,62,143,81
VGT,61,152,91
PET,60,397,337
NSC,60,125,65
NHA,56,87,31
FTS,52,183,131
NHH,50,61,11
STK,47,69,22
BIC,46,134,88
TDC,44,124,80
PGS,44,94,50
SJD,43,69,26
CTS,41,194,153
DHA,40,63,23
SZL,39,96,57
CTR,39,96,57
ABS,37,57,20
MSR,36,70,34
VGS,36,68,32
VIX,34,206,172
BSI,34,53,19
CTF,34,42,8
PHC,33,46,13
DIG,32,357,325
VCG,32,74,42
TVB,31,134,103
SIP,31,79,48
HHP,31,45,14
SAB,30,281,251
TIP,30,160,130
PXT,30,43,13
FMC,29,130,101
CRC,29,49,20
IDI,28,562,534
DMC,28,111,83
PLX,26,231,205
DXP,26,73,47
KLF,24,30,6
CVT,22,111,89
MBG,22,74,52
JVC,21,54,33
DRI,21,53,32
PAN,19,80,61
PWA,19,62,43
NAF,19,50,31
DVN,18,78,60
PAS,18,70,52
SBT,17,301,284
PLP,17,59,42
APC,17,51,34
ADG,17,40,23
TDT,17,23,6
PVB,16,33,17
VNP,16,26,10
HPX,16,25,9
TCW,16,22,6
PC1,15,125,110
VGI,15,66,51
VGC,15,58,43
NRC,15,39,24
OIL,15,38,23
QNS,15,36,21
MPT,15,19,4
SD6,14,15,1
VTD,13,30,17
EIB,12,77,65
DDG,12,42,30
FIR,12,30,18
