Stock,Gap,B,S
TCB,164,738,574
HBC,142,277,135
APH,132,225,93
MBB,120,517,397
NVB,94,106,12
VPI,74,84,10
CTD,63,124,61
AGG,63,101,38
MWG,58,233,175
PNJ,57,125,68
KDH,52,146,94
HDB,47,191,144
VRE,46,232,186
KDC,38,48,10
AAA,37,102,65
NVL,34,93,59
FRT,32,112,80
HAH,32,44,12
NHH,31,32,1
GAS,30,123,93
SCR,30,56,26
TPB,29,78,49
BWE,27,57,30
REE,21,46,25
HPX,20,23,3
STB,19,315,296
CRE,19,46,27
NLG,15,39,24
PLP,14,17,3
NTC,12,21,9
AAS,11,46,35
FIT,11,13,2
TCL,11,11,0
IBC,10,11,1
GKM,10,10,0
HNG,8,87,79
PPC,8,10,2
KBC,7,47,40
PTB,7,25,18
MSR,7,12,5
D2D,6,19,13
DBD,6,6,0
PHR,5,63,58
G36,5,15,10
HUT,5,8,3
VGC,5,6,1
CTI,5,5,0
SHI,5,5,0
DGW,4,18,14
BMI,4,15,11
VOC,4,10,6
DVP,4,6,2
KOS,4,5,1
PSH,4,5,1
HDG,3,77,74
PXL,3,7,4
TDH,3,5,2
VC3,3,4,1
AMV,3,4,1
MBS,3,4,1
THG,3,3,0
YEG,3,3,0
GMD,2,123,121
IJC,2,31,29
TCM,2,29,27
VEA,2,14,12
ROS,2,6,4
DRI,2,4,2
APC,2,3,1
EVF,2,3,1
IDV,2,2,0
SMB,2,2,0
HII,2,2,0
KLB,2,2,0
VNP,1,5,4
BCG,1,3,2
TDC,1,2,1
TDT,1,2,1
BOT,1,2,1
ABS,1,2,1
VLC,1,2,1
TVS,1,1,0
ACM,1,1,0
PVP,1,1,0
CRC,1,1,0
HAI,1,1,0
PGN,1,1,0
SWC,1,1,0
DNM,1,1,0
CHP,1,1,0
HAP,1,1,0
EVE,1,1,0
DHA,1,1,0
DDG,1,1,0
IMP,1,1,0
DXG,0,94,94
VIB,0,6,6
AFX,0,3,3
HAR,0,2,2
KLF,0,2,2
TLH,0,1,1
BFC,0,1,1
KHP,0,1,1
NNC,0,1,1
DLG,0,1,1
AST,0,1,1
BCC,0,1,1
NTP,0,1,1
DPR,0,1,1
TLG,0,1,1
NHA,0,0,0
LGL,0,0,0
SDD,0,0,0
AAV,0,0,0
TTN,0,0,0
TXM,0,0,0
TBC,0,0,0
HSL,0,0,0
SEA,0,0,0
ELC,0,0,0
SKH,0,0,0
CLG,0,0,0
SSN,0,0,0
VOS,0,0,0
TTZ,0,0,0
VNA,0,0,0
TNT,0,0,0
PVV,0,0,0
TCW,0,0,0
SHA,0,0,0
TN1,0,0,0
VNE,0,0,0
TTH,0,0,0
HID,0,0,0
CMG,0,0,0
CCL,0,0,0
SD5,0,0,0
SDT,0,0,0
TCT,0,0,0
SFI,0,0,0
ACL,0,0,0
HDA,0,0,0
CTP,0,0,0
DS3,0,0,0
VNG,0,0,0
CTF,0,0,0
CMS,0,0,0
SD6,0,0,0
BMC,0,0,0
ASP,0,0,0
ASG,0,0,0
HND,0,0,0
FOX,0,0,0
QBS,0,0,0
DAG,0,0,0
PFL,0,0,0
NBB,0,0,0
MHC,0,0,0
JVC,0,0,0
VIG,0,0,0
STH,0,0,0
VSH,0,0,0
NCT,0,0,0
TDG,0,0,0
SBV,0,0,0
SAM,0,0,0
QCG,0,0,0
DTA,0,0,0
HCD,0,0,0
PHC,0,0,0
BCM,0,0,0
MPT,0,0,0
VHE,0,0,0
KSH,0,0,0
CSM,0,0,0
FTM,0,0,0
S99,0,0,0
ORS,0,0,0
SAV,0,0,0
HVH,0,0,0
TGG,0,0,0
CIA,0,0,0
ADS,0,0,0
NAF,0,0,0
TDN,0,0,0
AGM,0,0,0
HAD,0,0,0
OGC,0,0,0
VPH,0,0,0
DAH,0,0,0
VRC,0,0,0
PGS,0,0,0
PAC,0,0,0
C47,0,0,0
SJF,0,0,0
FIR,0,0,0
SPI,0,0,0
TNI,0,0,0
NSC,0,0,0
SRC,0,0,0
DQC,0,0,0
CNG,0,0,0
SD9,0,0,0
SFG,0,0,0
