Stock,Gap,B,S
BFC,-252,183,435
BMI,-252,175,427
BMP,-252,165,417
SHS,-256,209,465
MBB,-264,2269,2533
BID,-271,2045,2316
LDG,-273,1594,1867
HCM,-281,1081,1362
DLG,-288,373,661
DPG,-289,287,576
D2D,-289,167,456
HVN,-298,320,618
BWE,-311,242,553
OGC,-311,192,503
SCR,-316,484,800
HAX,-329,147,476
BCG,-331,342,673
CTS,-335,208,543
TDM,-345,168,513
KSB,-346,938,1284
SJF,-351,255,606
DCM,-354,701,1055
DRH,-383,371,754
VHM,-384,1443,1827
FLC,-394,883,1277
VCI,-402,846,1248
ROS,-404,402,806
AAA,-416,414,830
VIB,-417,199,616
ASM,-456,931,1387
DPM,-463,917,1380
HAH,-498,495,993
PET,-500,537,1037
FMC,-552,302,854
GTN,-585,931,1516
SZC,-604,359,963
KBC,-605,437,1042
HDB,-625,976,1601
VRE,-640,2257,2897
HT1,-650,507,1157
PVT,-660,523,1183
VND,-665,767,1432
FRT,-677,677,1354
GVR,-682,812,1494
HHS,-696,335,1031
GAS,-726,626,1352
LCG,-734,819,1553
BVH,-763,570,1333
MSN,-859,949,1808
NKG,-945,1180,2125
DIG,-987,1129,2116
HSG,-1034,2227,3261
ITA,-1056,1374,2430
POW,-1073,1096,2169
PVD,-1075,980,2055
DXG,-1094,1114,2208
PHR,-1239,669,1908
STB,-1417,1732,3149
TCB,-1438,2765,4203
HBC,-1602,1686,3288
GEX,-1640,1224,2864
ACB,-1855,1811,3666
HPG,-4862,5683,10545
