Stock,Gap,B,S
MSN,211,351,140
TCB,196,690,494
PDR,152,241,89
VJC,127,165,38
DGW,78,106,28
HPG,76,640,564
HSG,76,396,320
TCH,73,114,41
GVR,68,224,156
NVL,68,138,70
KDC,65,66,1
VPB,60,186,126
VIC,56,131,75
APH,56,86,30
VHM,51,207,156
AGG,51,62,11
MBB,50,88,38
NHH,46,49,3
CRE,37,63,26
VNM,34,138,104
FPT,32,175,143
PHR,32,73,41
ACB,30,148,118
HPX,30,31,1
PLC,26,46,20
NBB,23,26,3
FLC,17,63,46
KSB,17,28,11
PVS,16,38,22
HDC,16,37,21
TIG,16,17,1
SHB,15,43,28
PTB,15,37,22
SHI,15,15,0
SBT,14,84,70
LIX,14,16,2
HT1,13,15,2
VPI,11,16,5
KDH,11,15,4
S99,11,12,1
GKM,11,11,0
DGC,9,20,11
VSC,9,10,1
CSV,9,10,1
VCP,9,9,0
VHC,8,12,4
FRT,8,8,0
DXG,7,42,35
SZC,7,17,10
KOS,7,14,7
HBC,6,37,31
GEG,6,12,6
IBC,6,6,0
TNG,5,12,7
PLP,5,6,1
VCB,4,16,12
REE,4,10,6
SLS,4,6,2
PFL,4,6,2
TVB,4,5,1
YEG,4,4,0
AST,4,4,0
ART,4,4,0
NVB,3,33,30
SIP,3,11,8
DRI,3,8,5
ASM,3,8,5
CRC,3,5,2
PSH,3,4,1
PGS,3,3,0
GTN,2,27,25
VGI,2,16,14
HVN,2,7,5
NNC,2,4,2
VC3,2,4,2
BSR,2,4,2
ANV,2,3,1
TLG,2,2,0
NTC,2,2,0
NTP,2,2,0
C32,2,2,0
PET,2,2,0
VNP,2,2,0
BMP,1,9,8
AMV,1,7,6
HAG,1,6,5
LTG,1,5,4
IDJ,1,4,3
TVC,1,3,2
DTD,1,2,1
HAH,1,2,1
ROS,1,2,1
DHT,1,1,0
VTR,1,1,0
VLC,1,1,0
NT2,1,1,0
SMC,1,1,0
SCR,1,1,0
DMC,1,1,0
SCS,1,1,0
DVN,1,1,0
STK,1,1,0
DXP,1,1,0
DCL,1,1,0
ACL,1,1,0
CTF,1,1,0
TTN,1,1,0
DHC,0,29,29
IDI,0,11,11
D2D,0,8,8
VTP,0,8,8
HQC,0,8,8
AAA,0,3,3
AFX,0,2,2
FTS,0,2,2
MBG,0,2,2
LHG,0,2,2
TDM,0,1,1
BVS,0,1,1
THG,0,1,1
HND,0,1,1
NHA,0,1,1
VCR,0,1,1
TVS,0,1,1
DST,0,1,1
FIT,0,0,0
MLS,0,0,0
C69,0,0,0
SGP,0,0,0
ITQ,0,0,0
KLB,0,0,0
PVL,0,0,0
BSI,0,0,0
DDG,0,0,0
DSN,0,0,0
ABC,0,0,0
DRH,0,0,0
SKG,0,0,0
KMR,0,0,0
PXS,0,0,0
POM,0,0,0
ILB,0,0,0
LSS,0,0,0
SGR,0,0,0
TAC,0,0,0
TTB,0,0,0
ABS,0,0,0
TYA,0,0,0
TVN,0,0,0
DPR,0,0,0
FIR,0,0,0
C47,0,0,0
SJF,0,0,0
PAC,0,0,0
EVE,0,0,0
NSC,0,0,0
FID,0,0,0
SPI,0,0,0
HII,0,0,0
