Stock,Gap,B,S
PDR,163,258,95
VNM,140,404,264
VJC,118,154,36
VIC,111,179,68
MSN,87,167,80
APH,81,97,16
NVL,79,130,51
KDH,50,95,45
TCH,50,72,22
VCB,27,48,21
NHH,26,30,4
HPX,22,25,3
KDC,18,29,11
KOS,18,18,0
PLX,17,25,8
VPI,16,26,10
CVT,15,19,4
IBC,15,15,0
DBC,14,125,111
GKM,14,14,0
DGC,13,38,25
TNG,12,19,7
VHM,11,153,142
G36,11,25,14
CRC,10,13,3
SIP,9,17,8
SCS,9,15,6
HDC,9,10,1
CRE,8,34,26
VCP,7,8,1
ADG,6,11,5
EVG,6,9,3
SAB,6,9,3
TIG,6,7,1
GMD,6,7,1
SHI,6,7,1
C4G,6,7,1
VRE,5,111,106
DMC,5,8,3
PAS,5,7,2
PLP,5,6,1
ACB,4,130,126
CII,4,11,7
TCM,4,9,5
IMP,4,8,4
NBB,4,4,0
PSH,4,4,0
CTF,4,4,0
SLS,4,4,0
HDB,3,102,99
FPT,3,67,64
HTN,3,8,5
GEG,3,6,3
HAX,3,5,2
TLG,3,4,1
TDM,3,4,1
VSH,3,3,0
AGG,2,15,13
SCR,2,7,5
HAG,2,7,5
CEO,2,3,1
DAG,2,2,0
DCL,2,2,0
NHA,2,2,0
TVB,2,2,0
DHT,2,2,0
CTI,2,2,0
BCC,2,2,0
VPH,2,2,0
VGC,2,2,0
VIX,1,24,23
GIL,1,9,8
IJC,1,9,8
EIB,1,7,6
MST,1,6,5
FMC,1,4,3
VC3,1,4,3
HQC,1,3,2
TCL,1,2,1
C32,1,2,1
TDC,1,1,0
HHP,1,1,0
SDT,1,1,0
AMD,1,1,0
ACM,1,1,0
PAN,1,1,0
VTR,1,1,0
PAC,1,1,0
FIR,1,1,0
KLB,1,1,0
CSM,1,1,0
CHP,1,1,0
SMC,1,1,0
NTP,1,1,0
HVH,1,1,0
MFS,1,1,0
HCM,0,50,50
MCH,0,6,6
DST,0,3,3
NDN,0,3,3
NTL,0,2,2
PWA,0,2,2
MSR,0,2,2
VEA,0,1,1
IDC,0,1,1
VCR,0,1,1
MBS,0,1,1
DPG,0,1,1
C69,0,1,1
NRC,0,1,1
STK,0,0,0
DVN,0,0,0
QBS,0,0,0
KHP,0,0,0
PFL,0,0,0
NNC,0,0,0
BMC,0,0,0
ASP,0,0,0
ASG,0,0,0
FOX,0,0,0
QNS,0,0,0
STH,0,0,0
MSH,0,0,0
TDT,0,0,0
KDF,0,0,0
MHC,0,0,0
VIP,0,0,0
HAH,0,0,0
HCD,0,0,0
AGR,0,0,0
PGN,0,0,0
NCT,0,0,0
TDG,0,0,0
SBA,0,0,0
SBV,0,0,0
SAM,0,0,0
DLG,0,0,0
QCG,0,0,0
DTA,0,0,0
DNM,0,0,0
KSH,0,0,0
BTD,0,0,0
PHC,0,0,0
BCM,0,0,0
VHE,0,0,0
SWC,0,0,0
TTN,0,0,0
TXM,0,0,0
TLH,0,0,0
HSL,0,0,0
TA9,0,0,0
ELC,0,0,0
BII,0,0,0
LIG,0,0,0
LGL,0,0,0
PVC,0,0,0
SDD,0,0,0
TNA,0,0,0
VNA,0,0,0
TNT,0,0,0
PVV,0,0,0
SKH,0,0,0
CLG,0,0,0
