Stock,Gap,B,S
HHS,2,168,166
HAI,2,83,81
MLS,2,19,17
DBD,2,18,16
NNC,2,17,15
NHA,2,8,6
IDV,2,6,4
SFG,2,5,3
SGP,2,4,2
TTZ,2,4,2
PHC,1,26,25
AGM,1,20,19
TVN,1,20,19
PSH,1,10,9
ABC,1,9,8
DS3,1,2,1
SHA,1,2,1
GKM,1,1,0
SPI,1,1,0
AAS,0,53,53
NTP,0,37,37
VTP,0,22,22
GAB,0,16,16
DCL,0,15,15
MFS,0,13,13
VC3,0,13,13
PSD,0,8,8
CNG,0,8,8
ACM,0,2,2
PVL,0,1,1
ITQ,0,0,0
SDD,0,0,0
CMS,0,0,0
DTD,-1,29,30
TCT,-1,18,19
DSN,-1,14,15
DQC,-1,13,14
VCP,-1,13,14
PGN,-1,13,14
TYA,-1,9,10
VRG,-1,5,6
VIG,-1,5,6
VTR,-1,4,5
TCW,-1,3,4
TTH,-1,2,3
KSH,-1,2,3
TDN,-1,1,2
QTP,-1,0,1
TVS,-1,0,1
DTA,-1,0,1
PNJ,-2,329,331
VPH,-2,18,20
MPT,-2,5,7
SD9,-2,2,4
SEA,-2,2,4
CTP,-2,2,4
BOT,-2,0,2
SKH,-3,0,3
AMD,-4,77,81
LAS,-4,18,22
STH,-4,11,15
PVI,-4,9,13
ITD,-4,8,12
HND,-4,8,12
DHT,-4,7,11
L14,-4,7,11
PXT,-4,3,7
PVP,-4,3,7
IDC,-5,101,106
AMV,-5,32,37
MML,-5,7,12
FOX,-5,6,11
NRC,-6,43,49
HVH,-6,23,29
QNS,-6,15,21
ABI,-6,7,13
PFL,-6,2,8
S99,-6,1,7
SLS,-6,0,6
QBS,-7,90,97
VLC,-7,26,33
MBS,-7,15,22
THG,-7,11,18
CHP,-7,1,8
PLC,-8,72,80
LGL,-8,17,25
SAV,-8,12,20
NCT,-8,1,9
TTF,-9,492,501
TAR,-9,34,43
ACL,-9,23,32
KHP,-9,7,16
ASP,-9,6,15
SFI,-9,5,14
SBA,-9,1,10
NLG,-10,107,117
AFX,-10,56,66
LTG,-10,47,57
DPR,-10,33,43
HDC,-11,234,245
AST,-11,80,91
DNM,-11,20,31
EVE,-11,1,12
TLG,-12,37,49
TGG,-12,35,47
BCC,-12,22,34
DST,-12,19,31
STK,-12,4,16
SBS,-13,5,18
PVT,-14,335,349
HLD,-14,38,52
SAM,-14,23,37
SHI,-14,17,31
VIP,-14,11,25
VCG,-15,21,36
VGT,-15,14,29
DVP,-15,6,21
HAR,-16,92,108
BCG,-16,37,53
DHA,-16,12,28
MHC,-16,4,20
EVF,-17,18,35
ILB,-17,13,30
KLF,-17,4,21
BCM,-18,31,49
ROS,-19,329,348
BSI,-19,10,29
FCN,-20,155,175
BVS,-20,22,42
NT2,-21,504,525
TV2,-21,54,75
BIC,-21,13,34
TNT,-21,3,24
CTD,-22,131,153
TDC,-22,52,74
VNP,-22,32,54
TNA,-22,16,38
SCS,-22,14,36
QCG,-22,13,35
VIX,-23,134,157
SJF,-23,90,113
FTS,-23,56,79
TIP,-24,37,61
YEG,-25,20,45
MSH,-26,35,61
VSH,-27,2,29
APC,-28,16,44
DRC,-30,218,248
TAC,-30,29,59
AAA,-31,450,481
DHC,-31,39,70
PXS,-31,36,67
HPX,-31,30,61
VGI,-32,101,133
PVS,-33,369,402
CSV,-34,136,170
SJD,-34,22,56
MBG,-34,11,45
HAX,-35,96,131
KOS,-35,26,61
ELC,-36,31,67
MWG,-37,218,255
CTS,-39,96,135
TLH,-40,38,78
DBC,-43,183,226
CCL,-43,28,71
AGG,-47,163,210
KBC,-48,294,342
HT1,-49,174,223
TTB,-53,53,106
TLD,-54,98,152
VGC,-54,40,94
SCR,-56,295,351
TDG,-56,0,56
TCM,-59,49,108
VOS,-63,174,237
PTB,-63,77,140
OGC,-65,101,166
VPB,-72,630,702
ANV,-75,118,193
SHS,-76,84,160
SZL,-76,20,96
KDH,-77,146,223
REE,-79,74,153
SHB,-81,178,259
IJC,-81,64,145
FMC,-83,81,164
NKG,-84,418,502
VCI,-85,152,237
GIL,-89,125,214
PHR,-90,214,304
VSC,-92,54,146
HDG,-93,187,280
VHC,-94,279,373
PPC,-94,78,172
SBT,-97,174,271
BMI,-105,60,165
BVH,-111,135,246
TDM,-112,79,191
CVT,-115,75,190
PC1,-119,76,195
D2D,-126,79,205
CTR,-129,192,321
NTL,-129,87,216
VCB,-130,276,406
HTN,-132,88,220
HDB,-133,469,602
PET,-139,161,300
AGR,-150,139,289
DGC,-155,79,234
TCL,-158,64,222
BWE,-168,169,337
POW,-171,1066,1237
FLC,-182,325,507
SSI,-208,591,799
FRT,-209,478,687
FPT,-211,347,558
IDI,-213,138,351
SZC,-217,176,393
TCH,-235,1558,1793
VNM,-237,492,729
DPG,-245,128,373
ASM,-258,449,707
MBB,-291,1183,1474
GTN,-297,111,408
VHM,-299,508,807
VIB,-306,294,600
STB,-335,1052,1387
DIG,-352,596,948
GEX,-369,492,861
GMD,-399,344,743
HCM,-418,272,690
KSB,-447,314,761
VND,-460,215,675
VRE,-474,441,915
HPG,-479,1998,2477
TCB,-484,1306,1790
HSG,-650,902,1552
