Stock,Gap,B,S
PVD,1433,2185,752
HAG,1004,2013,1009
CTG,942,2767,1825
MSN,854,1779,925
TDH,544,1709,1165
DXG,488,1204,716
KDC,364,733,369
HNG,328,689,361
SAB,301,473,172
CII,270,731,461
VJC,224,365,141
GEG,211,486,275
HAH,172,399,227
CKG,171,360,189
TPB,157,562,405
HVN,153,282,129
POM,140,230,90
TVC,111,157,46
KDF,111,142,31
DRI,110,196,86
DCM,108,652,544
EVG,108,221,113
PDR,106,364,258
GAS,103,994,891
BID,95,1130,1035
NVB,91,98,7
DPM,86,401,315
DLG,86,171,85
LDG,77,594,517
PLX,77,384,307
TNI,73,168,95
NVL,67,369,302
HBC,65,683,618
PAN,65,210,145
GVR,60,369,309
TIG,58,88,30
TVB,57,106,49
HSL,57,82,25
DDG,56,67,11
CEO,54,116,62
PXL,53,82,29
HHP,53,78,25
APH,50,202,152
C32,48,172,124
DAG,47,98,51
VPG,44,129,85
AAV,44,73,29
HUT,43,93,50
ABS,41,150,109
VPI,41,69,28
SJS,38,56,18
NHH,38,47,9
OIL,36,68,32
PAS,36,66,30
BAX,36,40,4
BFC,35,336,301
C47,35,96,61
SKG,35,69,34
DRH,34,164,130
VEA,31,51,20
LCG,29,845,816
BMP,28,98,70
PAC,28,32,4
FIT,27,252,225
APG,27,63,36
EIB,27,46,19
TSC,26,83,57
SIP,26,81,55
VNA,25,47,22
TNG,24,142,118
PLP,24,97,73
NTC,24,53,29
HCD,24,34,10
CSM,23,26,3
CTF,23,23,0
CMX,21,163,142
BSR,20,204,184
ITA,19,1688,1669
HAP,18,75,57
DMC,18,47,29
IBC,18,19,1
ACV,17,96,79
G36,17,89,72
HII,17,79,62
VRC,17,48,31
NAF,16,34,18
PWA,15,42,27
TTN,14,33,19
IMP,14,32,18
SRC,14,25,11
BII,14,23,9
SBV,14,18,4
VIC,13,569,556
DGW,13,176,163
CRE,13,60,47
CRC,13,42,29
MST,13,40,27
KMR,13,27,14
CTI,12,199,187
ORS,12,28,16
IDJ,12,25,13
PGS,12,23,11
CVN,11,85,74
PVB,11,33,22
DHM,11,33,22
LIX,11,29,18
FTM,11,22,11
CIA,11,20,9
SSN,11,18,7
NSC,11,12,1
MCH,11,11,0
VTD,10,22,12
HAD,10,11,1
SMC,9,55,46
ASG,9,36,27
SRA,9,21,12
HQC,8,346,338
MSR,8,80,72
VNE,8,20,12
SDT,8,16,8
LSS,7,42,35
C69,7,29,22
KLB,7,10,3
DXP,6,35,29
ART,6,32,26
ADG,6,28,22
MPC,6,23,17
VNG,6,19,13
NBB,6,8,2
BTD,6,7,1
CMG,5,61,56
JVC,5,60,55
C4G,5,30,25
VCR,5,20,15
HDA,5,16,11
TBC,5,9,4
TN1,5,6,1
TDT,5,5,0
VCS,4,65,61
DAH,4,45,41
DVN,4,36,32
VGS,4,17,13
LIG,4,14,10
BMC,4,14,10
SNZ,4,13,9
TXM,4,5,1
LHG,3,98,95
NDN,3,42,39
VOC,3,42,39
FIR,3,21,18
SGR,3,13,10
SD5,3,13,10
PVC,3,12,9
HID,3,11,8
SMB,3,9,6
SWC,3,8,5
GDT,3,6,3
PVV,3,3,0
