Stock,Gap,B,S
HPG,259,540,281
TCB,126,303,177
TPB,114,135,21
DGC,107,172,65
PDR,100,152,52
CTG,87,223,136
DPM,74,118,44
VJC,68,87,19
APH,68,72,4
DCM,66,101,35
DIG,66,99,33
HSG,62,221,159
DXG,57,91,34
KDC,49,51,2
SSI,38,75,37
NVB,37,37,0
VHM,35,184,149
HCM,35,60,25
STB,34,99,65
VHC,33,49,16
CVT,33,42,9
VIX,27,42,15
AAA,27,29,2
ACB,26,96,70
FPT,23,72,49
SBT,21,80,59
PC1,21,36,15
CTD,20,47,27
PVD,20,44,24
PHR,19,45,26
TCM,19,28,9
BVH,17,43,26
CTR,16,46,30
GTN,16,35,19
REE,16,20,4
NHH,16,16,0
PTB,15,21,6
HPX,15,15,0
VIC,14,63,49
VPI,14,20,6
NTL,14,20,6
IMP,14,16,2
VPB,13,75,62
PVS,13,51,38
MBB,12,34,22
KSB,12,21,9
VGI,12,15,3
ITA,10,18,8
SIP,9,16,7
AGG,9,16,7
FMC,9,13,4
IJC,9,12,3
SHI,9,9,0
VNM,8,97,89
GMD,8,30,22
CRE,8,18,10
NKG,8,16,8
CII,8,13,5
ANV,8,9,1
LIX,8,8,0
NBB,8,8,0
IDI,7,16,9
G36,7,14,7
BMP,6,7,1
HBC,5,26,21
GIL,5,21,16
HDG,5,11,6
DRC,5,7,2
GKM,5,5,0
CKG,5,5,0
HAH,5,5,0
KDH,4,39,35
BID,4,34,30
DGW,4,21,17
KOS,4,9,5
PAS,4,8,4
LDG,4,8,4
VEA,4,6,2
MCH,4,5,1
C4G,4,4,0
HDB,3,38,35
SHS,3,22,19
TCH,3,18,15
BWE,3,6,3
GEG,3,6,3
VSC,3,5,2
EVG,3,5,2
MBG,3,5,2
PLP,3,3,0
HQC,3,3,0
IBC,3,3,0
MPC,3,3,0
MSH,3,3,0
GAS,2,33,31
HVN,2,5,3
IDC,2,4,2
NTC,2,3,1
ACV,2,3,1
DDG,2,2,0
DRH,2,2,0
SJF,2,2,0
VTD,2,2,0
NSC,2,2,0
CTF,2,2,0
PSH,2,2,0
QNS,2,2,0
TNG,1,23,22
PLC,1,17,16
VCS,1,16,15
LCG,1,7,6
BSR,1,5,4
HAI,1,5,4
SCR,1,3,2
CRC,1,3,2
VGT,1,2,1
CSM,1,2,1
BMI,1,2,1
LAS,1,2,1
BFC,1,2,1
HAX,1,2,1
CSV,1,2,1
TDN,1,1,0
HAR,1,1,0
TDH,1,1,0
SMC,1,1,0
KLB,1,1,0
YEG,1,1,0
TAC,1,1,0
DHT,1,1,0
EVE,1,1,0
SRA,1,1,0
PVI,1,1,0
DQC,1,1,0
CNG,1,1,0
SHA,1,1,0
PWA,1,1,0
FRT,1,1,0
TVB,1,1,0
SEA,1,1,0
MML,1,1,0
QCG,1,1,0
AGR,1,1,0
AST,1,1,0
DAG,1,1,0
DXP,1,1,0
TDC,1,1,0
LTG,0,8,8
DHC,0,6,6
HUT,0,4,4
DRI,0,3,3
TIG,0,3,3
CEO,0,2,2
NNC,0,2,2
NTP,0,1,1
D2D,0,1,1
VOC,0,1,1
VIG,0,1,1
MFS,0,0,0
QTP,0,0,0
HAD,0,0,0
AGM,0,0,0
DAH,0,0,0
DBD,0,0,0
VPH,0,0,0
APG,0,0,0
TDM,0,0,0
HAP,0,0,0
VGC,0,0,0
PGS,0,0,0
BVS,0,0,0
IDJ,0,0,0
SZL,0,0,0
VRC,0,0,0
VRG,0,0,0
SNZ,0,0,0
AFX,0,0,0
NT2,0,0,0
PSD,0,0,0
BOT,0,0,0
DVP,0,0,0
ORS,0,0,0
APC,0,0,0
CHP,0,0,0
SLS,0,0,0
FTM,0,0,0
SMB,0,0,0
CIA,0,0,0
SAV,0,0,0
TGG,0,0,0
HVH,0,0,0
ADS,0,0,0
OIL,0,0,0
BCC,0,0,0
GDT,0,0,0
NAF,0,0,0
VGS,0,0,0
TSC,0,0,0
C32,0,0,0
SGP,0,0,0
