Stock,Gap,B,S
APH,303,550,247
VPB,191,490,299
VNM,167,415,248
VIC,140,247,107
HNG,112,173,61
VJC,103,155,52
CTG,97,455,358
SHB,82,161,79
VCB,80,138,58
VPI,71,73,2
TCB,53,403,350
SSI,50,196,146
NVB,47,89,42
NVL,46,131,85
CII,40,73,33
SZC,38,98,60
DHC,38,57,19
CTD,37,117,80
TCH,29,167,138
DST,28,37,9
PDR,26,129,103
DRC,26,50,24
KDC,23,36,13
HAG,22,55,33
SAB,20,38,18
IMP,20,34,14
NHH,19,23,4
GAS,18,133,115
MBB,17,115,98
ASM,16,78,62
IDC,15,29,14
GKM,15,15,0
MSN,14,57,43
CRE,14,52,38
PAS,14,15,1
KOS,14,14,0
FMC,13,21,8
IBC,13,14,1
BWE,12,36,24
HPX,12,16,4
DTD,12,15,3
VND,11,42,31
LHG,11,41,30
VIB,11,20,9
KBC,10,43,33
TVC,10,24,14
SHI,10,11,1
SBT,9,76,67
GVR,9,63,54
NLG,9,23,14
GEG,8,15,7
AFX,8,13,5
ADG,8,12,4
PLX,7,40,33
TNG,6,52,46
ITA,6,49,43
MCH,6,9,3
CKG,6,9,3
TLD,6,7,1
VC3,6,7,1
DXP,5,16,11
LAS,5,7,2
HII,5,5,0
SGP,4,11,7
SZL,4,9,5
CTI,4,5,1
PLP,4,4,0
PSH,4,4,0
BID,3,135,132
C4G,3,14,11
VCG,3,10,7
OIL,3,7,4
IDV,3,4,1
SLS,3,3,0
GAB,3,3,0
SHS,2,40,38
TCM,2,28,26
SRA,2,6,4
EIB,2,5,3
TNA,2,5,3
CRC,2,3,1
ILB,2,2,0
SJS,2,2,0
LIX,2,2,0
TVN,2,2,0
STK,2,2,0
AGG,1,28,27
VRG,1,4,3
SKG,1,3,2
ANV,1,3,2
HHP,1,3,2
VLC,1,2,1
BCC,1,2,1
CHP,1,2,1
PGN,1,2,1
TIG,1,2,1
DSN,1,1,0
ITQ,1,1,0
KLB,1,1,0
EVG,1,1,0
PAC,1,1,0
SJF,1,1,0
VRC,1,1,0
SMC,1,1,0
NNC,1,1,0
FOX,1,1,0
TVS,1,1,0
TBC,1,1,0
ELC,1,1,0
SDD,1,1,0
KDF,0,11,11
PVI,0,7,7
MBG,0,7,7
NDN,0,5,5
ROS,0,5,5
PVC,0,4,4
AGR,0,2,2
PC1,0,2,2
AMD,0,2,2
CMX,0,1,1
OGC,0,1,1
SAV,0,1,1
DVP,0,1,1
APC,0,1,1
BOT,0,1,1
THG,0,1,1
MSH,0,1,1
FTS,0,1,1
PXL,0,1,1
FRT,0,1,1
CTS,0,1,1
TTB,0,0,0
SGR,0,0,0
ITD,0,0,0
LSS,0,0,0
POM,0,0,0
YEG,0,0,0
KMR,0,0,0
PXS,0,0,0
NRC,0,0,0
ABC,0,0,0
BSI,0,0,0
PVL,0,0,0
DQC,0,0,0
SD9,0,0,0
SFG,0,0,0
CNG,0,0,0
SJD,0,0,0
PXT,0,0,0
BIC,0,0,0
TCL,0,0,0
SRC,0,0,0
SPI,0,0,0
EVE,0,0,0
C47,0,0,0
DPR,0,0,0
FIR,0,0,0
TYA,0,0,0
APG,0,0,0
VPH,0,0,0
BAX,0,0,0
TDN,0,0,0
HAD,0,0,0
AGM,0,0,0
TSC,0,0,0
NAF,0,0,0
CIA,0,0,0
SMB,0,0,0
HVH,0,0,0
TGG,0,0,0
ADS,0,0,0
CSM,0,0,0
ORS,0,0,0
FTM,0,0,0
S99,0,0,0
NT2,0,0,0
PSD,0,0,0
DNM,0,0,0
PHC,0,0,0
BTD,0,0,0
BCM,0,0,0
VHE,0,0,0
MPT,0,0,0
HCD,0,0,0
SBA,0,0,0
TDG,0,0,0
SBV,0,0,0
SAM,0,0,0
DTA,0,0,0
STH,0,0,0
VSH,0,0,0
NBB,0,0,0
MHC,0,0,0
VIG,0,0,0
QBS,0,0,0
DAG,0,0,0
BMC,0,0,0
ASP,0,0,0
ABI,0,0,0
ACM,0,0,0
VNP,0,0,0
VNG,0,0,0
CTF,0,0,0
SD6,0,0,0
CMS,0,0,0
BFC,0,0,0
PVP,0,0,0
SFI,0,0,0
HDA,0,0,0
CTP,0,0,0
DS3,0,0,0
ACL,0,0,0
HID,0,0,0
TTH,0,0,0
CCL,0,0,0
SD5,0,0,0
SDT,0,0,0
DHM,0,0,0
CMG,0,0,0
SHA,0,0,0
TN1,0,0,0
TCW,0,0,0
TTZ,0,0,0
VNA,0,0,0
TNT,0,0,0
PVV,0,0,0
SKH,0,0,0
CLG,0,0,0
MML,0,0,0
SSN,0,0,0
VOS,0,0,0
TXM,0,0,0
TTN,0,0,0
HSL,0,0,0
SEA,0,0,0
BII,0,0,0
NHA,0,0,0
LGL,0,0,0
VHM,-1,301,302
D2D,-1,28,29
TDH,-1,6,7
DRI,-1,2,3
DRH,-1,1,2
VTR,-1,1,2
ABS,-1,1,2
PGS,-1,1,2
AST,-1,1,2
HAI,-1,1,2
AAV,-1,1,2
C69,-1,0,1
DHA,-1,0,1
EVF,-1,0,1
DHT,-1,0,1
HAP,-1,0,1
DAH,-1,0,1
MFS,-1,0,1
VGS,-1,0,1
SWC,-1,0,1
DCL,-1,0,1
TDT,-1,0,1
SBS,-1,0,1
KHP,-1,0,1
PFL,-1,0,1
ASG,-1,0,1
HND,-1,0,1
TCT,-1,0,1
AAS,-1,0,1
VNE,-1,0,1
LIG,-1,0,1
VRE,-2,262,264
VIX,-2,89,91
MSR,-2,3,5
DBD,-2,1,3
NTP,-2,1,3
TDC,-2,1,3
VOC,-2,1,3
DDG,-2,0,2
TLG,-2,0,2
FIT,-2,0,2
TNI,-2,0,2
NSC,-2,0,2
HAR,-2,0,2
C32,-2,0,2
KSH,-2,0,2
NCT,-2,0,2
QCG,-2,0,2
TV2,-2,0,2
SIP,-3,19,22
PTB,-3,11,14
TAR,-3,6,9
IDI,-3,6,9
HAX,-3,5,8
QNS,-3,4,7
TIP,-3,4,7
BCG,-3,3,6
VSC,-3,3,6
BVS,-3,2,5
DVN,-3,2,5
MLS,-3,1,4
VIP,-3,1,4
GDT,-3,0,3
SNZ,-3,0,3
HTN,-3,0,3
MPC,-3,0,3
DLG,-3,0,3
JVC,-3,0,3
ART,-3,0,3
MBS,-3,0,3
VCR,-3,0,3
FCN,-4,23,27
POW,-4,23,27
IJC,-4,17,21
DMC,-4,6,10
CVN,-4,3,7
HHS,-4,3,7
HAH,-4,1,5
PVB,-4,1,5
KLF,-4,0,4
VTD,-4,0,4
MST,-4,0,4
PVT,-5,51,56
VCS,-5,31,36
KSB,-5,14,19
SCR,-5,9,14
PLC,-5,8,13
HT1,-5,6,11
VPG,-5,6,11
VCP,-5,3,8
SCS,-5,2,7
PPC,-5,2,7
HUT,-5,1,6
PAN,-5,1,6
TAC,-5,0,5
IDJ,-5,0,5
MWG,-6,105,111
TLH,-7,2,9
L14,-7,1,8
VGT,-7,1,8
PWA,-7,0,7
GIL,-8,13,21
VGC,-8,4,12
AMV,-8,2,10
QTP,-8,1,9
DGW,-9,20,29
REE,-9,11,20
CSV,-9,4,13
LCG,-10,19,29
TVB,-10,7,17
CVT,-10,0,10
FPT,-11,109,120
HCM,-11,80,91
TTF,-11,5,16
HQC,-11,0,11
G36,-12,20,32
DPG,-12,7,19
CTR,-13,62,75
BMI,-13,17,30
NTL,-13,8,21
HDC,-13,8,21
GMD,-14,15,29
HVN,-14,9,23
HLD,-16,6,22
TPB,-17,53,70
AAA,-17,13,30
LDG,-18,9,27
BMP,-19,18,37
VHC,-19,15,34
DPM,-19,15,34
VEA,-19,10,29
BVH,-20,38,58
DBC,-21,52,73
VCI,-21,27,48
NTC,-21,9,30
PVS,-22,123,145
GTN,-22,19,41
TDM,-22,12,34
STB,-24,172,196
ACV,-24,13,37
DCM,-25,33,58
LTG,-25,18,43
HDB,-26,130,156
PNJ,-26,71,97
PET,-26,18,44
VTP,-26,5,31
HDG,-28,43,71
HSG,-29,112,141
VGI,-31,28,59
CEO,-33,2,35
FLC,-34,29,63
BSR,-35,54,89
DIG,-41,89,130
DXG,-41,45,86
NKG,-44,19,63
KDH,-45,29,74
ACB,-47,113,160
HBC,-55,75,130
PHR,-63,56,119
PVD,-65,149,214
DGC,-76,20,96
GEX,-119,159,278
HPG,-918,1547,2465
