Stock,Gap,B,S
DPR,-4,9,13
SAM,-4,6,10
THG,-4,5,9
DHT,-4,3,7
SDD,-4,2,6
TDN,-4,1,5
TDT,-4,0,4
BAX,-4,0,4
VGI,-5,67,72
BTD,-5,18,23
KDF,-5,3,8
SFG,-5,1,6
CTS,-6,50,56
IDJ,-6,28,34
C69,-6,13,19
CNG,-6,8,14
IDV,-6,5,11
VNP,-6,4,10
SEA,-6,3,9
SD6,-6,3,9
SGR,-6,1,7
HAX,-7,255,262
L14,-7,15,22
DLG,-8,87,95
CEO,-8,31,39
DXP,-8,22,30
GDT,-8,8,16
LGL,-8,6,14
VCG,-8,5,13
DVN,-8,4,12
SBS,-8,2,10
SHA,-8,1,9
NBB,-8,1,9
AGG,-9,124,133
TIP,-9,67,76
TLG,-9,37,46
VPI,-9,33,42
CSM,-9,11,20
SRC,-9,10,19
STH,-9,5,14
ART,-9,5,14
VNE,-9,3,12
TCL,-10,79,89
SJF,-10,53,63
YEG,-10,9,19
ACM,-10,2,12
SJD,-11,17,28
MPC,-11,14,25
VSH,-11,6,17
SGP,-11,3,14
VIG,-11,1,12
HAR,-12,79,91
FIR,-12,29,41
MML,-12,10,22
LIG,-12,10,22
TNA,-13,25,38
SAV,-13,22,35
BSI,-13,18,31
HCD,-13,14,27
ACV,-14,144,158
DQC,-14,12,26
OIL,-14,2,16
TSC,-15,33,48
VGT,-15,10,25
HAH,-16,132,148
BMC,-16,2,18
TAR,-17,64,81
MSR,-17,10,27
MBS,-17,7,24
MLS,-17,6,23
VCI,-18,312,330
TDG,-19,52,71
SZL,-19,38,57
BIC,-19,16,35
C4G,-19,15,34
MHC,-19,9,28
LAS,-20,47,67
CRC,-20,5,25
G36,-21,55,76
TCT,-21,21,42
ASG,-21,8,29
SRA,-22,18,40
HLD,-22,16,38
MCH,-22,7,29
AGM,-22,6,28
PVS,-23,399,422
DMC,-23,28,51
TGG,-23,13,36
CHP,-23,12,35
HAP,-24,29,53
ITD,-24,10,34
DRI,-26,38,64
TV2,-26,24,50
PVB,-26,20,46
POM,-26,3,29
CTI,-28,58,86
ACL,-28,19,47
VRC,-28,8,36
TAC,-29,0,29
CMG,-30,24,54
KOS,-30,18,48
MBG,-31,24,55
PXS,-31,15,46
BCM,-31,10,41
CRE,-33,83,116
STK,-33,45,78
SCS,-33,41,74
DHC,-35,166,201
VTP,-35,18,53
KLF,-36,37,73
QNS,-36,13,49
PLP,-37,30,67
VNG,-37,19,56
VCS,-39,77,116
JVC,-40,30,70
CKG,-42,82,124
TDH,-44,182,226
ABC,-46,37,83
PDR,-49,227,276
SJS,-49,46,95
FIT,-50,62,112
SMC,-51,34,85
IJC,-52,115,167
BMP,-54,87,141
PPC,-54,86,140
PLC,-54,63,117
C32,-55,54,109
NNC,-56,38,94
REE,-59,132,191
BMI,-60,138,198
CTR,-60,46,106
AST,-61,93,154
VIP,-64,23,87
SAB,-66,191,257
PC1,-66,79,145
TPB,-75,302,377
DRH,-76,78,154
TDC,-76,61,137
CCL,-77,36,113
TNG,-80,129,209
TTB,-82,46,128
NLG,-84,66,150
HQC,-86,105,191
HAG,-90,342,432
FTS,-91,16,107
DRC,-92,236,328
LHG,-93,52,145
VPG,-95,186,281
VIB,-95,112,207
TNI,-95,25,120
TLH,-98,27,125
ASM,-101,1009,1110
HDG,-101,244,345
CMX,-102,187,289
AMD,-102,56,158
LIX,-103,46,149
ROS,-106,222,328
SHB,-107,96,203
TVB,-109,99,208
HAI,-111,97,208
KBC,-116,93,209
NTL,-120,113,233
HTN,-120,78,198
CSV,-125,100,225
IMP,-126,24,150
HDC,-129,127,256
PLX,-130,142,272
BFC,-132,95,227
NKG,-134,637,771
PTB,-140,100,240
FMC,-140,97,237
PAS,-140,64,204
AAA,-143,152,295
DAH,-149,59,208
HHS,-151,194,345
HT1,-152,192,344
ANV,-152,65,217
DPG,-174,214,388
TCM,-176,90,266
PHR,-179,595,774
OGC,-198,59,257
GEG,-206,122,328
LCG,-217,396,613
GIL,-222,154,376
TTF,-224,220,444
KDH,-229,397,626
GAS,-233,349,582
MWG,-255,876,1131
FRT,-256,121,377
FCN,-277,225,502
KSB,-279,269,548
LDG,-285,571,856
SSI,-288,755,1043
VHC,-291,199,490
DGC,-308,202,510
SBT,-311,231,542
HVN,-342,268,610
VND,-344,291,635
ACB,-353,253,606
MBB,-371,1642,2013
VNM,-371,1128,1499
VHM,-380,1027,1407
PVT,-385,328,713
SZC,-387,190,577
HCM,-389,403,792
GTN,-396,262,658
ITA,-405,547,952
DCM,-405,329,734
CII,-405,134,539
DGW,-409,368,777
BVH,-424,354,778
DPM,-437,404,841
GEX,-447,1242,1689
VPB,-466,882,1348
HDB,-504,435,939
BID,-523,540,1063
CTG,-536,2099,2635
PVD,-544,490,1034
PNJ,-573,538,1111
STB,-602,813,1415
POW,-615,438,1053
DBC,-622,268,890
FPT,-674,1098,1772
HPG,-696,2562,3258
HSG,-698,1150,1848
HBC,-703,293,996
TCH,-765,477,1242
GVR,-906,625,1531
DXG,-922,654,1576
VRE,-952,1035,1987
MSN,-986,963,1949
TCB,-1714,2312,4026
FLC,-2396,1111,3507
