Stock,Gap,B,S
TCH,7077,8534,1457
HPG,2800,5214,2414
HSG,2268,3632,1364
PVD,1630,3317,1687
GVR,1541,2491,950
TCB,1381,3716,2335
ASM,1199,2207,1008
GAS,1131,2086,955
MBB,962,2053,1091
NKG,952,1767,815
HBC,880,1730,850
SSI,831,2086,1255
LCG,800,1223,423
GEX,797,1866,1069
DXG,673,1667,994
CTG,631,2015,1384
BMP,576,856,280
PVS,548,976,428
PHR,499,1104,605
TCM,440,790,350
DRH,400,674,274
VIX,364,529,165
TPB,350,636,286
BSR,342,547,205
TLD,327,478,151
HDG,298,795,497
IDI,292,780,488
MSH,273,409,136
ACB,264,1025,761
TIG,251,295,44
VPB,241,1401,1160
FCN,237,592,355
APG,237,263,26
ACV,232,316,84
FLC,224,1367,1143
HAG,222,625,403
SHB,222,356,134
IJC,210,472,262
GMD,185,788,603
KBC,185,267,82
DRC,178,397,219
SMC,173,291,118
CTS,171,366,195
TVB,171,343,172
CVT,166,383,217
GIL,157,379,222
PVT,154,849,695
DGW,151,836,685
AAA,150,450,300
HCM,144,938,794
NT2,142,202,60
HAH,139,340,201
DST,138,159,21
PAS,137,194,57
SZC,132,436,304
HAX,128,360,232
MST,126,154,28
SKG,124,178,54
PXS,124,156,32
MBG,121,218,97
LAS,121,166,45
VGI,119,188,69
SIP,119,161,42
TLH,118,216,98
STB,117,1163,1046
VJC,117,656,539
DAG,114,163,49
BCG,111,304,193
PDR,106,257,151
POW,99,1007,908
DVN,96,159,63
AGR,93,568,475
CRE,93,266,173
NTL,90,389,299
DIG,88,533,445
SCR,88,386,298
ILB,86,169,83
STK,85,124,39
TDM,84,213,129
PHC,84,126,42
GTN,82,512,430
TVC,82,118,36
NHH,76,85,9
BWE,75,162,87
SJD,74,123,49
TIP,73,161,88
DAH,73,161,88
CTF,73,79,6
APH,67,240,173
TAR,64,146,82
TSC,64,114,50
CTR,60,205,145
BVH,59,530,471
HT1,55,388,333
TCL,55,140,85
VGS,54,100,46
PLC,53,218,165
TDH,52,318,266
HVH,52,200,148
G36,52,164,112
HPX,50,68,18
ABS,50,67,17
DDG,49,109,60
NVB,48,103,55
MCH,48,82,34
TTN,47,115,68
SBA,45,88,43
DLG,43,156,113
HHP,43,74,31
CRC,42,84,42
VGT,42,79,37
GEG,40,303,263
DHC,40,170,130
HLD,39,100,61
VC3,39,43,4
VIB,38,222,184
SEA,38,86,48
BSI,37,53,16
VPI,36,79,43
KMR,35,70,35
AAV,35,52,17
SLS,35,47,12
C47,33,120,87
HQC,32,236,204
LTG,31,183,152
VGC,31,67,36
DXP,28,130,102
PVC,28,76,48
C32,27,145,118
QNS,27,74,47
PAN,26,64,38
TNG,25,368,343
TAC,24,47,23
VNP,24,40,16
FMC,23,172,149
BIC,23,85,62
FIR,23,68,45
ITD,22,37,15
AGG,20,206,186
PLP,20,107,87
VCG,20,102,82
NTC,20,46,26
DPR,20,30,10
BAX,20,29,9
FPT,19,1212,1193
DVP,19,39,20
SHI,19,22,3
ADS,19,19,0
VOC,18,95,77
TLG,18,70,52
PWA,18,59,41
VTD,18,39,21
VTR,17,26,9
GKM,17,18,1
VHC,15,262,247
ELC,15,40,25
SZL,14,89,75
FTS,14,72,58
SNZ,14,44,30
BCC,14,35,21
DQC,14,33,19
SGP,14,30,16
NTP,14,26,12
VNA,14,20,6
MSR,12,32,20
TBC,11,34,23
PGN,11,27,16
NSC,11,27,16
PSH,11,20,9
IBC,11,16,5
SRC,11,11,0
HAR,10,157,147
TGG,10,84,74
VNG,10,61,51
MML,10,34,24
GAB,10,25,15
QBS,10,22,12
SKH,10,14,4
CNG,10,14,4
GDT,10,13,3
ADG,9,41,32
NRC,9,41,32
AMV,9,37,28
L14,9,31,22
KLF,9,31,22
VCP,9,20,11
LIG,9,19,10
DTA,9,13,4
CMS,8,8,0
LIX,7,65,58
C4G,7,33,26
SAV,7,18,11
SBV,7,14,7
PVP,7,13,6
FOX,7,7,0
MPC,6,39,33
YEG,6,36,30
DSN,6,16,10
PFL,6,14,8
ITQ,6,11,5
TN1,6,6,0
DPG,5,308,303
CSV,5,127,122
SRA,5,59,54
VCR,5,36,31
ASP,5,23,18
IDC,5,21,16
PGS,5,18,13
AFX,5,18,13
MFS,5,6,1
HAD,5,6,1
BVS,4,22,18
NHA,4,13,9
APC,4,12,8
KLB,4,6,2
SSN,4,5,1
IDJ,3,36,33
C69,3,20,17
TDT,3,16,13
SD5,3,15,12
PVV,3,14,11
SWC,3,8,5
SMB,3,6,3
KHP,3,4,1
KDC,2,160,158
STH,2,38,36
KSH,2,31,29
KDF,2,26,24
BMC,2,15,13
LGL,2,10,8
SGR,2,9,7
PVL,2,4,2
SDT,2,3,1
CEO,1,42,41
HDA,1,24,23
VIG,1,11,10
SD6,1,9,8
ORS,1,6,5
SHA,1,5,4
EVE,1,3,2
TTZ,1,1,0
SD9,1,1,0
TDG,0,140,140
DTD,0,59,59
HII,0,38,38
THG,0,19,19
TCW,0,18,18
PXL,0,17,17
ABI,0,9,9
DHT,0,9,9
VHE,0,7,7
TXM,0,0,0
OGC,-1,153,154
AST,-1,105,106
CCL,-1,67,68
SPI,-1,8,9
QTP,-1,7,8
IDV,-1,4,5
BOT,-1,2,3
DRI,-2,83,85
VTP,-2,54,56
MHC,-2,33,35
BII,-2,13,15
SAM,-2,6,8
SBS,-2,1,3
DHM,-3,97,100
SCS,-3,32,35
ART,-3,10,13
MBS,-3,9,12
CIA,-3,9,12
PSD,-3,5,8
TVS,-3,3,6
SDD,-3,0,3
ABC,-4,51,55
TYA,-4,12,16
CTP,-4,5,9
MPT,-4,3,7
HCD,-5,51,56
FTM,-5,39,44
BCM,-5,29,34
TDN,-5,3,8
TTH,-5,2,7
NVL,-6,357,363
PVB,-6,47,53
ACM,-6,11,17
SFI,-6,5,11
DS3,-6,1,7
DCL,-7,32,39
VNE,-7,16,23
CLG,-7,12,19
VPH,-7,8,15
VOS,-8,27,35
BTD,-8,11,19
CVN,-8,2,10
HVN,-9,440,449
SJS,-9,111,120
DMC,-9,52,61
AGM,-9,6,15
VLC,-9,1,10
TVN,-10,69,79
SFG,-10,10,20
PTB,-11,153,164
CMG,-11,30,41
DNM,-11,30,41
VRG,-11,15,26
S99,-11,0,11
VEA,-12,169,181
NNC,-12,69,81
NAF,-12,67,79
TCT,-12,10,22
MLS,-13,26,39
AAS,-13,17,30
DBD,-13,12,25
HND,-13,8,21
QCG,-14,54,68
TV2,-14,39,53
PAC,-14,8,22
NDN,-15,35,50
BMI,-16,186,202
VRC,-16,30,46
HSL,-16,15,31
EVF,-16,11,27
NBB,-17,7,24
KOS,-18,45,63
CSM,-18,23,41
TNA,-19,44,63
ASG,-19,0,19
OIL,-20,27,47
CHP,-20,5,25
HAP,-21,59,80
PXT,-21,7,28
HID,-22,19,41
HDC,-23,388,411
CII,-23,313,336
LHG,-23,124,147
BFC,-23,121,144
IMP,-24,64,88
POM,-24,0,24
PVI,-25,17,42
CMX,-26,152,178
PC1,-27,119,146
VSC,-29,79,108
VCS,-29,66,95
LDG,-31,759,790
ACL,-31,38,69
TNI,-32,85,117
HUT,-34,16,50
KSB,-36,450,486
NCT,-36,26,62
DHA,-37,68,105
DGC,-38,397,435
SJF,-38,90,128
