Stock,Gap,B,S
DBC,-237,928,1165
TV2,-240,222,462
HT1,-241,465,706
SZC,-244,530,774
FTS,-248,165,413
DHC,-257,109,366
NKG,-272,976,1248
STB,-276,3277,3553
SAB,-283,318,601
TDM,-298,194,492
FMC,-299,290,589
GEG,-307,183,490
DGW,-308,294,602
TDH,-316,623,939
VCI,-316,324,640
PHR,-324,283,607
IJC,-339,443,782
HNG,-340,708,1048
ROS,-349,320,669
SCR,-350,680,1030
DGC,-360,199,559
HBC,-372,1678,2050
SSI,-380,2075,2455
BMI,-382,306,688
DPG,-387,406,793
AAA,-408,661,1069
CII,-471,392,863
SBT,-473,464,937
FRT,-498,1273,1771
KBC,-522,946,1468
DPM,-544,686,1230
HDG,-546,353,899
CTD,-576,482,1058
PVT,-582,711,1293
HVN,-586,654,1240
VPB,-603,1261,1864
VND,-641,704,1345
DCM,-653,400,1053
TTF,-675,486,1161
REE,-676,321,997
POW,-680,2785,3465
KDH,-767,1043,1810
VJC,-780,358,1138
BVH,-850,647,1497
BID,-974,1255,2229
MSN,-997,706,1703
PLX,-1006,596,1602
MBB,-1125,2126,3251
TCB,-1131,4623,5754
NVL,-1182,721,1903
HCM,-1221,1238,2459
GEX,-1258,1567,2825
VIC,-1334,799,2133
GMD,-1337,1011,2348
GAS,-1377,739,2116
VHC,-1512,1403,2915
MWG,-1529,651,2180
PNJ,-1636,496,2132
DXG,-1676,1870,3546
VNM,-1998,1455,3453
VHM,-2289,1528,3817
FPT,-2324,1207,3531
VRE,-2562,2471,5033
VCB,-2644,1576,4220
CTG,-3376,2282,5658
HPG,-7503,5422,12925
