Stock,Gap,B,S
CTP,-1,1,2
SBS,-1,1,2
TXM,-1,0,1
TTN,-1,0,1
SKH,-1,0,1
CTI,-2,49,51
VPI,-2,26,28
BTD,-2,24,26
KDF,-2,24,26
KOS,-2,12,14
PXS,-2,8,10
DHA,-2,8,10
SRC,-2,6,8
NCT,-2,5,7
BVS,-2,4,6
PXL,-2,4,6
SDT,-2,2,4
MML,-2,2,4
ITQ,-2,1,3
SDD,-2,1,3
VNA,-2,1,3
MFS,-2,0,2
VHE,-2,0,2
HAR,-3,75,78
ABS,-3,55,58
DST,-3,15,18
PAC,-3,12,15
SD9,-3,11,14
VOC,-3,11,14
DVP,-3,7,10
S99,-3,7,10
DQC,-3,7,10
APC,-3,4,7
TBC,-3,2,5
HAD,-3,0,3
TTH,-3,0,3
L14,-4,11,15
ACM,-4,11,15
BIC,-5,20,25
TCT,-5,9,14
SBV,-5,5,10
IDV,-5,2,7
HQC,-6,143,149
C32,-6,63,69
BWE,-6,60,66
ADG,-6,22,28
CRC,-6,21,27
LGL,-6,15,21
SCS,-6,11,17
GAB,-6,8,14
BAX,-6,3,9
BII,-6,2,8
DDG,-7,15,22
VRG,-7,2,9
HDG,-8,176,184
VCG,-8,18,26
AFX,-8,15,23
IDJ,-8,11,19
SAM,-8,9,17
PAN,-8,7,15
CMS,-8,1,9
VSH,-9,9,18
TYA,-9,7,16
MBS,-9,5,14
TDT,-9,0,9
TNI,-10,37,47
C4G,-10,30,40
VGC,-10,22,32
FTM,-10,7,17
PVB,-10,7,17
EVF,-10,4,14
DPG,-11,191,202
BMI,-11,24,35
TVB,-11,21,32
VCR,-11,5,16
VNG,-12,32,44
TDM,-12,19,31
SJD,-12,12,24
SGR,-12,0,12
NTP,-14,7,21
BCM,-14,1,15
HVN,-15,131,146
NHA,-15,13,28
MSN,-16,602,618
G36,-16,45,61
HDA,-16,8,24
ASG,-16,6,22
LSS,-17,34,51
MHC,-17,11,28
SAB,-19,108,127
VOS,-20,18,38
TLH,-20,12,32
C47,-21,9,30
DPR,-21,2,23
HAP,-22,53,75
CCL,-22,44,66
PPC,-23,35,58
DHM,-24,57,81
VTP,-25,36,61
VPH,-25,7,32
HHS,-26,232,258
NLG,-27,158,185
DMC,-27,45,72
TTF,-28,504,532
MBG,-30,31,61
APG,-32,49,81
HCD,-32,18,50
HUT,-32,12,44
SZL,-34,19,53
HT1,-39,107,146
VSC,-39,88,127
HVH,-39,27,66
LIX,-41,61,102
HAX,-43,97,140
PAS,-43,53,96
DAH,-44,75,119
KDH,-45,362,407
HTN,-46,130,176
MWG,-49,422,471
LCG,-50,191,241
SRA,-50,49,99
VCI,-51,106,157
ART,-52,15,67
TTB,-53,47,100
TIP,-53,34,87
DLG,-57,33,90
SHB,-67,284,351
TNA,-69,87,156
LDG,-71,365,436
PET,-77,286,363
GVR,-92,534,626
HAG,-97,297,394
AMD,-104,181,285
LHG,-106,75,181
ASM,-109,211,320
DBC,-132,212,344
OGC,-150,83,233
PNJ,-227,452,679
FLC,-850,1521,2371
