Stock,Gap,B,S
HQC,1390,2970,1580
HAG,695,2907,2212
SHB,680,3240,2560
KBC,678,3389,2711
DLG,661,1608,947
PDR,524,997,473
DXG,489,2325,1836
VNM,425,2451,2026
CRE,416,649,233
PVT,413,2112,1699
BSR,352,1116,764
HHS,343,976,633
SHS,336,905,569
AGR,334,1305,971
PVD,288,3140,2852
VIG,258,404,146
AMD,254,807,553
PVS,225,1253,1028
DGW,223,546,323
NVB,199,389,190
LCG,192,1276,1084
HAI,170,749,579
DRH,162,511,349
TDC,157,497,340
AGG,156,706,550
VHM,141,1439,1298
CTR,134,274,140
AST,121,239,118
NHH,112,160,48
KDC,110,216,106
BIC,105,193,88
HSL,103,167,64
SJF,101,650,549
TTB,101,479,378
CEO,99,470,371
PAS,92,211,119
OGC,70,300,230
TVC,69,282,213
APH,68,193,125
KSH,68,173,105
APS,65,205,140
KLF,63,236,173
TTH,63,118,55
ACM,62,179,117
HPX,62,91,29
VPI,58,400,342
VRC,57,235,178
MBS,56,445,389
C69,52,104,52
GMC,51,88,37
AMV,49,259,210
ART,48,416,368
MSR,47,295,248
PXL,47,98,51
NDN,44,172,128
CTF,44,48,4
VIX,42,522,480
APG,42,302,260
NTC,41,84,43
PVP,38,179,141
TDT,38,38,0
FIT,37,736,699
DAG,37,256,219
HND,37,97,60
MBG,35,389,354
IJC,33,510,477
PLC,33,236,203
SWC,33,100,67
PLX,32,601,569
TCM,32,170,138
CDO,32,64,32
HCD,29,186,157
MPT,29,64,35
HDA,29,36,7
VDS,28,344,316
VOS,27,378,351
GKM,27,123,96
PVV,27,85,58
STH,27,47,20
TSC,26,302,276
PVC,26,132,106
VHE,26,78,52
HTN,24,101,77
PWA,24,75,51
DHA,24,69,45
ADG,23,66,43
DS3,23,53,30
HHP,22,61,39
AAV,21,97,76
ASP,21,46,25
TNA,20,104,84
PVL,20,68,48
NTP,20,46,26
DST,18,113,95
RAL,18,52,34
AGM,18,49,31
TVB,17,224,207
MST,17,113,96
SHI,17,54,37
PTL,17,25,8
PPC,16,212,196
ELC,16,178,162
API,16,71,55
SPI,16,36,20
NSC,16,29,13
CVT,15,29,14
OIL,14,209,195
DDG,14,67,53
DHM,14,61,47
VC3,14,36,22
SGN,14,21,7
HII,13,91,78
DPR,13,50,37
ORS,13,44,31
PHC,13,27,14
CSM,13,21,8
BHN,13,16,3
SRA,12,105,93
SJS,12,88,76
DNM,12,26,14
BII,11,114,103
SD6,11,40,29
SRC,11,40,29
KHP,11,35,24
SD5,11,25,14
TIG,10,284,274
FTM,10,115,105
SCS,10,56,46
HHG,10,28,18
DQC,9,59,50
AFX,9,58,49
ITQ,9,52,43
SAV,9,16,7
SAM,8,165,157
SMC,8,142,134
TNT,8,103,95
ABS,8,54,46
SHN,8,19,11
TTZ,8,17,9
CMS,8,17,9
DSN,8,17,9
CET,8,8,0
LTG,7,142,135
PXS,7,132,125
