Stock,Gap,B,S
STB,306,594,288
PDR,248,473,225
SSI,224,541,317
MBB,200,528,328
VIX,186,257,71
HDB,179,365,186
DIG,165,331,166
VPB,135,424,289
DBC,125,298,173
HCM,117,219,102
HPG,110,679,569
TCH,101,143,42
TCB,96,575,479
AGG,92,154,62
CTG,91,294,203
TPB,89,146,57
HBC,86,270,184
GMD,84,187,103
SHS,79,140,61
HSG,75,265,190
VHM,70,264,194
VCI,68,169,101
ASM,60,109,49
GEG,56,83,27
HUT,48,95,47
VEA,47,67,20
VPI,47,53,6
SZC,43,78,35
HDC,37,89,52
MSR,37,77,40
TV2,37,59,22
NVB,36,39,3
HDG,35,116,81
VJC,30,81,51
BSR,30,66,36
NVL,29,295,266
LDG,29,82,53
FTS,29,42,13
CII,23,41,18
IDI,23,37,14
NHH,21,23,2
BID,20,128,108
VND,20,95,75
GAS,20,63,43
SBT,19,64,45
CEO,19,59,40
KBC,17,107,90
PNJ,17,57,40
NLG,17,43,26
ORS,17,23,6
HPX,17,20,3
PLX,16,45,29
BCC,16,27,11
FIT,15,50,35
L14,15,32,17
FPT,14,116,102
APH,14,56,42
VIB,13,24,11
BSI,13,17,4
MSN,12,102,90
VPG,12,32,20
TIP,12,15,3
GKM,12,12,0
FRT,11,111,100
SHI,11,11,0
KSB,10,54,44
GVR,9,124,115
GTN,9,124,115
VCB,9,98,89
SAB,9,37,28
CRC,9,24,15
CTS,9,20,11
PAS,9,16,7
VSC,9,15,6
SFI,9,9,0
KDC,8,31,23
BVS,8,17,9
DTD,8,9,1
PSH,8,8,0
BWE,7,41,34
SIP,7,39,32
HAH,7,11,4
SBS,7,10,3
EVG,7,8,1
ACV,6,45,39
VGI,6,37,31
HT1,6,22,16
PLP,6,11,5
TIG,6,10,4
AGR,6,9,3
DCL,6,6,0
CRE,5,58,53
PVB,5,16,11
DRH,5,7,2
ACM,5,6,1
BCG,5,5,0
BMI,4,15,11
AAV,4,10,6
CTI,4,9,5
VC3,4,6,2
TCT,4,4,0
DPG,3,12,9
NT2,3,11,8
ADG,3,11,8
TTB,3,10,7
C4G,3,10,7
MCH,3,9,6
VRG,3,6,3
SCS,3,5,2
VIG,3,5,2
KLB,3,4,1
DLG,3,3,0
IJC,2,98,96
HVN,2,26,24
MBS,2,12,10
QNS,2,10,8
TVC,2,6,4
KLF,2,5,3
PVI,2,4,2
KHP,2,3,1
NHA,2,3,1
MSH,2,2,0
ACL,2,2,0
DHM,2,2,0
CMG,2,2,0
LSS,2,2,0
PXS,2,2,0
DSN,2,2,0
FIR,2,2,0
HAD,2,2,0
CTR,1,40,39
TDC,1,19,18
SRA,1,14,13
CSV,1,7,6
PC1,1,6,5
VCP,1,4,3
VSH,1,2,1
ABI,1,2,1
HHP,1,2,1
LAS,1,2,1
SAM,1,1,0
HND,1,1,0
ASG,1,1,0
VNG,1,1,0
PXL,1,1,0
TTH,1,1,0
IBC,1,1,0
TNT,1,1,0
SDD,1,1,0
TAC,1,1,0
IMP,1,1,0
PVL,1,1,0
CNG,1,1,0
TNI,1,1,0
NSC,1,1,0
EVE,1,1,0
PAC,1,1,0
VTD,1,1,0
C47,1,1,0
DAH,1,1,0
BAX,1,1,0
MFS,1,1,0
ADS,1,1,0
SAV,1,1,0
