Stock,Gap,B,S
TCB,5038,8547,3509
MBB,2199,4487,2288
ITA,1301,2800,1499
AGG,1074,1425,351
HAG,917,2646,1729
PVD,848,2170,1322
STB,816,3319,2503
BID,643,1686,1043
ACB,597,2126,1529
HNG,594,1424,830
HVN,542,1577,1035
FRT,538,1718,1180
SCR,448,1397,949
GEX,421,2651,2230
LCG,415,1179,764
VIX,386,549,163
HAH,345,1073,728
FIT,292,584,292
ROS,284,818,534
SHB,280,656,376
NT2,269,509,240
TPB,264,841,577
DBC,261,1361,1100
VJC,255,603,348
FCN,253,631,378
VPB,249,1527,1278
HHS,247,798,551
VRE,245,2075,1830
NKG,236,962,726
DAG,213,333,120
ASM,210,1066,856
CKG,210,634,424
SBT,195,576,381
PDR,191,666,475
PHR,178,590,412
CRE,170,355,185
EVG,170,292,122
CRC,165,208,43
CTG,163,1635,1472
TCM,160,465,305
AMV,160,330,170
CII,157,588,431
TIG,156,248,92
TLD,150,344,194
VCB,143,850,707
HDC,143,291,148
APG,139,297,158
CTD,131,643,512
DHM,122,216,94
ACV,117,251,134
STK,111,195,84
TCL,109,307,198
VIG,108,146,38
SMC,106,197,91
TTF,105,708,603
TDH,98,802,704
VSC,98,231,133
BCG,97,472,375
KDH,95,514,419
AAV,95,148,53
NHH,93,140,47
JVC,91,234,143
APH,88,328,240
PHC,86,126,40
KBC,83,705,622
PAS,82,123,41
PTB,76,269,193
CVN,73,137,64
TLH,70,461,391
VLC,68,118,50
IDC,67,224,157
VCI,63,581,518
NTC,62,114,52
PVP,61,108,47
NTL,60,221,161
MST,60,95,35
TNA,59,175,116
VCS,55,173,118
ORS,55,94,39
KLB,55,64,9
HHP,54,71,17
TSC,53,401,348
PVS,52,587,535
CEO,52,259,207
LAS,51,67,16
D2D,48,334,286
C69,48,86,38
DDG,47,136,89
VOS,44,431,387
VSH,43,100,57
HID,43,98,55
VPI,43,89,46
ELC,41,225,184
APC,40,115,75
DAH,39,214,175
MSR,38,270,232
DVN,38,153,115
VCP,38,55,17
FTM,37,63,26
G36,36,271,235
DRI,36,90,54
SBS,36,76,40
VOC,32,105,73
CTF,31,43,12
NCT,30,97,67
S99,30,64,34
VNG,29,87,58
VTR,29,49,20
VC3,28,37,9
POM,27,121,94
AGM,26,95,69
NDN,25,118,93
VGS,25,52,27
HII,23,84,61
GDT,23,46,23
VTP,21,80,59
FIR,21,62,41
MBG,21,57,36
ASP,21,49,28
SFI,21,46,25
BCM,20,107,87
PXS,20,93,73
DTD,20,57,37
ACM,20,31,11
VTD,18,60,42
BII,18,47,29
HLD,18,36,18
NBB,18,29,11
GEG,17,274,257
VRC,17,130,113
HVH,17,99,82
HAI,16,242,226
LGL,16,19,3
LTG,15,323,308
FTS,15,197,182
SWC,15,21,6
TAR,14,218,204
NVB,14,124,110
IMP,14,71,57
SRC,14,67,53
DST,14,57,43
L14,14,35,21
TYA,14,24,10
PWA,13,43,30
DHT,13,21,8
AFX,12,87,75
MFS,12,32,20
MPC,12,30,18
PXT,12,22,10
TBC,12,17,5
BIC,11,123,112
BOT,11,12,1
DCL,10,75,65
PVC,10,32,22
PSH,10,28,18
MCH,9,18,9
DS3,9,12,3
