Stock,Gap,B,S
MBS,8,62,54
HPX,8,52,44
KSH,8,36,28
NRC,8,29,21
BAX,8,16,8
CMS,8,9,1
DPR,7,63,56
CLG,7,22,15
MLS,7,18,11
GKM,7,11,4
SHA,7,11,4
SZL,6,50,44
NTP,6,28,22
DVP,5,53,48
SNZ,5,34,29
TDT,5,33,28
SGP,5,19,14
TTZ,5,6,1
PVB,4,45,41
QNS,4,40,36
PVI,4,27,23
VNP,4,18,14
IBC,4,11,7
SKH,4,8,4
VIP,3,189,186
MML,3,38,35
SBA,3,31,28
SGR,3,21,18
TDN,3,20,17
ABC,3,16,13
SSN,3,14,11
VHE,3,6,3
VEA,2,72,70
ILB,2,60,58
LIG,2,34,32
VNA,2,24,22
GAB,2,21,19
ADS,2,13,11
CIA,2,12,10
MPT,2,8,6
IDV,2,6,4
VGT,1,83,82
ITD,1,34,33
VCR,1,32,31
KOS,1,19,18
EVE,1,14,13
SD6,1,8,7
CTP,1,6,5
PSD,1,4,3
SAB,0,125,125
STH,0,20,20
PGN,0,16,16
PVL,0,5,5
PVV,0,0,0
KDC,-1,387,388
CTR,-1,215,216
TTB,-1,213,214
LIX,-1,52,53
SJD,-1,33,34
CHP,-1,19,20
DNM,-1,16,17
TN1,-1,6,7
SDD,-1,0,1
HDB,-2,1232,1234
ITQ,-2,13,15
TVS,-2,4,6
SDT,-2,2,4
CVT,-3,22,25
HND,-3,18,21
DSN,-3,15,18
PAC,-3,15,18
SEA,-3,13,16
QTP,-3,11,14
BTD,-3,11,14
VCG,-4,145,149
ADG,-4,41,45
THG,-4,34,38
HDA,-4,30,34
TCW,-4,10,14
DCM,-5,646,651
TLG,-5,92,97
DXP,-5,40,45
QBS,-5,34,39
SMB,-5,20,25
ABI,-5,7,12
PFL,-5,6,11
HAX,-6,178,184
SAM,-6,34,40
TXM,-6,1,7
VPH,-7,33,40
TNT,-7,22,29
VRG,-7,20,27
FOX,-7,8,15
C4G,-8,104,112
NAF,-8,99,107
TVC,-8,92,100
DMC,-8,73,81
TTH,-8,6,14
SD5,-9,6,15
SD9,-9,2,11
SLS,-9,1,10
KMR,-10,45,55
TGG,-10,33,43
PXL,-10,16,26
HAD,-10,5,15
SIP,-13,201,214
NHA,-13,18,31
TTN,-13,8,21
TIP,-14,51,65
NSC,-14,22,36
TNI,-15,107,122
KLF,-15,16,31
SZC,-16,622,638
SJF,-16,244,260
GIL,-16,165,181
VNE,-16,136,152
DTA,-16,50,66
DHA,-16,15,31
VGI,-17,243,260
HTN,-17,121,138
MSH,-17,111,128
CNG,-17,19,36
VIB,-18,260,278
SPI,-18,1,19
DGW,-19,282,301
OIL,-19,72,91
SHI,-19,28,47
PGS,-19,14,33
MHC,-20,65,85
SBV,-21,33,54
EVF,-21,17,38
KHP,-22,29,51
SAV,-22,24,46
ASG,-23,28,51
TVB,-24,93,117
ACL,-25,48,73
PLC,-26,93,119
SFG,-28,1,29
BMC,-29,29,58
C32,-30,116,146
IDJ,-31,51,82
SKG,-32,115,147
NNC,-32,76,108
HCD,-33,36,69
HAP,-35,104,139
TDG,-35,86,121
IDI,-37,592,629
DLG,-37,333,370
NLG,-37,189,226
YEG,-37,20,57
TVN,-42,32,74
ABS,-43,142,185
TCT,-43,15,58
DGC,-44,393,437
EIB,-44,85,129
C47,-44,61,105
DQC,-45,43,88
CSM,-48,24,72
FLC,-51,874,925
AAA,-53,556,609
ART,-53,27,80
GVR,-54,1076,1130
TDC,-54,404,458
TNG,-54,176,230
SHS,-54,163,217
BVS,-57,97,154
BCC,-58,42,100
HBC,-60,1609,1669
OGC,-60,125,185
DBD,-61,26,87
HAR,-62,148,210
DXG,-63,1245,1308
DRC,-63,525,588
SJS,-64,28,92
AAS,-65,96,161
CSV,-66,99,165
ANV,-67,223,290
SCS,-68,32,100
IJC,-69,0,69
PC1,-71,244,315
VHM,-72,1043,1115
SRA,-72,57,129
HUT,-75,132,207
LSS,-75,63,138
CCL,-76,98,174
CMG,-76,62,138
VGC,-79,141,220
AMD,-83,178,261
BSR,-84,336,420
PLP,-84,181,265
AST,-88,71,159
TAC,-88,50,138
PVT,-89,652,741
DRH,-89,406,495
REE,-89,201,290
TV2,-98,187,285
QCG,-103,134,237
GMD,-106,1010,1116
CMX,-106,305,411
BVH,-108,603,711
PNJ,-108,390,498
LHG,-112,129,241
BSI,-113,123,236
HDG,-114,390,504
HQC,-114,348,462
HSL,-115,133,248
TCH,-127,1046,1173
CTI,-129,108,237
VPG,-130,51,181
KSB,-144,781,925
PPC,-145,148,293
PAN,-156,663,819
BMP,-158,62,220
BFC,-161,100,261
BMI,-169,157,326
FPT,-175,986,1161
FMC,-180,211,391
POW,-181,1585,1766
DHC,-188,89,277
PLX,-189,421,610
VHC,-190,525,715
PET,-191,673,864
MSN,-197,513,710
CTS,-204,246,450
NVL,-218,1141,1359
HT1,-233,591,824
MWG,-283,432,715
DPG,-312,232,544
GAS,-321,445,766
VNM,-368,1573,1941
BWE,-381,348,729
VIC,-397,521,918
TDM,-403,219,622
AGR,-411,574,985
DIG,-423,517,940
GTN,-450,1004,1454
LDG,-457,1489,1946
HSG,-457,1237,1694
VND,-470,878,1348
DPM,-529,613,1142
HCM,-604,1192,1796
SSI,-1256,1822,3078
HPG,-1707,2645,4352
