Stock,Gap,B,S
HPG,618,1243,625
TCH,317,554,237
STB,208,546,338
APH,177,422,245
VIX,115,203,88
PHR,102,165,63
ACB,90,253,163
PNJ,86,202,116
NVB,86,90,4
MWG,84,273,189
HCM,84,240,156
BSR,81,103,22
TCB,71,523,452
VPB,70,264,194
PDR,70,190,120
VHM,65,476,411
VPI,57,66,9
VJC,56,108,52
VTP,56,82,26
FPT,52,231,179
CRE,50,88,38
VGI,40,85,45
KDC,40,48,8
DHC,37,55,18
TPB,35,71,36
TCM,35,55,20
SHB,34,66,32
PET,32,49,17
NHH,29,29,0
PVD,28,109,81
CTD,27,97,70
VCG,27,47,20
LCG,26,48,22
VNM,25,321,296
TVC,21,38,17
NTL,20,34,14
SSI,19,153,134
SHS,19,82,63
CII,18,57,39
HPX,18,21,3
PLX,15,43,28
IBC,15,15,0
VRE,14,97,83
MCH,14,21,7
GIL,13,26,13
TDM,12,44,32
GTN,11,79,68
ASM,11,54,43
REE,11,35,24
ACV,11,28,17
TV2,11,13,2
SHI,11,13,2
AMV,10,17,7
ITD,10,10,0
DGW,9,36,27
BMP,9,22,13
CSV,9,15,6
SCS,9,12,3
KOS,9,10,1
LTG,8,55,47
AAA,8,28,20
HLD,8,24,16
VIB,8,21,13
DRC,8,19,11
VGC,8,15,7
TIG,8,13,5
NNC,8,11,3
AST,7,14,7
VLC,7,11,4
C4G,7,11,4
KDF,7,7,0
GKM,7,7,0
CTI,6,11,5
PVC,6,9,3
TDC,6,7,1
CHP,6,6,0
NVL,5,77,72
DIG,5,62,57
FLC,5,19,14
DRH,5,8,3
KDH,4,69,65
HDC,4,21,17
TDH,4,17,13
VCP,4,7,3
PAN,4,6,2
ILB,4,6,2
SJD,4,5,1
CRC,4,4,0
SAM,4,4,0
TAC,4,4,0
PVT,3,35,32
IDC,3,26,23
NDN,3,22,19
VEA,3,14,11
BWE,3,10,7
PAS,3,5,2
PSH,3,4,1
TTN,3,3,0
AFX,3,3,0
HAR,3,3,0
TAR,2,40,38
SCR,2,27,25
GMD,2,23,21
ANV,2,9,7
DST,2,7,5
DVN,2,6,4
FMC,2,5,3
NTP,2,5,3
QCG,2,3,1
ABI,2,3,1
PVI,2,3,1
YEG,2,3,1
IMP,2,3,1
TLD,2,2,0
QNS,1,5,4
OIL,1,5,4
DTD,1,4,3
HAX,1,4,3
CVN,1,4,3
PSD,1,4,3
VC3,1,3,2
PLP,1,3,2
PXS,1,3,2
HAH,1,2,1
HAI,1,2,1
CKG,1,2,1
LIG,1,2,1
NHA,1,2,1
MBG,1,2,1
EVG,1,2,1
BOT,1,2,1
OGC,1,2,1
MSH,1,1,0
FOX,1,1,0
DLG,1,1,0
PGN,1,1,0
BII,1,1,0
HSL,1,1,0
HDA,1,1,0
CTF,1,1,0
CTS,1,1,0
SRC,1,1,0
DQC,1,1,0
TVN,1,1,0
PAC,1,1,0
TNI,1,1,0
KMR,1,1,0
DVP,1,1,0
MSR,0,9,9
VIP,0,7,7
TIP,0,6,6
VSC,0,4,4
PVB,0,2,2
SJS,0,2,2
LAS,0,2,2
VGS,0,2,2
SLS,0,2,2
JVC,0,1,1
DAG,0,1,1
STK,0,1,1
BCM,0,1,1
MML,0,1,1
TNA,0,1,1
CCL,0,1,1
DHT,0,1,1
DBD,0,1,1
VIG,0,0,0
PPC,0,0,0
NBB,0,0,0
DCL,0,0,0
VSH,0,0,0
STH,0,0,0
HND,0,0,0
ASP,0,0,0
ASG,0,0,0
BMC,0,0,0
KHP,0,0,0
QBS,0,0,0
VHE,0,0,0
MPT,0,0,0
THG,0,0,0
BTD,0,0,0
PHC,0,0,0
KSH,0,0,0
DTA,0,0,0
TDG,0,0,0
SBV,0,0,0
AGR,0,0,0
HCD,0,0,0
VOS,0,0,0
SSN,0,0,0
TVS,0,0,0
SKH,0,0,0
CLG,0,0,0
PVV,0,0,0
TNT,0,0,0
VNA,0,0,0
TTZ,0,0,0
LGL,0,0,0
TBC,0,0,0
TXM,0,0,0
DS3,0,0,0
CTP,0,0,0
AAS,0,0,0
ACL,0,0,0
SFI,0,0,0
TCT,0,0,0
SD6,0,0,0
CMS,0,0,0
ACM,0,0,0
VNP,0,0,0
VNG,0,0,0
SHA,0,0,0
TN1,0,0,0
SD5,0,0,0
SDT,0,0,0
DHM,0,0,0
HID,0,0,0
TTH,0,0,0
HII,0,0,0
EVF,0,0,0
PXT,0,0,0
BIC,0,0,0
SD9,0,0,0
CNG,0,0,0
FIR,0,0,0
ABS,0,0,0
TYA,0,0,0
SJF,0,0,0
C47,0,0,0
SRA,0,0,0
SPI,0,0,0
LSS,0,0,0
SGR,0,0,0
TTB,0,0,0
C69,0,0,0
PVL,0,0,0
ITQ,0,0,0
KLB,0,0,0
BSI,0,0,0
DDG,0,0,0
DSN,0,0,0
ADS,0,0,0
SMB,0,0,0
CIA,0,0,0
HVH,0,0,0
NAF,0,0,0
TSC,0,0,0
SNZ,0,0,0
ORS,0,0,0
APC,0,0,0
S99,0,0,0
FTM,0,0,0
CSM,0,0,0
VRC,0,0,0
HAD,0,0,0
AGM,0,0,0
MFS,0,0,0
TDN,0,0,0
VPH,0,0,0
KBC,-1,24,25
HUT,-1,6,7
DPG,-1,5,6
MPC,-1,2,3
TLG,-1,2,3
ADG,-1,2,3
SZL,-1,2,3
DNM,-1,1,2
BFC,-1,1,2
TCW,-1,1,2
TCL,-1,1,2
SKG,-1,1,2
MST,-1,1,2
VRG,-1,1,2
BAX,-1,1,2
SBS,-1,0,1
TDT,-1,0,1
SBA,-1,0,1
NCT,-1,0,1
IDV,-1,0,1
AAV,-1,0,1
HHP,-1,0,1
ELC,-1,0,1
SEA,-1,0,1
TLH,-1,0,1
PXL,-1,0,1
CMG,-1,0,1
KLF,-1,0,1
DHA,-1,0,1
DPR,-1,0,1
EVE,-1,0,1
NRC,-1,0,1
FIT,-1,0,1
SAV,-1,0,1
TGG,-1,0,1
PGS,-1,0,1
HDG,-2,63,65
HHS,-2,10,12
ROS,-2,6,8
PC1,-2,4,6
PWA,-2,3,5
GEG,-2,3,5
BCG,-2,3,5
MLS,-2,2,4
PFL,-2,1,3
MBS,-2,1,3
CMX,-2,1,3
MHC,-2,0,2
FRT,-2,0,2
VNE,-2,0,2
SFG,-2,0,2
VTR,-2,0,2
DRI,-2,0,2
ABC,-2,0,2
GDT,-2,0,2
BCC,-2,0,2
NT2,-2,0,2
HAP,-2,0,2
APG,-2,0,2
DAH,-2,0,2
ITA,-3,46,49
VCI,-3,38,41
D2D,-3,32,35
NLG,-3,28,31
LHG,-3,12,15
HT1,-3,8,11
SWC,-3,3,6
SMC,-3,2,5
BVS,-3,2,5
ART,-3,0,3
VOC,-3,0,3
AMD,-3,0,3
NSC,-3,0,3
C32,-3,0,3
QTP,-3,0,3
G36,-4,20,24
VCS,-4,13,17
BMI,-4,7,11
LIX,-4,2,6
TVB,-4,1,5
GAB,-4,1,5
POM,-4,0,4
SGP,-4,0,4
POW,-5,42,47
HQC,-5,1,6
IDJ,-5,1,6
EIB,-5,1,6
SAB,-6,21,27
NTC,-6,11,17
PTB,-6,9,15
FTS,-6,4,10
VTD,-6,0,6
VGT,-6,0,6
CTR,-7,97,104
IDI,-7,11,18
IJC,-7,8,15
L14,-7,4,11
HTN,-7,0,7
DMC,-8,1,9
VIC,-9,93,102
HVN,-9,9,18
PVP,-9,2,11
DXP,-9,1,10
AGG,-10,23,33
TNG,-10,21,31
DPM,-11,18,29
FCN,-11,3,14
PVS,-12,81,93
CEO,-12,6,18
VCR,-12,5,17
SBT,-13,69,82
HNG,-13,27,40
PLC,-13,3,16
MSN,-14,70,84
LDG,-14,23,37
VND,-15,24,39
KSB,-15,19,34
VPG,-15,13,28
TTF,-16,23,39
HDB,-20,122,142
GAS,-22,171,193
NKG,-22,90,112
SZC,-22,24,46
HBC,-23,114,137
SIP,-23,38,61
VHC,-25,28,53
HAG,-27,18,45
DXG,-30,64,94
VCB,-31,34,65
DGC,-32,21,53
DBC,-33,66,99
BVH,-33,38,71
DCM,-34,22,56
GVR,-37,50,87
MBB,-43,143,186
BID,-51,30,81
CTG,-60,231,291
GEX,-61,202,263
HSG,-76,274,350
CVT,-123,0,123
