Stock,Gap,B,S
DXG,1215,2526,1311
TCH,1095,2220,1125
ACB,1077,1649,572
MWG,976,2023,1047
SBT,860,1577,717
MBB,622,2169,1547
GEX,605,1682,1077
VRE,605,1569,964
HBC,599,1933,1334
CTG,496,1628,1132
LDG,447,1120,673
GVR,396,1666,1270
PVS,319,632,313
GMD,307,880,573
REE,300,766,466
VIC,260,552,292
ITA,254,824,570
VCB,253,496,243
FRT,233,449,216
PET,226,602,376
BMI,222,539,317
APH,219,394,175
CRE,212,322,110
VHC,205,767,562
KDC,197,264,67
POM,181,201,20
FIT,173,493,320
TVB,173,426,253
PVT,168,865,697
VHM,156,936,780
GEG,154,354,200
PNJ,148,922,774
NVL,144,399,255
HT1,132,443,311
POW,131,612,481
ANV,127,215,88
D2D,125,354,229
VIX,112,290,178
PDR,109,477,368
KBC,109,217,108
NHH,109,113,4
DGW,105,892,787
TDC,102,272,170
DRI,91,148,57
QNS,89,140,51
PHC,89,135,46
LHG,87,237,150
HAH,86,234,148
TCL,81,198,117
DXP,77,157,80
STB,75,798,723
ACV,73,179,106
VJC,71,498,427
STK,69,129,60
TVC,68,125,57
TLD,67,1019,952
CTD,62,711,649
CII,62,423,361
TTB,62,137,75
DHC,60,199,139
CTF,60,76,16
PPC,59,125,66
ABS,57,100,43
TNG,55,327,272
KLF,50,121,71
BID,49,599,550
TNA,48,152,104
VCI,45,380,335
MST,43,86,43
VEA,42,192,150
TIG,41,118,77
DAG,41,114,73
TCB,39,1871,1832
VIB,37,207,170
HLD,36,50,14
VNG,34,97,63
HHP,32,80,48
HUT,32,58,26
NAF,31,85,54
DTD,30,93,63
DDG,29,62,33
PGS,29,45,16
G36,27,149,122
BWE,27,101,74
FIR,26,65,39
BIC,26,37,11
EIB,25,91,66
TAR,25,81,56
TV2,25,54,29
HPX,25,41,16
SFG,25,36,11
SAB,24,120,96
VGI,24,111,87
IDJ,24,43,19
NCT,23,49,26
DPM,22,907,885
DPG,22,426,404
TDM,22,157,135
MLS,21,88,67
