Stock,Gap,B,S
TCB,1614,3813,2199
SSI,1211,3193,1982
GTN,1196,2309,1113
VHM,1056,2748,1692
GVR,981,2094,1113
POW,967,3141,2174
NVL,756,1391,635
MBB,717,2253,1536
DRH,682,1193,511
HSG,619,2403,1784
HCM,588,1789,1201
SBT,566,1106,540
STB,560,2244,1684
HBC,560,1909,1349
BSR,552,967,415
AGR,551,1143,592
VRE,548,4750,4202
CTG,547,2231,1684
BID,543,1676,1133
DRC,528,899,371
ASM,504,1233,729
PVS,496,1061,565
HDG,465,967,502
APH,451,630,179
PVD,449,1942,1493
PLX,449,1078,629
VND,447,1334,887
GMD,427,1727,1300
VJC,423,895,472
VIX,423,530,107
TDH,400,1076,676
FIT,389,520,131
KSB,385,1525,1140
GAS,365,816,451
KDH,364,861,497
LDG,352,1214,862
FPT,337,1201,864
DGW,337,751,414
NAF,312,470,158
LCG,308,959,651
SHB,307,862,555
TCH,303,1500,1197
VNM,297,2183,1886
MWG,296,1002,706
KBC,287,641,354
AAA,284,806,522
PNJ,273,590,317
FRT,258,1569,1311
DCL,239,358,119
TPB,238,782,544
PDR,232,675,443
VPB,223,1064,841
SHS,222,519,297
CEO,222,339,117
QCG,183,417,234
REE,180,430,250
PVT,174,974,800
TVC,159,244,85
TSC,158,417,259
TTF,153,989,836
ITA,147,1652,1505
DIG,130,1115,985
SCR,128,823,695
FTS,127,448,321
VCI,122,689,567
IJC,122,359,237
SBS,121,167,46
SIP,118,205,87
PLC,115,197,82
BVH,106,1306,1200
TCM,105,377,272
ABS,104,216,112
IMP,102,219,117
ROS,100,568,468
HAR,99,270,171
HSL,94,183,89
NNC,93,196,103
CTI,88,279,191
AAV,86,152,66
ORS,86,126,40
NHH,83,125,42
PAN,80,480,400
HUT,79,102,23
VCB,78,930,852
SZC,78,522,444
CRE,78,205,127
TDC,77,217,140
HHP,76,101,25
LHG,75,219,144
MST,73,145,72
G36,71,201,130
DHM,68,141,73
PAS,68,81,13
TDN,67,108,41
CRC,66,121,55
PET,65,972,907
OGC,65,349,284
HDC,62,340,278
KDC,60,347,287
VOC,57,147,90
AFX,57,109,52
DHC,55,360,305
DBC,52,1701,1649
VNG,52,106,54
VTR,52,84,32
SMC,51,111,60
DST,50,63,13
TIG,49,114,65
NVB,47,117,70
BSI,46,248,202
AMV,46,131,85
DTD,45,111,66
YEG,45,73,28
VTP,44,90,46
KLF,44,82,38
CVN,44,76,32
SRC,39,111,72
JVC,38,118,80
CSM,37,89,52
NHA,37,68,31
CTF,37,43,6
GEG,35,556,521
DAG,35,287,252
EIB,35,112,77
HPX,35,48,13
VCG,34,98,64
VCP,34,56,22
LAS,33,62,29
GIL,31,290,259
TCL,31,212,181
ADG,31,72,41
TVS,31,35,4
TLG,30,137,107
VCR,29,64,35
ACV,27,154,127
BFC,26,183,157
APC,26,56,30
CNG,26,47,21
VC3,26,34,8
VGS,25,53,28
VTD,22,30,8
VPI,21,57,36
VCS,20,155,135
BCC,20,73,53
VGT,20,63,43
BMP,19,229,210
IDJ,19,128,109
HCD,19,71,52
ELC,18,116,98
HID,18,34,16
VPG,17,115,98
MPC,17,53,36
PXL,17,50,33
KLB,17,22,5
VSC,16,191,175
STK,16,108,92
ART,16,77,61
PVC,15,69,54
MBS,14,141,127
VLC,14,100,86
ASG,14,26,12
