Stock,Gap,B,S
SSI,208,487,279
TCB,186,631,445
VIX,156,219,63
PDR,147,305,158
GVR,128,222,94
PVS,124,240,116
VJC,122,204,82
APH,99,153,54
FIT,94,104,10
HCM,89,221,132
MBB,84,366,282
SBT,83,148,65
STB,81,303,222
VHM,80,269,189
GTN,72,171,99
KDC,68,78,10
BSR,61,117,56
HPG,57,585,528
VND,57,137,80
GAS,57,119,62
SHS,53,132,79
SIP,50,93,43
PVD,47,219,172
ASM,41,78,37
PLX,39,101,62
DIG,38,165,127
NVL,37,182,145
TPB,36,68,32
PNJ,36,59,23
POW,34,232,198
DGW,34,52,18
KDH,32,103,71
NHH,30,31,1
AGR,29,48,19
NLG,28,67,39
LCG,27,90,63
VCG,27,38,11
KSB,26,100,74
FRT,25,148,123
VNM,24,409,385
MSR,24,37,13
BVH,23,124,101
VPI,22,31,9
HPX,22,25,3
HDG,21,104,83
CRE,20,63,43
SCR,20,54,34
SZC,20,40,20
NAF,20,20,0
CTI,19,26,7
DRC,18,45,27
TNG,17,69,52
ORS,17,19,2
VPB,16,203,187
AGG,16,99,83
PAN,15,58,43
KBC,14,36,22
MBS,14,24,10
TCL,14,15,1
DCL,13,20,7
MWG,12,171,159
VCB,12,84,72
TDH,12,30,18
IDJ,12,19,7
VCI,11,76,65
IJC,11,37,26
HAG,10,41,31
VCS,10,35,25
CEO,10,27,17
REE,10,24,14
MPC,10,15,5
VPG,10,12,2
HSG,9,302,293
BID,9,165,156
TCM,9,58,49
AAA,9,48,39
FTS,9,25,16
SHI,9,9,0
TCH,8,84,76
VTP,8,22,14
LDG,8,22,14
SBS,8,10,2
LTG,7,26,19
MST,7,10,3
EIB,7,9,2
PAS,6,15,9
ADG,6,12,6
PLP,6,8,2
VC3,6,7,1
VOC,5,23,18
DRH,5,21,16
TV2,5,13,8
PVC,5,9,4
PSH,5,6,1
GKM,5,5,0
BIC,5,5,0
IBC,5,5,0
NTC,4,18,14
HDC,4,14,10
IMP,4,9,5
PVB,4,8,4
TDN,4,7,3
KLF,4,7,3
QCG,4,6,2
HTN,4,5,1
KLB,4,4,0
DST,4,4,0
GMD,3,311,308
FPT,3,99,96
PLC,3,21,18
BVS,3,19,16
D2D,3,15,12
HUT,3,6,3
AMD,3,5,2
VGS,3,4,1
