Date,Time,Price,Volume,Type
2021-04-07,13:02:25,9.3,2000,S
2021-04-07,13:00:11,9.3,200,S
2021-04-07,13:00:06,9.3,15900,S
2021-04-07,13:00:03,9.4,5000,B
2021-04-07,11:28:15,9.3,1500,S
2021-04-07,11:27:59,9.3,2000,S
2021-04-07,11:26:40,9.3,20000,S
2021-04-07,11:26:21,9.3,200,S
2021-04-07,11:26:02,9.3,1000,S
2021-04-07,11:23:24,9.3,1500,S
2021-04-07,11:22:43,9.3,40000,S
2021-04-07,11:22:37,9.3,200,S
2021-04-07,11:21:17,9.3,20000,S
2021-04-07,11:18:01,9.3,200,S
2021-04-07,11:16:04,9.3,5000,S
2021-04-07,11:14:18,9.3,300,S
2021-04-07,11:12:03,9.3,1200,B
2021-04-07,11:11:35,9.3,1000,B
2021-04-07,11:11:26,9.3,100,B
2021-04-07,11:11:15,9.3,10000,B
2021-04-07,11:09:40,9.3,300,B
2021-04-07,11:09:09,9.3,100,B
2021-04-07,11:08:53,9.3,400,B
2021-04-07,11:08:47,9.3,1000,B
2021-04-07,11:08:34,9.3,300,B
2021-04-07,11:08:21,9.3,1000,B
2021-04-07,11:08:05,9.3,1000,B
2021-04-07,11:07:47,9.3,3000,B
2021-04-07,11:07:17,9.3,5000,B
2021-04-07,11:07:02,9.3,500,B
2021-04-07,11:06:56,9.3,5000,B
2021-04-07,11:06:32,9.3,5000,B
2021-04-07,11:06:17,9.3,5000,B
2021-04-07,11:06:10,9.3,200,B
2021-04-07,11:05:06,9.3,900,B
2021-04-07,11:04:57,9.3,2100,B
2021-04-07,11:04:56,9.3,2000,B
2021-04-07,11:04:16,9.3,1000,B
2021-04-07,11:01:05,9.3,1000,B
2021-04-07,11:00:20,9.3,500,B
2021-04-07,10:59:50,9.3,3000,B
2021-04-07,10:59:38,9.3,5000,B
2021-04-07,10:58:34,9.3,200,B
2021-04-07,10:58:32,9.3,2000,B
2021-04-07,10:57:28,9.3,1000,B
2021-04-07,10:57:15,9.3,500,B
2021-04-07,10:56:07,9.3,100,B
2021-04-07,10:55:53,9.3,1400,B
2021-04-07,10:55:51,9.2,1000,S
2021-04-07,10:55:08,9.3,5000,B
2021-04-07,10:54:55,9.3,1000,B
